polling_place_text_zip4,Count
,1952639
0053,598
0128,148
0148,482
0400,1325
0768,1149
1443,1096
1451,5978
1510,1754
1648,1428
1962,663
2360,835
2729,1633
2844,1662
3227,3670
3234,6649
3353,1692
3422,2994
3723,3518
3750,3197
4253,1557
4307,1161
4363,2343
4442,1104
4718,855
7158,1268
7320,1004
8910,673
9405,3028
9458,307
9513,744
9762,428
