text_res_zip5,Count
66002,8854
66006,5712
66007,8656
66008,174
66010,429
66012,7257
66013,2623
66014,315
66015,618
66016,415
66017,210
66018,4813
66020,1296
66021,1919
66023,764
66024,673
66025,5764
66026,488
66027,1688
66030,17719
66032,3667
66033,555
66035,648
66036,4
66038,2
66039,490
66040,2937
66041,528
66042,567
66043,6997
66044,15977
66045,425
66046,12759
66047,13745
66048,25606
66049,24740
66050,1369
66052,1737
66053,6642
66054,2220
66056,1426
66058,249
66060,760
66061,47059
66062,56892
66064,3773
66066,1954
66067,11753
66070,1978
66071,9631
66072,779
66073,1838
66075,1630
66076,1562
66078,717
66079,610
66080,758
66083,10374
66085,9207
66086,8546
66087,1408
66088,1698
66090,1563
66091,251
66092,3210
66093,366
66094,289
66095,680
66097,766
66101,5529
66102,12683
66103,7351
66104,14692
66105,892
66106,12987
66109,19239
66111,5700
66112,7943
66113,806
66115,2
66118,45
66202,13261
66203,14134
66204,13231
66205,11311
66206,9385
66207,12497
66208,18489
66209,16863
66210,14427
66211,4739
66212,23522
66213,23524
66214,8458
66215,19198
66216,19961
66217,4296
66218,7282
66219,10649
66220,7520
66221,20197
66223,17538
66224,11929
66226,11690
66227,8962
66401,1356
66402,2239
66403,589
66404,366
66406,277
66407,373
66408,337
66409,2631
66411,835
66412,206
66413,1402
66414,2073
66415,629
66416,350
66417,308
66418,439
66419,275
66422,323
66423,654
66424,418
66425,327
66427,967
66428,280
66429,427
66431,472
66432,289
66434,3327
66436,3876
66438,243
66439,1699
66440,1424
66441,15666
66442,3695
66449,577
66451,1397
66501,202
66502,26001
66503,12663
66506,402
66507,1005
66508,3038
66509,1716
66510,559
66512,2576
66514,1217
66515,307
66516,256
66517,970
66518,107
66520,498
66521,1112
66522,27
66523,2816
66524,2029
66526,603
66527,149
66528,626
66531,1011
66532,416
66533,1218
66534,2582
66535,2418
66536,2944
66537,1053
66538,2545
66539,2076
66540,373
66541,174
66542,2723
66543,609
66544,275
66545,14
66546,885
66547,6510
66548,684
66549,1157
66550,374
66552,281
66554,393
66603,659
66604,14634
66605,11691
66606,6956
66607,3781
66608,2788
66609,5100
66610,8277
66611,6523
66612,1000
66614,21861
66615,2588
66616,3348
66617,6788
66618,7477
66619,1665
66621,118
66622,1
66701,10579
66710,417
66711,473
66712,1482
66713,4368
66714,106
66716,359
66717,318
66720,7476
66724,731
66725,4046
66727,2
66728,37
66732,177
66733,1547
66734,278
66735,390
66736,2058
66738,288
66739,4169
66740,286
66741,178
66742,347
66743,3293
66746,179
66747,1
66748,1884
66749,5001
66751,474
66753,828
66754,376
66755,724
66756,693
66757,1908
66758,132
66759,15
66760,83
66761,146
66762,17096
66763,2562
66767,361
66769,404
66770,872
66771,653
66772,204
66773,548
66775,137
66776,829
66777,433
66779,512
66780,409
66781,928
66782,130
66783,1531
66801,17066
66830,209
66833,424
66834,640
66835,853
66838,116
66839,2854
66840,437
66842,226
66843,150
66845,753
66846,2479
66849,336
66850,141
66851,370
66852,433
66853,304
66854,522
66855,13
66856,1181
66857,624
66858,300
66859,114
66860,908
66861,2295
66862,99
66863,42
66864,314
66865,826
66866,1078
66868,479
66869,499
66870,112
66871,927
66872,673
66873,239
66901,3939
66930,105
66932,109
66933,175
66935,1784
66936,232
66937,566
66938,688
66939,391
66940,220
66941,199
66942,157
66943,283
66944,144
66945,706
66946,79
66948,307
66949,435
66951,539
66952,372
66953,367
66955,57
66956,864
66958,187
66959,141
66960,127
66961,11
66962,220
66963,109
66964,145
66966,416
66967,1576
66968,1030
66970,89
67001,1400
67002,13199
67003,1718
67004,550
67005,8845
67008,331
67009,500
67010,10119
67012,40
67013,2062
67016,377
67017,1983
67018,96
67019,584
67020,1077
67021,49
67022,982
67023,150
67024,496
67025,2974
67026,3552
67028,131
67029,639
67030,2072
67031,1461
67035,645
67036,101
67037,21807
67038,329
67039,2413
67041,174
67042,11376
67045,2391
67047,518
67049,53
67050,1573
67051,275
67052,7638
67053,379
67054,726
67055,37
67056,1914
67057,133
67058,1336
67059,613
67060,9085
67061,100
67062,2830
67063,2462
67065,144
67066,172
67067,1587
67068,3045
67070,666
67071,71
67072,164
67073,201
67074,1218
67101,4909
67102,41
67103,245
67104,1419
67105,105
67106,317
67107,1859
67108,1222
67109,218
67110,5836
67111,261
67112,175
67114,14258
67117,1376
67118,639
67119,988
67120,1051
67122,124
67123,470
67124,4910
67127,421
67131,188
67132,262
67133,5199
67134,173
67135,2352
67137,450
67138,256
67140,546
67142,259
67143,51
67144,2163
67146,1336
67147,7866
67149,822
67150,19
67151,336
67152,5923
67154,1095
67155,90
67156,8736
67159,135
67202,1600
67203,17617
67204,13229
67205,16741
67206,13465
67207,17781
67208,11591
67209,9483
67210,4276
67211,10307
67212,30239
67213,10659
67214,7880
67215,4786
67216,11822
67217,17429
67218,13124
67219,8445
67220,9949
67221,101
67223,588
67226,16853
67227,359
67228,1911
67230,10694
67232,231
67235,12218
67260,5
67301,8675
67330,1115
67332,188
67333,1987
67334,37
67335,2246
67336,1051
67337,7319
67340,209
67341,229
67342,671
67344,631
67345,140
67346,258
67347,316
67349,690
67351,301
67352,304
67353,407
67354,547
67355,168
67356,1704
67357,8103
67360,237
67361,1168
67363,51
67364,162
67401,34567
67410,7257
67416,902
67417,126
67418,129
67420,3091
67422,899
67423,194
67425,496
67427,293
67428,838
67430,432
67431,1833
67432,4241
67436,408
67437,775
67438,140
67439,1876
67441,717
67442,175
67443,911
67444,388
67445,400
67446,431
67447,226
67448,979
67449,2077
67450,367
67451,696
67452,143
67454,414
67455,1273
67456,3334
67457,608
67458,202
67459,170
67460,10567
67464,717
67466,433
67467,1873
67468,224
67470,368
67473,1122
67474,167
67475,126
67476,37
67478,50
67480,1234
67481,427
67482,61
67483,181
67484,548
67485,246
67487,1026
67490,709
67491,252
67492,179
67501,15584
67502,17999
67505,1844
67510,214
67511,241
67512,144
67513,53
67514,451
67515,30
67516,239
67518,54
67519,130
67520,238
67521,102
67522,1523
67523,254
67524,385
67525,810
67526,1865
67529,213
67530,11504
67543,1400
67544,2246
67545,132
67546,1765
67547,1064
67548,955
67550,2971
67552,382
67553,76
67554,2669
67556,216
67557,355
67559,41
67560,1086
67561,986
67563,255
67564,217
67565,320
67566,334
67567,347
67568,225
67570,992
67572,306
67573,111
67574,153
67575,317
67576,1233
67578,852
67579,2096
67581,250
67583,631
67584,171
67601,16993
67621,272
67622,383
67623,191
67625,185
67626,136
67627,71
67628,63
67629,110
67631,156
