text_res_zip5,Count
67632,178
67634,211
67635,117
67636,1
67637,2032
67638,157
67639,135
67640,374
67642,1206
67643,148
67644,180
67645,379
67646,512
67647,212
67648,314
67649,200
67650,188
67651,319
67652,1
67653,185
67654,2572
67656,105
67657,264
67658,81
67659,100
67660,45
67661,2448
67663,1800
67664,229
67665,3332
67667,149
67669,1275
67671,1239
67672,1620
67673,83
67674,46
67675,113
67701,4442
67730,1277
67731,484
67732,393
67733,94
67734,150
67735,3366
67736,178
67737,325
67738,346
67739,196
67740,1276
67741,163
67743,129
67744,171
67745,247
67747,123
67748,1724
67749,1552
67751,168
67752,897
67753,310
67756,1512
67757,332
67758,784
67761,196
67762,222
67764,268
67801,14675
67831,748
67834,624
67835,1870
67836,78
67837,311
67838,492
67839,949
67840,78
67841,236
67842,275
67843,18
67844,619
67846,18955
67849,283
67850,208
67851,1651
67853,516
67854,860
67855,888
67857,117
67859,343
67860,1628
67861,1095
67862,162
67863,202
67864,1726
67865,694
67867,623
67868,141
67869,979
67870,912
67871,3470
67876,906
67877,1258
67878,1175
67879,845
67880,3806
67882,278
67901,10897
67950,1535
67951,2959
67952,361
67953,108
67954,407
68325,19
68327,22
68381,1
68420,4
68466,2
68939,3
68943,12
68978,37
69026,13
69036,5
69044,2
