text_election_code_4,Count
,802072
12897,2
22503,1
4103,19
4197,1
4202,1
4296,3
4301,6
4495,7
4505,27
4693,1
4699,5
4792,4
51804,16
CG,200
CG0003,11
CG0004,11
CG0005,14
CG0007,17
CG0008,8
CG0009,15
CG0010,138
CG0011,41
CG0023,68
CG005,6
CG0104,16
CG012,4
CG021,1
CG0304,17
CG033,5
CG0408,5
CG0410,1
CG0413,2
CG042,4
CG0491,1
CG0495,2
CG0497,1
CG0504,72
CG06,4
CG08,4
CG1019,2
CG1030,7
CG1068,2
CG11,19
CG1123,624
CG1179,5
CG12,10
CG1279,2
CG13,19
CG1319,1
CG14,31
CG15,40
CG1520,5
CG16,10
CG19,46
CG1974,1
CG1978,1
CG1987,1
CG1989,9
CG1991,12
CG1993,43
CG1994,12
CG1995,46
CG1996,2
CG1997,84
CG1998,9
CG1999,75
CG2000,6
CG2001,167
CG2002,5
CG2003,349
CG2004,23
CG2005,1240
CG2006,47
CG2007,920
CG2008,53
CG2009,1127
CG2010,102
CG2011,1187
CG2012,98
CG2013,1324
CG2014,100
CG2015,2234
CG2016,50
CG2017,4118
CG2019,11048
CG2021,36221
CG2023,103942
CG21,1241
CG21A,165
CG2209,3
CG2250,25
CG2259,9
CG2260,1
CG2269,2
CG2270,19
CG2288,4
CG2289,15
CG23,1870
CG294B,217
CG3105,20
CG3204,12
CG3210,4
CG3293,2
CG3299,15
CG334C,2
CG400,5
CG401,3
CG403,5
CG404,1
CG405,38
CG4103,194
CG4197,62
CG4202,10
CG4291,9
CG4296,5
CG4301,122
CG4390,3
CG44,1
CG4400,30
CG4489,5
CG4495,37
CG4505,600
CG4594,2
CG4604,15
CG4693,28
CG4699,83
CG4787,1
CG4792,7
CG4798,11
CG48,15
CG496,3
CG497,3
CG498,2
CG499,4
CG510,9
CG5404,2
CG5702,5
CG5704,8
CG5923,371
CG604,1
CG6139,3
CG6219,1
CG6290,5
CG6496,3
CG6705,8
CG6992,1
CG7139,1
CG7189,2
CG8249,2
CG9104,1
CG9149,1
CG9304,7
CG9504,2
CG956,7
CG964,3
CG9702,6
CG9704,12
CG973,4
CG985,1
CG9904,6
CG993,8
CGAP,19
CGCG,3
CGCG10,1
CGFR,1
CGG,2
CGHB06,2
CGHE06,1
CGHE08,1
CGLC14,1
CGLC16,2
CGNE,2
CGS,31
CGS06,5
CGS103,1
CGSG,362
CGSP06,1
CGST10,1
CP 23,107
CP0002,5
CP0004,1
CP0005,9
CP0006,1
CP0007,3
CP0008,13
CP0009,3
CP0010,47
CP0102,5
CP0302,3
CP0408,9
CP07,1
CP09,1
CP15,2
CP17,9
CP1989,1
CP1991,4
CP1993,8
CP1994,5
CP1995,18
CP1997,34
CP1998,1
CP1999,14
CP2000,2
CP2001,29
CP2003,100
CP2005,129
CP2006,12
CP2007,212
CP2008,1
CP2009,101
CP201,3
CP2010,20
CP2011,103
CP2012,4
CP2013,145
CP2015,238
CP2016,1
CP2017,556
CP2019,967
CP2021,2659
CP2023,12658
CP203,1
CP23,8
CP287,1
CP305,1
CP381,43
CP398,1
CP399,1
CP9204,2
CP9702,2
CPCH07,1
CPFR10,1
CPG 21,44
CPMN06,2
CPNC15,4
GN1129,2
GN1148,1
GN1149,4
GN1160,20
GN1180,10
GN1982,2
GN1984,4
GN1986,43
GN1988,139
GN1990,166
GN1992,1150
GN1994,498
GN1996,2208
GN1998,896
GN2000,4227
GN2002,2168
GN2004,10588
GN2006,4152
GN2007,1
GN2008,20234
GN2010,7042
GN2012,28162
GN2014,14719
GN2016,62182
GN2018,76405
GN2020,211842
GN2022,155336
GN2024,15300
GN4197,9
GN4202,1
GN4301,7
GN4495,4
GN4693,8
GN4699,16
GN4798,1
MB#383,145
MB/SP,9
MB/WC,2
MB0108,162
MB0110,12
MB0112,241
MB0114,1
MB0115,201
MB0116,162
MB0120,1201
MB0121,5273
MB0123,5178
MB0211,11
MB0215,9
MB0216,82
MB0219,9
MB0225,2
MB0315,25
MB0320,53
MB0322,2526
MB0412,2282
MB0414,208
MB0416,7
MB0423,3360
MB0424,747
MB0425,187
MB0506,47
MB0508,35
MB0513,9
MB0516,60
MB0517,369
MB0518,785
MB0519,1170
MB0607,24
MB0611,30
MB0613,346
MB0615,56
MB0616,383
MB0618,178
MB0619,132
MB0622,107
MB0623,7793
MB0711,13
MB0719,28
MB0807,7
MB0823,653
MB0830,57
MB0907,56
MB0915,62
MB0916,110
MB0917,60
MB0918,443
MB0919,730
MB0921,153
MB0922,346
MB1007,141
MB1013,359
MB1107,86
MB1109,7
MB1113,301
MB1205,259
MB1211,15
MB1213,17
MB1301,22
MB1302,68
MB1501,61
MB15B,5
MB1601,23
MB17,171
MB1701,114
MB17LA,78
MB1901,193
MB1995,7
MB2000,5
MB2005,14
MB2006,53
MB2007,125
MB2008,43
MB2009,213
MB2010,45
MB2011,23
MB2012,39
MB2013,197
MB2014,329
MB2015,817
MB2016,339
MB2017,190
MB2018,112
MB2019,513
MB2020,473
MB2022,715
MB2024,1014
MB229,314
MB231,56
MB232,109
MB233,333
MB240,1
MB242,4
MB263,15
MB274,2
MB293,5
MB305,347
MB3124,1
MB3408,39
MB360,7
MB368,51
MB383,19
MB394,30
MB396,18
MB398,1
MB402,88
MB415,8
MB416,47
MB437,122
MB4604,12
MB464,55
MB490,75
MB501,241
MB509,6
MB5116,99
MB512,481
MB5398,12
MB5410,16
MB5411,8
MB6115,215
MB615,25
MB6215,31
MB9410,6
MBAL06,3
MBAU06,14
MBAUG,50
MBBE07,38
MBBE09,12
MBD423,48
MBHD07,14
MBM,1
MBMV06,9
MBOCA,3
MBPC09,11
MBREC,11
MBSB09,3
MBSD07,42
MBSE09,2
MBSLS,4
MBST06,44
MBST17,17
PP0001,3
PP1992,18
PP2024,50495
PR0001,3
PR031,1
PR041,1
PR1988,2
PR1990,37
PR1992,86
PR1994,139
PR1996,322
PR1998,246
PR2000,411
PR2002,412
PR2004,1067
PR2006,467
PR2008,1117
PR2010,1579
PR2012,2120
PR2014,1625
PR2016,4140
PR2018,8124
PR2020,37665
PR2022,162159
PR2024,51894
PR2250,19
PR2259,6
PR2260,1
PR2270,8
PR2289,3
PR3105,23
PR3299,6
PR8200,3
PR8288,4
PR955,2
PR971,3
PR991,1
PRHC06,1
PRPC06,1
SP,94
SP'16,1
SP 389,59
SP000,20
SP0001,1
SP0003,1
SP0004,4
SP0006,2
SP0007,17
SP001,10
SP0012,9
SP0014,7
SP002,9
SP0041,3
SP01,6
SP0101,17
SP0103,9
SP0105,1
SP011,20
SP0111,3
SP0112,83
SP012,4
SP0121,5
SP0125,171
SP013,4
SP015,3
SP0197,4
SP02,1
SP0201,1
SP0202,3
SP0204,1
SP021,13
SP0217,1
SP0218,52
SP0219,1
SP022,1
SP0222,9
SP0223,54
SP0225,3385
SP023,18
SP024,1
SP0291,1
SP0293,1
SP0296,1
SP0299,1
SP0301,9
SP0302,14
SP0304,6
SP0305,6
SP0306,2
SP031,5
SP0310,1
SP0316,10
SP0319,14
SP033,74
SP034,7
SP0379,1
SP0388,5
SP0394,1
SP0399,1
SP0400,1
SP0401,2
SP0403,6
SP0405,27
SP0406,9
SP0408,2
SP041,6
SP0410,30
SP0415,1
SP0417,28
SP0419,94
SP0421,153
SP0423,10
SP0425,88
SP043,80
SP0489,33
SP0493,187
SP0495,1
SP0497,3
SP0500,1
SP0503,12
SP0505,21
SP051,118
SP0510,38
SP0512,6
SP0514,160
SP0517,37
SP052,17
SP0523,653
SP0524,1910
SP053,1
SP054,36
