text_election_code_3,Count
,685700
12897,1
22503,1
22790,1
4103,19
4197,2
4202,1
4291,6
4296,4
4301,6
4495,4
4505,12
4604,3
4693,2
4699,1
4792,2
4798,1
51804,12
8791,2
CG,175
CG0003,10
CG0004,3
CG0005,4
CG0007,23
CG0008,6
CG0009,13
CG0010,80
CG0011,46
CG0023,42
CG005,4
CG0104,12
CG012,2
CG0304,12
CG033,5
CG0404,1
CG0408,3
CG0410,2
CG0413,2
CG042,1
CG0495,1
CG0497,1
CG0504,57
CG06,4
CG08,1
CG1019,8
CG1030,2
CG11,16
CG1123,549
CG1179,1
CG12,4
CG1229,2
CG1279,2
CG1289,1
CG13,7
CG1319,1
CG14,17
CG15,24
CG1520,3
CG16,11
CG19,26
CG1976,1
CG1989,5
CG1991,10
CG1993,44
CG1994,12
CG1995,43
CG1996,1
CG1997,80
CG1998,4
CG1999,69
CG20,1
CG2000,1
CG2001,126
CG2002,5
CG2003,260
CG2004,25
CG2005,1077
CG2006,39
CG2007,794
CG2008,41
CG2009,926
CG2010,91
CG2011,956
CG2012,70
CG2013,1064
CG2014,86
CG2015,1736
CG2016,39
CG2017,2943
CG2019,7413
CG2021,15950
CG2023,118109
CG21,497
CG21A,92
CG2209,2
CG2250,29
CG2259,5
CG2260,1
CG2269,2
CG2270,13
CG2279,1
CG2289,13
CG23,1848
CG294B,311
CG3105,26
CG3204,3
CG3210,1
CG3293,2
CG3299,24
CG3392,1
CG3398,2
CG400,2
CG401,1
CG403,6
CG404,1
CG405,21
CG4103,178
CG4197,60
CG4202,7
CG4290,1
CG4291,6
CG4296,7
CG4301,103
CG4400,32
CG4489,7
CG4495,27
CG4505,497
CG4594,4
CG4604,20
CG4693,21
CG4699,82
CG4787,3
CG4792,11
CG4798,8
CG48,8
CG496,1
CG497,2
CG498,1
CG499,7
CG510,8
CG5149,1
CG5229,1
CG5404,2
CG5702,4
CG5704,5
CG5923,192
CG6139,3
CG6219,2
CG6290,1
CG6496,1
CG6705,9
CG7139,2
CG7189,2
CG8299,3
CG9104,1
CG9149,2
CG9304,2
CG9404,1
CG9504,1
CG956,5
CG964,3
CG9702,1
CG9704,12
CG973,5
CG9804,1
CG985,2
CG9904,8
CG993,14
CGAP,20
CGCE06,2
CGCG,2
CGCG10,1
CGFR,3
CGHB06,5
CGHE08,1
CGNE,12
CGS,17
CGS06,4
CGS103,1
CGSG,201
CGSP06,2
CGST10,1
CGST14,1
CP,1
CP 23,113
CP0002,5
CP0004,1
CP0005,6
CP0006,1
CP0008,13
CP0009,5
CP0010,42
CP0102,3
CP0302,3
CP0408,8
CP07,6
CP09,1
CP102,2
CP15,6
CP17,5
CP1982,1
CP1987,1
CP1989,1
CP1991,2
CP1993,4
CP1995,10
CP1997,18
CP1998,1
CP1999,13
CP2000,2
CP2001,28
CP2003,113
CP2004,2
CP2005,113
CP2006,21
CP2007,153
CP2008,2
CP2009,79
CP2010,10
CP2011,82
CP2012,9
CP2013,95
CP2014,1
CP2015,170
CP2016,2
CP2017,409
CP2019,658
CP2021,1425
CP2023,8625
CP2025,4416
CP203,1
CP23,6
CP305,3
CP381,82
CP9204,2
CP9702,2
CPCH07,1
CPG 21,25
CPMN08,1
GN1129,2
GN1149,4
GN1160,8
GN1180,14
GN1980,1
GN1984,5
GN1986,24
GN1988,136
GN1990,148
GN1992,1055
GN1994,471
GN1996,2113
GN1998,793
GN2000,3631
GN2002,1730
GN2004,9262
GN2006,3430
GN2008,17832
GN2010,5773
GN2012,22218
GN2014,10193
GN2016,50729
GN2018,53175
GN2020,170166
GN2022,196352
GN2024,94704
GN4197,11
GN4202,3
GN4296,2
GN4301,15
GN4495,3
GN4693,2
GN4699,12
GN4798,6
MB#383,104
MB/SP,6
MB/WC,5
MB0108,123
MB0110,13
MB0112,168
MB0115,141
MB0116,163
MB0120,762
