text_res_unit_nbr,Count
13310,2
13312,1
13313,1
13314,1
13315,1
13316,1
13317,2
13318,1
13319,1
1332,10
13320,1
13321,1
13322,2
13323,2
13325,1
13326,1
1333,8
1334,10
1334-D,1
1335,2
1336,5
1337,4
1338,7
133A,1
133B,2
134,115
1340,2
13401,2
13402,2
13403,1
13404,2
13405,1
13407,1
13408,2
13409,1
13410,1
13411,1
13412,1
13413,1
13415,2
13417,1
13418,2
13419,1
1342,3
13422,1
13423,1
13424,1
13425,2
13426,2
1343,4
1344,1
13445,1
1345,3
1346,1
1347,2
1348,6
1349,1
135,119
1350,2
1351,1
1352,3
1353,4
1355,1
1357,4
1358,1
1359,5
136,125
1360,1
1361,3
1362,2
1364,1
1365,2
1366,1
1367,3
1369,1
136A,1
136B,3
137,117
1373,1
1375,3
137A,1
138,97
138-B,1
13808,1
138B,1
139,85
139-1,1
13A,22
13A1,1
13A2,2
13A5,1
13B,13
13B3,1
13B4,2
13C,7
13D,5
13E,4
13F,1
13G,1
13H,1
13X,1
14,678
14-101,1
14-102,2
14-103,2
14-104,2
14-105,2
14-106,2
14-11765,1
14-2,1
14-202,1
14-203,2
14-204,1
14-205,1
14-206,3
14-303,3
14-306,1
14-88,1
14 C,1
14 I,2
140,100
1400,14
1401,112
14014,1
1402,112
14024,1
1403,92
1404,94
1405,81
1406,75
1407,70
14075,1
1408,80
1409,64
14095,1
140B,1
141,78
1410,67
14101,8
14102,9
14103,11
14104,6
14105,9
14106,14
14107,4
14108,6
14109,5
1411,84
14110,4
14111,6
14112,3
14114,1
14115,2
14118,2
14119,2
1412,72
14122,1
14123,2
14124,1
14125,1
14127,2
14128,1
14129,2
1413,49
14130,2
14131,1
14132,2
14134,1
1414,60
1415,41
1416,44
1417,28
1418,21
1419,13
142,90
142-1,1
1420,19
14201,12
14202,9
14203,9
14204,10
14205,12
14206,13
14207,7
14208,5
14209,2
1421,38
14210,3
14211,4
14212,3
14213,1
14214,2
14215,1
14218,2
14219,1
1422,37
14222,2
14223,2
14224,1
14225,2
14227,1
14228,2
14229,1
1423,43
14230,1
14231,1
14232,2
14234,2
1424,32
1425,19
1426,23
1427,18
1427B,1
1428,18
1429,7
142A,1
142B,1
143,91
14301,8
14302,3
14303,1
14304,2
14305,4
14306,4
14307,2
14308,1
14309,1
1431,12
1431 C,1
14310,1
14311,1
14312,3
14313,1
14315,2
14318,1
1432,12
14322,2
14323,2
14324,2
14325,2
14327,2
14328,1
14329,1
1433,14
14330,2
14331,1
14332,3
14334,2
1434,9
1435,7
1436,8
1437,4
1438,7
1439,4
143A,1
143D,1
144,95
1440,2
14403,1
14405,2
14406,1
14407,2
14408,1
14409,1
1441,1
14411,1
14412,1
14413,1
14414,2
14415,1
14418,1
14419,2
14422,1
14423,1
14424,1
14425,1
14427,1
14428,2
14429,2
14430,1
14431,1
14432,1
14434,1
1444,1
1445,3
1446,6
1447,2
1448,3
1449,1
145,66
1450,2
1451,2
1452,2
1453,1
1454,4
1455,4
1456,2
1457,4
1458,2
1459,2
146,77
1460,2
1461,4
1462,1
1463,2
1464,2
1465,2
1466,1
1467,3
147,81
1473,1
1475,2
1477,1
148,69
149,60
14A,19
14A1,1
14A2,3
14A5,2
14A6,1
14B,12
14B4,1
14B8,2
14C,7
14D,8
14E,4
14F,3
14G,2
14H,3
14I,3
14L,1
14O,1
14P,1
15,630
15-101,2
15-102,1
15-103,2
15-104,3
15-105,2
15-106,4
15-1A,1
15-202,1
15-203,2
15-204,3
15-206,1
15-208,1
15-301,1
15-302,1
15-303,2
15-305,2
15-7B,1
15-A5,1
150,62
1500,23
15001,1
15003,2
15006,2
15007,1
15009,1
1501,97
1502,98
1503,91
1504,85
1505,67
1506,56
1507,52
1508,49
1509,28
151,69
151-1,1
1510,29
15100,1
15101,15
15102,10
15102O,1
15103,11
15104,11
15105,10
15106,15
15107,6
15108,5
15109,4
1511,56
15110,2
15111,6
15112,1
15113,2
15114,3
15115,2
15116,1
15117,1
15118,1
1512,41
1513,29
1514,30
1515,39
1516,33
1517,18
1518,22
1519,9
152,57
1520,15
15201,11
15202,12
15203,13
15204,9
15205,8
15206,15
15207,4
15208,2
15209,1
1521,21
15210,1
15211,1
15212,2
15213,2
15214,1
15215,1
15216,2
15217,2
15218,2
1522,26
1523,18
1524,24
1525,16
1526,12
1527,17
1528,19
1529,5
152A,4
152B,2
153,61
1530,1
15301,4
15302,1
15303,4
15304,4
15305,2
15306,4
15308,1
1531,12
15310,2
15311,1
15312,2
15313,2
15314,1
15317,2
15318,1
1532,3
1533,8
1534,12
1535,5
1536,5
1537,3
1538,3
1539,3
153B,1
153W,1
154,70
1540,3
15402,1
15403,1
15404,1
15406,1
15407,1
15408,1
1541,2
15411,2
15412,1
15413,1
15414,1
15415,1
15416,1
15417,2
15418,1
1542,2
1543,2
1544,2
1545,2
1546,3
1547,1
1549,1
154B,1
155,65
1550,2
1551,1
1552,1
1553,1
1554,1
1556,1
1557,1
1558,1
1559,2
155B,1
156,59
156-1,1
1560,1
1561,2
1562,1
1565,1
1567,1
1568,1
1569,2
156N,1
157,48
1571,1
1573,2
1575,2
1576,1
1577,1
157A,1
158,47
159,55
159B,1
159O,1
15A,34
15A6,1
15B,16
15B3,1
15B7,1
15C,15
15D,11
15E,3
15F,4
15G,4
15W,1
16,644
16-101,3
16-103,4
16-104,1
16-105,3
16-106,1
16-201,3
16-202,1
16-203,2
16-204,2
16-205,1
16-206,2
16-A2,1
16 E,1
160,65
160 / G103,1
160 A215,1
160 B,1
160 F204,1
160 G 139,1
160 G149,1
160 G236,1
160 RM G11,1
160 RM211F,1
1600,14
1601,80
1602,96
1603,72
1604,62
1605,49
1606,62
1607,38
1608,54
1609,24
161,49
1610,25
16101,9
16102,13
16103,10
16104,10
16105,7
16106,10
16107,5
16108,6
16109,6
1611,30
16110,3
1612,41
16123,1
1613,30
1614,28
1615,13
1616,20
1617,13
1618,13
1619,5
162,53
1620,2
16201,5
16202,9
16203,3
16204,7
16205,8
16206,6
16207,4
16208,1
16209,1
1621,21
16210,1
16211,1
1622,20
1623,16
1624,18
1625,8
1626,11
1627,7
1628,11
163,46
163-1,1
1630,1
16301,2
16302,1
16305,1
1631,5
1632,6
1633,11
1634,6
1635,8
1636,5
1637,5
1638,4
163A,1
164,63
164-1,1
1640,2
1641,1
1642,1
1643,1
1645,1
1646,2
1647,2
1648,3
1649,2
165,47
165-1,1
1650,3
1652,1
1653,1
1654,1
1655,1
1656,2
1657,1
1658,1
1659,1
166,49
1661,2
1662,1
1663,1
1665,2
1667,1
1669,3
167,50
1671,2
1673,2
1675,1
168,36
1684,1
169,42
16A,37
16A2,1
16B,17
16B4,2
16B7,1
16C,7
16D,5
16E,2
16F,2
16G,2
16H,2
16W,1
17,498
17-1,1
17-101,1
17-103,3
17-104,2
17-105,1
17-106,1
17-108,2
17-2,1
17-201,2
17-202,1
17-203,2
17-204,3
17-206,3
17-301,1
17-307,1
17-308,1
17-B,1
170,40
1700,9
1701,87
1702,78
1703,62
1704,76
1704 M,1
1705,53
1706,52
1707,55
1708,44
1709,33
171,41
1710,22
17101,9
17102,13
17103,10
17104,4
17105,7
17106,13
17107,8
17108,5
17109,3
1711,34
17110,2
1712,25
1713,13
1714,15
1715,17
1716,15
1716K,1
1717,14
1718,9
1719,3
172,45
1720,8
17201,8
17202,8
17203,5
17204,1
17205,3
17206,6
17207,5
17208,5
17209,3
1721,6
17211,1
1722,15
1723,11
1724,12
1725,4
1726,3
1727,7
1728,8
172B,1
173,44
17301,1
17303,1
17304,2
17305,1
17306,1
17308,3
1731,4
1732,3
1733,2
1734,2
1735,2
1737,1
1738,1
174,43
175,42
176,41
177,42
178,46
179,31
179B,1
17A,8
17B,17
17C,4
17D,7
17E,5
17G,2
17I,1
17J,2
17K,2
17L,2
17P,2
17Q,2
17R,1
17T,2
17U,1
18,542
18-101,2
18-102,3
18-103,2
18-104,2
18-11,1
18-201,2
18-203,1
18-204,1
18-205,1
18 B5,1
180,36
1800,12
1801,74
1802,68
1803,58
1804,55
1805,39
1806,41
1807,43
1808,48
1809,22
181,43
1810,22
18101,7
18102,15
18103,6
18104,2
18105,7
18106,9
18107,4
18108,5
18109,2
1811,26
18110,1
1812,24
1813,18
1814,14
1815,17
1816,11
1817,6
1818,5
1819,4
182,42
1820,6
18201,7
18202,6
18203,7
18204,16
18205,7
18206,6
18207,3
18208,2
1821,5
1822,5
1823,7
1824,11
1826,1
1827,3
1828,1
183,43
18301,1
18303,2
18304,2
18306,2
1831,1
1832,2
1834,2
183C,1
184,39
185,36
1850,2
186,35
187,35
188,30
189,32
189PR,1
18A,8
18B,22
18C,5
18D,5
18E,4
18F,1
18G,1
18H,1
18I,2
18J,1
18K,4
18L,2
18M,1
18N,1
18O,1
19,428
19-101,2
19-102,2
19-103,2
19-106,3
19-201,2
19-202,1
19-203,1
19-204,3
19-205,2
19-206,3
19-302,1
19-303,2
19-306,1
19 B,1
190,43
1900,8
1901,59
1902,63
1903,58
1904,42
1905,43
1906,40
1907,31
1908,28
1909,17
191,38
1910,20
19101,13
19102,12
19103,13
19104,9
19105,4
19106,6
19107,5
19108,5
19109,1
1911,14
19110,1
1912,15
1913,19
1914,12
1915,16
1916,11
1917,6
1917A,1
1918,7
1919,1
1919B,1
192,32
1920,2
19200,1
19201,8
19202,10
19203,6
19204,12
19205,5
19206,5
19207,2
19209,2
1921,9
1922,5
1923,4
1924,6
1925,6
1926,3
1927,2
1928,1
193,36
19302,2
19304,1
1931A,1
1932,1
19324,1
1933,4
1934,2
1935,2
1936,1
1937,1
1938,3
194,28
1941B,1
195,48
1950,2
1951A,1
196,28
197,41
198,27
199,22
19A,5
19B,19
19C,3
19D,5
19E,2
19F,2
19G,1
19H,5
1A,249
1A1,2
1A2,7
1A3,1
1A4,1
1A5,2
1A6,2
1B,202
1B1,2
1B3,2
1B4,1
1B5,1
1B7,4
1B8,1
1C,92
1C1,1
1C2,4
1C6,2
1D,74
1D1,19
1E,75
1F,33
1G,31
1G1,2
1H,4
1H1,6
1H2,11
1J,9
1JE,2
1JW,8
1K,1
1K1,8
1L,4
1L-D9,1
1M,6
1N,12
1P,2
1Q,11
1S,6
1W,17
2,6045
2-01,2
2-03,1
2-04,1
2-06,1
2-08,2
2-1,1
2-10,2
2-101,4
2-102,1
2-103,1
2-104,1
2-105,7
2-106,1
2-107,2
2-108,1
2-109,1
2-111,1
2-113,1
2-114,1
2-12,1
2-125,1
2-2,2
2-201,1
2-202,3
2-203,1
2-204,1
2-205,2
2-206,3
2-207,1
2-211,2
2-2110,1
2-213,1
2-219,1
2-220,2
2-222B,1
2-222C,1
2-3,6
2-301,2
2-302,1
2-303,1
2-304,3
2-305,1
2-306,4
2-307,1
2-308,2
2-320,1
2-4,1
2-410,1
2-506,1
2-517,1
2-608,1
2-623,1
2-8203,1
2-A,2
2-A1,1
2-A2,1
2-A4,1
2-A7,1
2-B,3
2-B1,1
2-B3,1
2-B4,1
2-B7,1
2-C,1
2-C6,1
2-D,1
2-E,1
2-N,1
2-R,1
2 A,1
2 APT B,1
2.3,1
2/204,1
20,416
20-101,1
20-103,1
20-104,1
20-105,1
20-106,1
20-120,1
20-202,3
20-204,1
20-205,1
20-206,1
20-3,1
20-302,1
20-303,2
20-306,1
20-308,1
20-9,1
20 C,1
20 D,1
200,332
200-4,1
2000,13
2000-203,1
2001,65
2002,56
2003,59
2004,51
2005,29
2006,46
2007,27
2008,34
2009,23
200A,1
200B,4
201,1878
201-A,1
201-B,1
201-C,2
2010,23
20101,9
20102,14
20103,8
20104,9
20105,5
20106,4
20107,1
20108,2
20109,1
2011,33
20110,2
20111,2
20114,1
2012,31
2013,17
2014,25
2015,15
2016,11
2017,6
2018,6
2019,4
201A,21
201B,11
201C,2
201D,2
201R,1
201W,1
202,1760
202-12,1
202-B9,1
2020,4
20201,5
20202,8
20203,4
20204,4
20205,3
20206,4
20207,3
20208,2
2021,6
2022,11
2023,18
2024,11
2025,3
2026,6
2027,5
2028,7
2029,2
202A,11
202B,13
202C,2
202E,1
202HH,1
202R,2
203,1577
203-1,1
203-B,1
203-C,1
203.,1
2030,1
20301,1
20303,1
20304,1
20305,2
20308,1
2031,6
2032,7
20327,1
2033,2
2034,4
2036,4
2037,3
2038,4
2039,1
203A,8
203B,9
203C,2
203D,1
203E,1
203F,1
203R,1
204,1462
204-4,1
204 A,1
2040,1
2041,1
2042,1
2043,2
2044,1
2045,2
2046,1
2047,1
2048,1
2049,1
204A,13
204B,9
204C,3
204E,1
204N,3
205,1095
205-C,1
2050,2
2052,1
2054,1
2055,1
205A,12
205B,4
205C,1
205F,2
205N,1
206,1058
206-B13,2
2060,2
2063,1
2067,1
206A,9
206B,6
206D,1
206F,1
206S,1
207,931
207-A,1
207-I,2
207 B,1
2078,1
207A,4
207B,11
207C,1
207D,1
207W,1
208,880
208-B13,1
2081,1
2082,1
208A,5
208B,9
208D,2
208F,1
208R,2
208S,2
208W,1
209,555
209-A,1
209A,2
209B,7
209S,3
209W,1
20A,10
20B,21
20C,7
20D,3
20E,5
20F,3
20G,2
20H,4
21,515
21-101,1
21-103,1
21-104,1
21-105,1
21-106,1
21-12,1
21-202,2
21-203,3
21-204,2
21-205,2
21-206,1
21-301,1
21-6C,1
21-A,1
210,651
210 B,1
2100,16
2101,107
2101-1,1
2101-2,2
2101-3,2
2102,108
2102A,1
2103,85
2103D,1
2104,88
2105,71
2105-1,1
2105-2,1
2105-3,2
2106,82
2107,58
2108,70
2109,45
210A,7
210B,6
211,637
211-B,2
211 D,1
2110,43
21101,5
21102,11
21103,9
21104,5
21105,8
21106,9
21107,6
21108,4
21109,2
2111,38
2111-2,2
21110,3
21111,1
21113,2
21115,1
21117,1
21119,2
2112,37
21121,3
21123,1
21124,1
21125,1
21127,1
2113,17
2114,29
2114B,1
2115,19
2115-1,2
2115-2,4
2116,14
2117,15
2118,12
2119,7
211A,5
211B,4
211C,3
211E,1
211S,1
212,582
212 D,1
2120,12
21201,7
21202,11
21203,5
21204,7
21205,6
21206,5
21207,1
21208,2
21209,1
2121,7
21210,2
21211,2
21212,1
21213,1
21215,2
21217,2
21219,1
2122,20
21220,1
21221,2
21222,1
21223,1
21224,1
21225,1
21226,1
21227,2
21228,1
2123,12
2124,9
2125,5
2126,5
2127,9
2128,8
2129,3
212A,3
212B,2
212I,1
212W,1
213,396
2130,3
21301,1
21302,2
21303,1
21304,2
21305,1
21306,2
21307,1
21309,1
2131,5
21310,2
21311,2
21312,1
21313,1
21314,2
21315,2
21316,1
21317,1
21319,1
2132,7
21320,1
21321,1
21323,2
21324,1
21325,1
21326,2
21327,1
21328,1
2133,5
21330,1
2134,6
2135,4
2136,9
2137,4
2138,2
213A,1
213B,3
213C,2
213D,2
214,428
214-2,1
2140,1
21401,2
21402,2
21403,1
21404,2
21405,2
21406,2
21407,1
21410,2
21411,1
21412,1
21414,1
21415,1
21416,2
21417,1
21419,1
2142,4
21420,1
21421,1
21422,1
21423,2
21424,1
21425,1
21426,1
21427,1
21428,1
21430,2
2148,2
214A,1
214B,5
214E,1
214F,1
214N,1
214W,2
215,341
2150,3
2150-01,1
21501,2
21502,1
21503,1
21504,1
21505,1
21506,1
21507,2
21509,1
21510,1
21511,2
21512,1
21513,1
21514,3
21516,1
21517,1
21518,1
2152,1
