precinct,Count
BR|Morrill Twp|MO0025,177
BR|Padonia Twp|PA0013,142
BR|Powhattan City|9P001A,46
BR|Powhattan Twp|PO002A,478
"BR|Reserve City, Hamlin|3R0014",54
BR|Robinson City|6R0017,132
BR|Robinson Twp|RO0027,147
"BR|Sabetha City, Morrill Twp|100035",5
BR|Walnut Twp|WA0026,256
BR|Washington Twp|WS0028,147
BR|Willis City|8W0019,21
BT|Albion Twp|17,34
BT|Beaver Twp|18,66
BT|Buffalo Twp|19,311
BT|Cheyenne Twp|20,144
BT|Clarence Twp|21,96
BT|Cleveland Twp|22,33
BT|Comanche Twp|23,318
BT|Eureka Twp|24,74
BT|Fairview Twp|25,79
"BT|GBC-P1,W1|01",631
"BT|GBC-P1,W2|04",983
"BT|GBC-P1,W3|07",712
"BT|GBC-P1,W4|10",748
"BT|GBC-P2,W1|02",924
"BT|GBC-P2,W2|05",882
"BT|GBC-P2,W3|08",797
"BT|GBC-P2,W4|11",639
"BT|GBC-P3,W1|03",656
"BT|GBC-P3,W2|06",887
"BT|GBC-P3,W3|09",854
"BT|GBC-P3,W4|12",312
BT|Grant Twp|26,43
BT|Great Bend Twp A|27,978
BT|Great Bend Twp B|28,146
BT|Hois- Ward 4|16,448
BT|Hois - Ward 1|13,504
BT|Hois - Ward 2|14,482
BT|Hois - Ward 3|15,428
BT|Independent Twp|31,555
BT|Lakin Twp A|32,1553
BT|Lakin Twp B|33,58
BT|Liberty Twp|34,185
BT|Logan Twp|35,115
BT|North Homestead Twp|29,88
BT|Pawnee Rock|36,238
BT|South Bend Twp|37,430
BT|South Homestead Twp|30,266
BT|Union Twp|38,69
BT|Walnut-Albert Twp|39,158
BT|Walnut-Olmitz Twp|40,124
BT|Wheatland Twp|41,44
BU|Andover W1|61,6032
BU|Andover W2|62,3470
BU|Andover W3 77|71,180
BU|Andover W3 88|70,825
BU|Andover W3 Exc C|66,166
BU|Andover W3|63,957
BU|Andover W4|64,292
BU|Augusta City W1|12,1725
BU|Augusta City W2|13,1241
BU|Augusta City W3|14,1837
BU|Augusta City W4|15,1674
BU|Augusta Twp - 14|52,300
BU|Augusta Twp - 32|30,722
BU|Augusta Twp 32 A|120,11
BU|Augusta Twp 32 B|121,3
BU|Benton City 75 C|85,1
BU|Benton City 75|75,662
BU|Benton City 85|76,92
BU|Benton Twp 75|77,910
BU|Benton Twp 85|78,296
BU|Bloomington Twp|31,402
BU|Bruno Twp North - 77 B|90,94
BU|Bruno Twp North - 77 C|91,45
BU|Bruno Twp North - 77|53,922
BU|Bruno Twp North - 99|32,304
BU|Bruno Twp South - 77|56,435
BU|Bruno Twp South - 88|72,5
BU|Cassoday/Sycamore Twp|22,222
BU|Chelsea Twp|33,208
BU|Clay Twp|34,62
BU|Clifford Twp|35,126
BU|Douglass City/Twp|23,1301
BU|Douglass Twp 32|80,123
BU|El Dorado Twp East|54,136
BU|El Dorado Twp West B|96,2
BU|El Dorado Twp West|36,400
BU|El Dorado W1|57,2656
BU|El Dorado W2|58,3692
BU|El Dorado W3|59,705
BU|El Dorado W4 A|93,35
BU|El Dorado W4|60,1712
BU|Elbing City/Fairmount Twp|24,371
BU|Fairview Twp|37,414
BU|Glencoe Twp|38,143
BU|Hickory Twp|39,70
BU|Latham/Union|25,100
BU|Leon/Little Walnut|26,681
BU|Lincoln Twp|40,212
BU|Logan Twp|41,100
BU|Milton Twp - 75|51,283
BU|Murdock Twp A|102,7
BU|Murdock Twp|42,311
BU|Pleasant Twp - 77 A|103,5
BU|Pleasant Twp - 77|43,1835
BU|Pleasant Twp - 88|73,122
BU|Pleasant Twp N 77|74,10
BU|Potwin/Plum Grove|27,413
BU|Prospect Twp|44,895
BU|Richland Twp A|107,2
BU|Richland Twp|45,893
BU|Rock Creek Twp|46,262
BU|Rosalia Twp|47,448
BU|Rose Hill City-Rockwood Falls|69,52
BU|Rose Hill City-Sienna|65,331
BU|Rose Hill City|20,2775
BU|Spring Twp|48,1202
BU|Sycamore Twp A|111,4
BU|Sycamore Twp B|112,4
BU|Towanda City/Towanda Twp|28,1992
BU|Towanda Twp A|116,2
BU|Towanda Twp C|118,2
BU|Walnut Twp 12|79,254
BU|Walnut Twp 77|49,326
BU|Whitewater/Milton - 72|29,533
CA|Appleton|01,612
CA|Center 1|02,381
CA|Center 2|03,293
CA|Englewood|04,92
CA|Lexington|05,30
CA|Liberty|06,25
CA|Sitka|07,39
CD|Arion|02,72
CD|Aurora / Aurora City|03,78
CD|Buffalo|04,69
CD|Clyde City / Elk|07,529
CD|Colfax|06,25
CD|Concordia Wd1|01,466
CD|Concordia Wd2 Pct1|22,556
CD|Concordia Wd2 Pct2|23,613
CD|Concordia Wd3|24,942
CD|Concordia Wd4|25,409
CD|E. Center|05A,84
CD|E. Sibley|18A,67
CD|E.Meredith|13,38
CD|East Lincoln 107|11A,25
CD|East Lincoln 64|11,148
CD|Glasco City / Solomon|19,342
CD|Grant / Jamestown City|08,215
CD|Lyon|12,69
CD|Miltonvale City / Starr|20,327
CD|N.Lawrence|09,49
CD|Nelson|15,94
CD|Oakland|16,31
CD|S.Lawrence|10,51
CD|Shirley|17,103
CD|Summit|21,36
CD|W. Center|05,77
CD|W. Sibley|18,66
CD|W.Meredith|14,9
CD|West Lincoln|26,124
CF|Avon Twp.|07,126
CF|Burlington City|01,1639
CF|Burlington Twp.|08,312
"CF|Burlington Ward 2, CC Hts.|21",77
"CF|Burlington Ward 2, Exclave 2|22",7
CF|Gridley City|02,215
CF|Hampden Twp.|09,117
CF|Key West Twp.|10,198
CF|Lebo City|03,627
CF|LeRoy City|04,368
CF|LeRoy Twp.|13,74
CF|Liberty Twp.|11,171
CF|Lincoln Twp.|12,280
CF|Neosho Twp.|14,87
CF|New Strawn City|06,326
CF|Ottumwa Twp.|15,237
CF|Pleasant Twp.|16,194
CF|Pottawatomie Twp.|17,136
CF|Rock Creek Twp.|18,271
CF|Spring Creek Twp.|19,88
CF|Star Twp.|20,120
CF|Waverly City|05,374
CK|VTD 000010 - Baxter Springs W1|01A,618
CK|VTD 000020 - Baxter Springs W2|01B,652
CK|VTD 000030 - Baxter Springs W3|01C,1114
CK|VTD 00004A - Baxter Springs W4|01D,832
CK|VTD 000050 - Cherokee|A2,278
CK|VTD 000060 - Columbus W1|02A,381
CK|VTD 000070 - Columbus W2|02B,512
CK|VTD 000080 - Columbus W3|02C,449
CK|VTD 000090 - Columbus W4|02D,463
CK|VTD 00010A - Columbus W5|02E,392
CK|VTD 000110 - Crawford|B3,495
CK|VTD 000120 - Galena W1|03A,594
CK|VTD 00013A - Galena W2|03B,514
CK|VTD 000140 - Galena W3|03C,701
CK|VTD 00015A - Galena W4|03D,430
CK|VTD 000170 - Garden / Lowell|C2a,1722
CK|VTD 00018A - Garden / St Mines|C2b,558
CK|VTD 000190 - Lola|B1,233
CK|VTD 000200 - Lowell|C1,551
CK|VTD 000210 - Lyon / Lyon|C4a,278
CK|VTD 000220 - Mineral|A3,149
CK|VTD 000230 - Neosho / Faulkner|C5a,75
CK|VTD 000240 - Neosho / Melrose|C5b,115
CK|VTD 000250 - Pleasant View|A1,445
CK|VTD 000270 - Ross / Belleview|A4a,138
CK|VTD 000280 - Ross / Roseland|A4b,185
CK|VTD 000290 - Ross / W Mineral|A4c,183
CK|VTD 00030A - Salamanca|B2,422
CK|VTD 000310 - Scammon W1|05A,81
CK|VTD 000320 - Scammon W2|05B,107
CK|VTD 000330 - Scammon W3|05C,108
CK|VTD 000340 - Shawnee|B4,398
CK|VTD 000350 - Sheridan|A5,161
CK|VTD 000360 - Sp Vly / Neutral|C3a,510
CK|VTD 00037A - Sp Vly / Sp Vly|C3b,390
CK|VTD 180010 - Weir City|07D,443
CL|AC 1A|0001,2018
CL|AC 1AAX|0002,1
CL|AC 1ABX|0003,30
CL|AC 2A|0004,1261
CL|AC 2AAX|0080,2
CL|AC 3A|0005,1473
CL|AC 4A|0006,1332
CL|Beaver|0019,139
CL|Bolton East H12|0020,207
CL|Bolton West|0021,814
CL|Cedar|0024,24
CL|Creswell E. H12|0026,429
CL|Creswell E. H80|0025,533
CL|Creswell West|0028,435
CL|Dexter|0029,260
CL|Fairview H79|0032,182
CL|Grant|0033,47
CL|Harvey|0034,72
CL|Liberty|0035,120
CL|Maple|0036,611
CL|Ninnescah|0039,659
CL|Omnia|0042,180
CL|Otter|0045,31
CL|PL Valley|0046,647
CL|Richland|0047,122
CL|Rk Creek|0048,170
CL|Salem|0049,226
CL|Sheridan|0050,111
CL|Silv Creek|0051,404
CL|Silverdale|0054,269
CL|Sp Creek|0055,41
CL|Tisdale|0056,246
CL|Vernon|0057,316
CL|Walnut|0058,499
CL|WD 1A|0063,1517
CL|WD 1ABX|0081,2
CL|WD 2A|0064,1272
CL|WD 2ABX|0070,37
CL|WD 2ACX|0077,30
CL|WD 2ADX|0078,3
CL|WD 3A|0069,154
CL|WD 4A|0071,1751
CL|WD 5A|0072,1786
CL|Windsor|0059,102
CM|Avilla Twp.|AV400,45
CM|Coldwater City|1101,476
CM|Coldwater Twp.|CO102,134
CM|Powell Twp.|PO302,23
CM|Protection City #116|2201,293
CM|Protection Twp. #116-|PR203,37
CM|Protection Twp. #116|PR202,87
CM|Wilmore City|3301,31
CN|Benkelman Twp|3,28
CN|Bird City|1,482
CN|Calhoun Twp|4,35
CN|Cleveland Run Twp|6,37
CN|Jaqua Twp|7,9
CN|Orlando Twp|8,48
CN|St Francis|2,1382
CQ|Belleville-Chautauqua|BE202,165
CQ|Belleville-Peru|BE502,185
CQ|Caneyville|CA700,56
CQ|Center|CE800,50
CQ|Harrison|HA900,52
CQ|Hendricks|HE302,75
CQ|Jefferson|JE102,373
CQ|Lafayette|LAA00,31
CQ|Little Caney|LC402,250
CQ|North Sedan|SE603,489
CQ|Salt Creek|SCB00,84
CQ|South Sedan|SE604,370
CQ|Summit|SUC00,61
CQ|Washington|WAD00,59
CR|Arcadia|001,215
CR|Baker|A11,811
CR|Beulah|A61,222
CR|Brazilton|A81,56
CR|Capaldo|A91,395
CR|Cherokee-Sheridan|032.1,241
CR|Cherokee|032,367
CR|Chicopee|A12,422
CR|Crawford|A21,331
CR|Crowe|A92,196
CR|Franklin|A93,386
CR|Frontenac 1st Ward|071,772
CR|Frontenac 2nd Ward|072,1008
CR|Frontenac 3rd Ward|073,432
CR|Frontenac 4th Ward|074,376
CR|Girard 1st Ward|081,204
CR|Girard 2nd Ward|082,621
CR|Girard 3rd Ward|083,439
CR|Girard 4th Ward|084,609
CR|Grant|A31,184
CR|Hepler|004,79
CR|Lincoln-Arcadia|001.1,110
CR|Lincoln|A42,300
CR|Lone Star|A13,904
CR|McCune|005,285
CR|Mulberry 1st Ward|091,126
CR|Mulberry 2nd Ward|092,155
CR|North Arma|021,709
CR|Opolis|A14,291
CR|Osage-McCune|005.1,301
CR|Parkview|A95,462
CR|Pittsburg 1p - 1w|1011,926
CR|Pittsburg 1p - 2w|1012,504
CR|Pittsburg 1p - 3w|1013,659
CR|Pittsburg 1p - 4w|1014,336
CR|Pittsburg 2p - 1w|1021,1264
CR|Pittsburg 2p - 2w|1022,555
CR|Pittsburg 2p - 3w|1023,757
CR|Pittsburg 2p - 4w|1024,674
CR|Pittsburg 3p - 1w|1031,2453
CR|Pittsburg 3p - 2w|1032,694
CR|Pittsburg 3p - 4w|1034,946
CR|Pittsburg 4p - 2w|1042,527
CR|Pittsburg 4p - 4w|1044,648
CR|Pittsburg 5p - 2w|1052,988
CR|Pittsburg 5p - 4w|1054,1165
CR|Pittsburg 6p - 4w|1064,179
CR|Raymond|A22,584
CR|Sheridan-Cherokee City|033.1,81
CR|Sheridan|033,119
CR|Sherman|A71,428
CR|Smelter|A15,457
CR|South Arma|022,701
CR|Walnut-Hepler|004.1,46
CR|Walnut Township|006.1,45
CR|Walnut|006,126
CS|Bazaar|01,75
CS|Cedar Point|03,12
CS|Cedar|02,60
CS|Cottonwood|04,96
CS|Diamond|05,127
CS|East Cottonwood Falls|06,215
CS|East Falls|07,93
CS|East Strong City|10,250
CS|East Strong|09,98
CS|Elmdale|08,26
CS|Homestead|11,37
CS|Matfield Green|12,43
CS|Matfield|13,49
CS|Toledo|14,248
CS|West Cottonwood Falls|15,309
CS|West Falls|16,69
CS|West Strong City|18,44
CS|West Strong|17,19
CY|Athelstane|11,81
CY|Blaine|12,203
CY|Bloom|13,101
CY|Chapman|14,76
CY|Clay Center City W1|30,790
CY|Clay Center City W2|31,849
CY|Clay Center City W3|32,701
CY|Clay Center City W4|33,613
CY|Clay Center Twp|15,307
CY|Clifton|02,150
CY|Exeter|16,60
CY|Five Creeks|17,93
CY|Garfield|18,72
CY|Gill|19,101
CY|Goshen|20,44
CY|Grant|21,146
CY|Green|03,92
CY|Hayes|22,157
CY|Highland|23,112
CY|Longford|04,73
CY|Morganville|05,138
CY|Mulberry|24,32
CY|Oak Hill|06,21
CY|Oakland|25,47
CY|Republican|26,130
CY|Sherman|27,51
CY|Union|28,116
CY|Vining|07,26
CY|Wakefield|08,667
DC|Precinct AL|AL,21
DC|Precinct AT|AT,17
DC|Precinct BA|BA,12
DC|Precinct BE|BE,49
DC|Precinct CC|CC,2
DC|Precinct CE|CE,39
DC|Precinct CO|CO,18
DC|Precinct CU|CU,25
DC|Precinct DC|DC,30
DC|Precinct DR|DR,47
DC|Precinct FI|FI,30
DC|Precinct GA|GA,28
DC|Precinct GR|GR,12
DC|Precinct HA|HA,18
DC|Precinct JC|JC,60
DC|Precinct JE|JE,25
DC|Precinct LB|LB,37
DC|Precinct LN|LN,14
DC|Precinct LO|LO,24
DC|Precinct LY|LY,14
DC|Precinct NC|NC,108
DC|Precinct OB|OB,67
DC|Precinct OC00001|OC00001,509
DC|Precinct OC00002|OC00002,644
DC|Precinct OL|OL,44
DC|Precinct PL|PL,18
DC|Precinct PR|PR,30
DC|Precinct RO|RO,11
DC|Precinct SA|SA,27
DC|Precinct SH|SH,18
DC|Precinct SU|SU,22
DG|Big Springs 58|058,315
DG|C Eudora 54|054,1297
DG|Clinton 51|051,593
DG|E Wakarusa 65 C1 S2 H42|065,34
DG|E Wakarusa 65 C1 S2 H46|065C,3
DG|E Wakarusa 65 C2 S2 H42|065B,19
DG|E Wakarusa 65 C2 S3 H10|065D,4
DG|E Wakarusa 65 C2 S3 H42|065E,32
DG|Grant 55 H42|055B,80
DG|Grant 55 H45|055,227
DG|Kanwaka 56 C1 H45|056C,98
DG|Kanwaka 56 S19 H47|056B,23
DG|Kanwaka 56 S3 H47|056,1164
DG|Lawrence 01|001,736
DG|Lawrence 02|002,748
DG|Lawrence 03|003,1002
DG|Lawrence 04|004,866
DG|Lawrence 05|005,909
DG|Lawrence 06|006,1042
DG|Lawrence 07|007,504
DG|Lawrence 08|008,744
DG|Lawrence 09|009,679
DG|Lawrence 10|010,366
DG|Lawrence 11|011,864
DG|Lawrence 12|012,1463
DG|Lawrence 13|013,1085
DG|Lawrence 14 H10|014,1605
DG|Lawrence 14 H44|014B,476
DG|Lawrence 15|015,1289
DG|Lawrence 16|016,1044
DG|Lawrence 17|017,1437
DG|Lawrence 18|018,1796
DG|Lawrence 19|019,1328
DG|Lawrence 20|020,1740
DG|Lawrence 21|021,567
DG|Lawrence 22|022,1305
DG|Lawrence 23|023,656
DG|Lawrence 24|024,875
DG|Lawrence 25 H10|025A,58
DG|Lawrence 25 H46|025,625
DG|Lawrence 26 H10|026B,678
DG|Lawrence 26 H46|026,196
DG|Lawrence 27|027,870
DG|Lawrence 28|028B,792
DG|Lawrence 29|029,855
DG|Lawrence 30|030,734
DG|Lawrence 31|031,1104
DG|Lawrence 32 C1 S2|032,1226
DG|Lawrence 33|033,835
DG|Lawrence 34|034,702
DG|Lawrence 35 H10|035,667
DG|Lawrence 35 H46|035B,494
DG|Lawrence 36|036,1220
DG|Lawrence 37|037,1305
DG|Lawrence 38 H10|038,1657
DG|Lawrence 38 H42|038B,435
DG|Lawrence 39|039,1055
DG|Lawrence 40|040,948
DG|Lawrence 41 H46|041,1754
DG|Lawrence 42 S19 H45|042B,512
DG|Lawrence 42 S2 H46|042,427
DG|Lawrence 43|043,2343
DG|Lawrence 44 H44|044B,438
DG|Lawrence 44 H45|044,725
DG|Lawrence 45|045,1858
DG|Lawrence 46 H44|046B,1205
DG|Lawrence 46 H45|046,1068
DG|Lawrence 47|047,663
DG|Lawrence 48|048,1401
DG|Lawrence 49 H45|049,1773
DG|Lawrence 49 H47|049B,276
DG|Lawrence 71|071,1937
DG|Lawrence 74|074,3001
DG|Lawrence 76|076,185
DG|Lawrence 77|077B,697
DG|Lecompton 57 C1 H45|057C,99
DG|Lecompton 57 C2 H45|057,646
DG|Lecompton 57 C2 H47|057B,206
DG|Marion 59|059,673
DG|N Eudora 52 City|052,654
DG|N Eudora 52 Twp|052B,90
DG|N Wakarusa 64 S19 H45|064,264
DG|N Wakarusa 64 S2 H46|064B,1
DG|NE Baldwin 61 H43|061B,287
DG|NE Baldwin 61 H5|061,1403
DG|NW Baldwin 60|060,1335
DG|S Baldwin 62|062,1397
DG|S Eudora 53 City|053,737
DG|S Eudora 53 TwpB|053B,1017
DG|S Wakarusa 69|069,895
DG|Vinland 63 H117|063C,560
DG|Vinland 63 H43|063,129
DG|Vinland 63 H5|063B,315
DG|W Eudora 50 City|050,1660
DG|W Eudora 50 Twp|050B,71
DG|W Wakarusa 66 H117|066,390
DG|W Wakarusa 66 H44|066B,3
DG|W Wakarusa 66 H47|066C,297
DG|Willow Springs 67 H117 CC5|067,26
DG|Willow Springs 67 H5 CC3|067A,1126
DG|Willow Springs 67 H5 CC5|067C,116
DK|AB City  W1 USD435|1101,749
DK|AB City W2 USD435|1102,1146
DK|AB City W3 USD435|1103,700
DK|AB City W4 P1 USD435|1104,901
DK|AB City W4 P2 USD435|1105,1116
DK|Banner|BAA,88
DK|Buckeye 1|BUB1,34
DK|Buckeye|BUB,299
DK|Carlton City USD473|2J02,35
DK|Center|CEC01,283
DK|Chapman City USD473|3R02,1004
DK|Cheever|CVD,108
DK|Enterprise City USD473|4C02,511
DK|Flora|FLF01,75
DK|Fragrant Hill|FHE,227
DK|Garfield|GAG,149
DK|Grant|GRH,745
DK|Hayes 1|HAI1,17
DK|Hayes|HAI,156
DK|Herington W1|HER1,584
DK|Herington W2|HER2,604
DK|Herington W4|HER4,378
DK|Holland|HLJ01,57
DK|Hope City|6K02,237
DK|Hope|HPK01,79
DK|Jefferson|JEL,149
DK|Liberty|LBM01,116
DK|Lincoln|LNN01,480
DK|Logan|LOO,157
DK|Lyon H70|LYP70,176
DK|Manchester City|7F02,56
DK|Newbern|NEQ,289
DK|Noble 2|NOR02,35
DK|Noble|NOR01,381
DK|Ridge|RIT,118
DK|Rinehart|RHS,173
DK|Sherman|SHU,129
DK|Solomon City|8N02,739
DK|Union|UNV,119
DK|Wheatland|WHW,109
DK|Willowdale 1|WIX1,28
DK|Willowdale|WIX,212
DK|Woodbine City|9M02,118
DP|Bendena Country Precinct|INB0000,194
DP|Blair Precinct|WA40000,175
DP|Burr Oak Precinct|BOA0000,113
DP|Denton City Precinct|1D10001,98
DP|Denton Country Precinct|UN10002,108
DP|Elwood City Precinct|2E20001,712
DP|Elwood Country Precinct|WA20002,19
DP|Highland City Precinct|3H50001,435
DP|Highland Country Precinct|IO50002,272
DP|Leona City Precinct|4L70001,19
DP|Leona Country Precinct|WR70002,39
DP|Marion Precinct|MAC0000,171
DP|Severance City Precinct|5S80001,59
DP|Severance Country Precinct|WR80002,112
DP|Troy City Precinct|6T90001,649
DP|Troy Country Precinct|CE90002,504
DP|Wathena City Precinct|7W30001,854
DP|Wathena Country Precinct|WA30002,190
DP|Wayne Precinct|WYD0000,131
DP|White Cloud City Precinct|8C60001,98
DP|White Cloud Country Precinct|IO60002,62
ED|Belpre City|10501,50
ED|Belpre Twp|53001,67
ED|Franklin Twp|64001,57
ED|Jackson Twp|71501,38
ED|Kinsley City Ward 1|20101,453
ED|Kinsley City Ward 2|20201,411
ED|Kinsley Twp|82001,79
ED|Lewis City|30301,216
ED|Lincoln Twp|93501,76
ED|Logan Twp|101001,19
ED|N Brown Twp|114501,44
ED|Offerle City|40401,132
ED|S Brown Twp|125501,57
ED|Trenton Twp|135001,59
ED|Wayne Twp|142501,57
EK|Elk Falls City|1000EF,95
EK|Elk Falls Township|EF000EF,64
EK|Greenfield Township|GF000GR,74
EK|Grenola City|2000GR,127
EK|Howard City|3000HW,438
EK|Howard Township|HW000HW,129
EK|Liberty Township|LB000UV,70
EK|Longton City|4000LG,180
EK|Longton Township|LG000LG,61
EK|Moline City|5000ML,243
EK|Oak Valley Township|OV000OV,76
EK|Painterhood Township|PH000BB,35
EK|Paw Paw Township|PP000PP,97
EK|Union Center Township|UC000UC,63
EK|Wildcat Township|WC000ML,130
EL|Buckeye|023,547
EL|EBC 111|020,803
EL|Ellis City|017,1538
EL|Freedom|026,72
EL|Hays W1 P1|001,678
EL|Hays W1 P2|002,826
EL|Hays W2 P1|003,879
EL|Hays W2 P2|004,704
EL|Hays W2 P3|005,555
EL|Hays W2 P4|006,626
EL|Hays W2 P5|007,533
EL|Hays W3 P1|008,587
EL|Hays W3 P2|009,914
EL|Hays W3 P3|010,935
EL|Hays W3 P4|011,2199
EL|Hays W4 P1|012,739
EL|Hays W4 P2|013,1024
EL|Hays W4 P3|014,741
EL|Hays W4 P4|015,1349
EL|Hays W4 P5|016,1168
EL|HE 110|027,298
EL|HE 111|052,991
EL|NBC 110|050,233
EL|NBC 111|021,388
EL|SBC 110|054,455
EL|W BU 110|055,360
EL|W FR 110|056,304
EL|WBC 110|051,109
EL|WBC 111|022,5
EW|Ash Creek|AS001,45
EW|Black Wolf|BW002,80
EW|Canren|EC025,52
EW|Carneiro|CA003,45
EW|Clear Creek|CL004,78
EW|Columbia|CO005,40
EW|East Ellsworth 1-18|EC018,446
EW|East Ellsworth 2-19|EC019,397
EW|Ellsworth Twp|EW006,130
EW|EllsworthTwp/Kanopolis|EW022,43
EW|Empire Buckeye West|EE007,32
EW|Empire Venango East|EE008,116
EW|Garfield|GF009,34
EW|Green Garden Twp/Lorraine|GG023,49
EW|Kanopolis City|KC022,335
EW|Langley|LA010,58
EW|Lincoln|LN011,41
EW|Lorraine City|LC023,82
EW|Mulberry|MB012,30
EW|Noble|NB013,54
EW|Palacky|PL014,43
EW|Sherman|SH015,49
EW|Thomas|TH016,43
EW|Trivoli|TR017,33
EW|Valley Twp/Holyrood|HC021,284
EW|Valley|VA021,61
EW|West Ellsworth|EC020,544
EW|Wilson City|WC024,527
EW|Wilson Twp|WL024,68
FI|FRIEND 122|025,97
FI|HOLCOMB 122|026,1729
FI|HUFFMAN 122|027,723
FI|J BARKER 122-A|028,781
FI|J BARKER 122-C|055,2
FI|J BARKER 123-A|067,24
FI|J BARKER 123-B|068,8
FI|J BARKER 123-F|030,8
FI|J BARKER 123-G|032,4
FI|J BARKER 123-H|033,4
FI|KALVESTA 122|035,94
FI|MACK 122-A|036,575
