text_election_code_2,Count
,538398
12897,6
22503,2
4103,14
4197,1
4202,2
4291,1
4296,11
4301,6
4495,4
4505,12
4693,1
4699,2
4792,2
51804,8
8791,1
CG,98
CG0003,6
CG0004,7
CG0005,11
CG0007,8
CG0008,3
CG0009,15
CG0010,83
CG0011,32
CG0023,22
CG005,4
CG0104,5
CG012,4
CG021,2
CG0304,11
CG033,3
CG0404,1
CG0408,8
CG0410,1
CG0413,3
CG042,1
CG0495,2
CG0497,1
CG0504,46
CG052,1
CG06,2
CG08,2
CG1019,9
CG1030,4
CG11,5
CG1123,287
CG12,5
CG1229,1
CG1279,1
CG13,5
CG1319,2
CG14,20
CG15,31
CG1520,1
CG16,3
CG19,6
CG1987,1
CG1989,2
CG1991,8
CG1993,29
CG1994,10
CG1995,43
CG1996,2
CG1997,62
CG1998,4
CG1999,66
CG2000,4
CG2001,114
CG2002,2
CG2003,226
CG2004,10
CG2005,894
CG2006,29
CG2007,622
CG2008,29
CG2009,778
CG2010,72
CG2011,775
CG2012,47
CG2013,799
CG2014,67
CG2015,1264
CG2016,23
CG2017,1729
CG2019,3842
CG2021,6844
CG2023,83532
CG2025,57094
CG21,261
CG21A,27
CG2250,16
CG2259,12
CG2260,1
CG2269,3
CG2270,13
CG2288,1
CG2289,6
CG2290,1
CG23,1119
CG25,742
CG294B,125
CG3105,16
CG3204,4
CG3210,2
CG3293,3
CG3299,21
CG334C,1
CG3398,2
CG3904,1
CG400,2
CG401,2
CG403,5
CG405,15
CG4103,148
CG4197,57
CG4202,6
CG4291,4
CG4296,2
CG4301,77
CG4400,29
CG4495,26
CG4505,379
CG4604,9
CG4693,20
CG4699,61
CG4787,2
CG4792,5
CG4798,7
CG48,12
CG496,1
CG498,1
CG499,2
CG510,8
CG5404,1
CG5704,8
CG5923,55
CG604,1
CG6139,2
CG6496,2
CG6705,8
CG7139,3
CG7189,2
CG8169,1
CG8249,1
CG9104,1
CG9149,3
CG9304,2
CG9404,1
CG956,9
CG964,5
CG9702,1
CG9704,9
CG973,8
CG9904,2
CG993,14
CGAP,7
CGCE06,2
CGCG10,3
CGDR25,37
CGG,1
CGHB06,7
CGLC14,1
CGLC16,1
CGNE,4
CGS,4
CGS06,4
CGSG,84
CP 23,40
CP0002,1
CP0004,4
CP0005,7
CP0006,1
CP0008,6
CP0009,4
CP0010,30
CP0102,2
CP0302,5
CP0408,4
CP07,2
CP102,4
CP15,2
CP17,4
CP1980,1
CP1989,1
CP1991,2
CP1993,5
CP1994,1
CP1995,7
CP1997,20
CP1998,1
CP1999,8
CP2000,3
CP2001,19
CP2003,71
CP2004,1
CP2005,75
CP2006,8
CP2007,124
CP2008,3
CP2009,51
CP2010,14
CP2011,64
CP2012,3
CP2013,76
CP2015,172
CP2017,235
CP2019,385
CP2021,865
CP2023,3502
CP2025,27981
CP2250,1
CP23,5
CP25,852
CP287,1
CP296,1
CP305,2
CP381,17
CP399,1
CP8525,124
CP9204,1
CP9702,3
CP9903,1
CPCH07,1
CPG 21,9
CPMN06,1
CPMN08,1
CPNC15,1
GN1149,4
GN1160,14
