polling_place_text_name,Count
St Thomas the Apostle Episcopal Church,1047
St. Andrew Missionary Baptist Church,3011
St. Francis De Sales,3655
St. Francis Xavier Hall,1727
St. John's Parish Center Sc,985
St. John Lutheran Hall,3268
St. Johns Hall,730
"St. Joseph Catholic Hall Arma, Ks",3035
St. Lawrence Hall,856
St. Malachy's Church Hall,320
St. Michael Catholic Hall,3194
St. Teresa Catholic Church,439
St. Thomas More Church,2217
Stanton County Courthouse,1024
Sterling Evangelical Church,274
Sterling Methodist Church Fellowship Hall,2062
Sternberg Museum,2373
STFD 72,828
Stilwell United Methodist Church,1903
Stockton City Hall,1442
Storehouse Fairlawn Plaza,2007
Stranger Twp Fire Station,1036
Summerfield Community Ctr,251
Sunflower Center,234
Sunrise Acres,548
Sunrise Optimist Club,1634
Sunset Hills Christian Church,2842
Susanna Wesley UMC,2353
Sycamore Township Hall,637
Sycamore Township Hall West Cherry Township,229
Sylvan Grove Fire Station,518
Sylvester Powell Jr Community Center,2228
Talmage Community & Senior Center,985
Tampa Senior Center,438
Tecumseh Pk Shelter,903
Temple Beth Sholom,779
Thayer Community Building,827
The Benton Church,2279
The Coffee Campus,1121
The Light KC,2508
The Links Clubhouse,2042
The Master's Community Church,2832
The Phyllis Jackson Meeting Room,1985
The Sandbox,2669
The Stockyards,1173
Tipton Community Building,224
Tomahawk Creek Condos,1251
Tomahawk Hills Golf Course,1866
Tomahawk Ridge Community Center,3477
Topeka Baptist Ch,1580
Topeka Bible Ch,942
Topeka Ch of Brethren,1340
Topeka Civic Theatre,1310
Toronto Township Comm. Bldg.,383
Towanda First Baptist Church,2410
Town Cntry Christian Ch,2351
Trinity Lutheran Church,7567
Trinity Methodist Church,2452
Trinity Presbyterian,2424
Troy Community Building-WY,131
Troy Community Building - Troy City,1153
Turon Community Center,309
Twelfth Avenue Baptist Church,2739
Tyro Christian Church Caney Township Tyro Pct,511
Tyro Christian Church Fawn Crk Twp Tyro Pct,355
Udall Community Building,1440
Umc Fellowship Hall,278
Uniontown City Hall,1799
United Methodist Church,2376
United Methodist Church of De Soto,1325
University Christian Church,2759
University Congregational Church,1919
Urban League,2483
USD 298 Lincoln Jr Sr High School Storm Shelter,1581
USD 309 Administration,262
USD 449 Board Office,1538
USD 473 District Office,1949
USD 501 Admin Bldg,659
USD 501 Natatorium,1483
UUFT Ch,1600
V.F.W. Hall,2049
Valley Center Community Center,3089
Valley Center UMC,3314
Valley Comm Church Education Building (usd 496),229
Valley Heights High School - B.R.,756
Valley Heights High School - Wtvl,665
Valley Township Building,598
Venue 36,3668
Veteran's Memorial Building,1679
Veterans Bldg,610
Veterans Building,1331
VFW (Ellis),1898
VFW (Hays),3297
VFW (Victoria),1361
VFW 6654 of De Soto,3243
VFW 7397 of Lenexa,2139
VFW Bldg,1124
VFW Building,2938
Villa Ro Community Rm,579
Village on Antioch,2979
Vineyard Comm Church,2046
Vineyard Community Church,4344
Viola Community Hall,456
Wakarusa Presb,738
Wakefield United,1312
Waldo Senior Center,336
Wall Family Center,2218
Walton FD1 Fire Station,642
Wanamaker Woods Ch Naz,1362
Washburn Rural HS,1386
Wathena Community Center,1044
Wathena Community Center - Bl,175
Wathena Community Center - Bo,113
Wathena Community Center - Ma,171
Waverly Commun. Bldg. 1,781
Wayside Christian Church,260
Wea Catholic School,541
Weir Civic Club Bldg.,1166
Welda Community Building,604
Wells Comm Center,306
Wellsville Community Building,2305
Wesleyan Church,1779
West Evangelical Free Church,5893
West Haven Bapt. Church,1329
West High School,4176
West Lenexa SDA Church,3670
West Ridge Mall,2173
Westbrooke Church,2073
Western Hills Ch,2184
Westminister Presbyterian Chu,1780
Westminster Presb Ch,1075
Westmoreland Community Center,1283
Westside Church of the Nazarene,4207
Westside Family Church,3596
Westview Baptist Church,3631
Westview Comm Church,1304
Westwood City Hall,2660
Westwood Presbyterian,3570
Wetmore American Legion - Granada,72
Wetmore American Legion - Wetmore City,196
Wetmore American Legion - Wetmore Township,98
Wgtn Knights of Columbus Hall,1013
White City Community Bldg - Hi,71
White City Community Bldg - Ov,62
White City Community Bldg - Twp 5,428
White City Community Bldg - Twp 6,80
Whitewater Community Church,1726
Whiting Community Building,354
Wichita County Community Building,1246
Wichita United Church of Christ,3220
Wilbur Middle School,3868
Williamsburg Community Bldg,934
Wilmore Community Center,54
Wilson County Courthouse,1159
Wilson Senior Center.,649
Winchester City Hall/Community Building,841
Windom Fire Station,127
Winona,317
WL Southeast of Saline Sch,428
WLW Civic Auditorium,2396
Wm Carpenter Building 1,156
Wm Carpenter Building 10,639
Wm Carpenter Building 11,860
Wm Carpenter Building 2,62
Wm Carpenter Building 3,75
Wm Carpenter Building 4,53
Wm Carpenter Building 5,60
Wm Carpenter Building 6,201
Wm Carpenter Building 7,134
Wm Carpenter Building 8,507
Wm Carpenter Building 9,737
Wolak Building,3663
Womans Club of Topeka,1886
Woodbine United Methodist Church,353
Woodland Lakes Community Church,3420
Woodland United Methodist Church,4300
Woodlawn Methodist Church,1757
Woodson Avenue Bible Church,4219
Woodson County Ambulance Bldg,906
Word of Life Church,3355
WSU Metropolitan Complex,3471
WTech East,882
WU Alumni Ctr,1250
Wyandotte Tabernacle Church,4219
Zeandale Community Church,682
Zenda City Hall,444
Zenda Community Center,71
Zion United Church of Christ,2497
Zurich City Building,117
