precinctPart,Count
"MR|OV - 481, Bd 2|01",3
MR|OV - 487 At Lrg|02,2
"MR|Twp 1 Pct 2 - 417, Bd 1|02",124
"MR|Twp 1, Pct 1 - 284, Bd 2|02",1
"MR|Twp 1, Pct 1 - 417, Bd 1|01",233
"MR|Twp 1, Pct 2-Dunlap-417,Bd 1|01",22
"MR|Twp 1, Pct 2 - 284, Bd 2|03",11
"MR|Twp 2  - 417, Bd 2 - City Lake|02",123
"MR|Twp 2  - 417, Bd 2|01",401
"MR|Twp 2  417, Bd 2 - Impvmt Dist|03",15
"MR|Twp 3 - 417, Bd 2|02",124
"MR|Twp 3 - Dwight City  417, Bd 2|01",170
"MR|Twp 4 - 417, Bd 2|03",56
"MR|Twp 4 - 481, Bd 1|06",62
"MR|Twp 4 - Parkerville-417, Bd 2|01",6
"MR|Twp 4 - Parkerville-481, Bd 1|05",25
"MR|Twp 5 - 481, Bd 1|01",120
"MR|Twp 5 - White City - 481, Bd 1|04",308
"MR|Twp 6 - 481, Bd 1|01",14
MR|Twp 6 - 487  At Large|03,47
"MR|Twp 6 - Latimer - 481, Bd 1|04",19
"MR|Twp 7 - 397, Bd 1|01",15
"MR|Twp 7 - 417, Bd 2|02",75
MR|Twp 7 - 487  At Large|03,78
"MR|Twp 8 - 397, Bd 1|02",123
"MR|Twp 8 - 417, Bd 2|03",8
"MR|Twp 9 - 417, Bd 2|02",120
"MR|Twp 9 - Wilsey - 417, Bd 2|01",124
MS|Bald USD 113-b|02,15
MS|Bald USD 364|01,45
MS|Big USD 380|01,18
MS|Big USD 384|02,2
MS|Big USD 498|03,4
MS|BR City USD 364|01,4
MS|BR City USD 498.2|02,71
MS|BR City USD 498/B.1|01,446
MS|BR City USD 498/B.2|02,173
MS|BR USD 498|01,62
MS|Center USD 364|01,74
MS|Center USD 380|03,32
MS|CF USD 322|01,2
MS|CF USD 380.2|02,17
MS|CF USD 380|03,15
MS|CH USD 498|02,99
MS|Cleve USD 380|02,61
MS|EC USD 364|03,109
MS|EC USD 498|02,10
MS|Frank USD 364-1|01,222
MS|Guit USD 113-g-1|02,8
MS|Guit USD 364-b-1|01,136
MS|Guit USD 364-g-1|03,90
MS|Herk USD 364|01,160
MS|Linc USD 113-l|03,49
MS|Linc USD 115-l|02,11
MS|Linc USD 380|01,57
MS|Log USD 223|01,1
MS|Log USD 364|03,197
MS|Mary USD 364|01,216
MS|Murray USD 113-A6|01,316
MS|Murray USD 113-m|02,156
MS|Murray USD 115-m|01,1
MS|Noble USD 380.2|02,76
MS|Noble USD 380/V|01,84
MS|Oketo USD 364/O|01,48
MS|Oketo USD 364|01,104
MS|Rich USD 113-1|02,45
MS|Rich USD 113-rs|01,54
MS|Rich USD 364|01,24
MS|Rock USD 113-r|04,2
MS|Rock USD 364|01,20
MS|Rock USD 380.2|02,4
MS|Rock USD 380|03,64
MS|SB USD 113-s1|01,32
MS|SB USD 113-s2|02,39
MS|SB USD 113-s3|01,57
MS|Verm-E USD 380.1|01,62
MS|Verm-E USD 380.2|02,14
MS|Verm-E USD 380/F|01,261
MS|Verm-W USD 380.1|01,34
MS|Verm-W USD 380.2|02,32
MS|Verm-W USD 380/F|01,264
MS|Walnut USD 223|01,2
MS|Walnut USD 364|04,37
MS|Walnut USD 498|03,41
MS|Ward 1|01,671
MS|Ward 2|01,605
MS|Ward 3|01,478
MS|Ward 4|01,601
MS|Water USD 498/W|01,471
MS|Water USD 498|02,95
MS|Wells USD 380.4|04,44
MS|Wells USD 380|02,30
MS|Wells USD 498|03,22
MT|01.1 Cimarron Twp/C-1/218|01,46
MT|02.1 Elkhart/W-2/C-2|01,205
MT|02.2 Elkhart/W-2/C-3|02,95
MT|02.3 Elkhart/W-3/C-2|03,234
MT|02.4 Elkhart/W-3/C-3|04,188
MT|02.5 Elkhart/W-1/C-2|05,45
MT|02.6 Elkhart/W-2/C-1|06,154
MT|02.7 Elkhart/W-1/C-3|07,385
MT|02.8 Elkhart/W-1/C-1|08,95
MT|03.1 Jones/C-2/218|01,8
MT|04.1 Richfield/C-2/217|01,31
MT|05.1 Richfield East/C-2/217|01,50
MT|06.1 Richfield West/C-2/218|01,16
MT|06.2 Richfield West/C-2/217|02,35
MT|07.1 Rolla Twp/C-1/217|01,86
MT|08.1 Rolla City/C-1/217|01,252
MT|09.1 Taloga Twp/C-1/218|01,63
MT|09.2 Taloga Twp/C-2/218|02,23
MT|10.1 Westola Twp/C-2/218|01,47
NM|Adams Twp - USD 113|02,13
NM|Adams Twp - USD 115|03,122
NM|Bern City|01,127
NM|Berwick Twp - USD 113|01,284
NM|Capioma Twp - USD 113|02,118
NM|Center Twp - USD 115|01,80
NM|Center Twp - USD 380|02,55
NM|Centralia-Home 380 2-5|02,143
NM|Centralia-Home 380 3-6|01,132
NM|Centralia-Illinois|01,49
NM|Clear Creek - USD 113|03,12
NM|Clear Creek - USD 115|02,62
NM|Corning City|01,154
NM|Gilman Twp - USD 113|03,30
NM|Gilman Twp - USD 115|02,90
NM|Goff City|01,70
NM|Granada Twp - USD 113|01,30
NM|Granada Twp - USD 335|02,42
NM|Harrison-Goff - USD 115|04,2
NM|Harrison-Goff - USD 380|02,47
NM|Harrison-Kelly - USD 115|02,79
NM|Harrison Goff - USD 335|03,6
NM|Home Twp - USD 380 Mbr 2-5|01,96
NM|Home Twp - USD 380 Mbr 3-6|02,8
NM|Illinois Twp - USD 115|03,46
NM|Illinois Twp - USD 380 Mbr 3-6|02,121
NM|Marion Twp - Bailley Imp Dist|06,124
NM|Marion Twp - USD 115|02,149
NM|Mitchell Twp - USD 115|03,247
NM|Mitchell Twp - USD 380 3-6|02,15
NM|Nemaha Twp - USD 113 Mbr 5|01,72
NM|Nemaha Twp - USD 115|02,29
NM|Neuchatel Twp - USD 322|02,22
NM|Neuchatel Twp - USD 380|03,61
NM|Oneida City|01,33
NM|Red Vermillion Twp - USD 322|02,19
NM|Red Vermillion Twp - USD 380|03,66
NM|Reilly Twp - USD 335|02,37
NM|Reilly Twp - USD 380|03,42
NM|Richmond Twp - USD 115|01,424
NM|Rock Creek Twp - USD 113 Mbr 4|01,145
NM|Rock Creek Twp - USD 113 Mbr 5|02,182
NM|Sabetha City - Ward 1 (113/3)|01,384
NM|Sabetha City - Ward 1 (113/4)|02,70
NM|Sabetha City - Ward 2 (113/3)|01,296
NM|Sabetha City - Ward 2 (113/4)|02,200
NM|Sabetha City - Ward 2 (113/5)|03,8
NM|Sabetha City - Ward 3 (113/2)|01,300
NM|Sabetha City - Ward 3 (113/5)|02,139
NM|Sabetha City - Ward 4 (113/2)|01,324
NM|Sabetha City - Ward 4 (113/5)|02,2
NM|Seneca City - Ward 1 (115/2)|01,186
NM|Seneca City - Ward 1 (115/3)|02,166
NM|Seneca City - Ward 2 (115/1)|01,302
NM|Seneca City - Ward 2 (115/2)|02,242
NM|Seneca City - Ward 2 (115/3)|03,10
NM|Seneca City - Ward 3 (115/1)|01,360
NM|Seneca City - Ward 3 (115/2)|02,10
NM|Seneca City - Ward 3 (115/3)|03,262
NM|Washington Twp 113|01,189
NM|Wetmore City|01,196
NM|Wetmore Twp - USD 335 Mbr 2|02,92
NM|Wetmore Twp - USD 335 Mbr 4|01,6
NO|Big Creek (101/3)|01,175
NO|Big Creek (413)|02,194
NO|Canville H2 (413)|02,141
NO|Canville Part A H7 (101/1)|01,5
NO|Canville Part A H7 (413)|03,247
NO|Canville Part B H7 (413)|01,5
NO|Centerville (101/1)|01,206
NO|Centerville (101/2)|02,76
NO|Chanute  P1 Ward 3 (413)|01,1226
NO|Chanute  P2 Ward 2 (413)|01,596
NO|Chanute  P3 Ward 3 H2 (413)|01,178
NO|Chanute P1 Ward 2 (413)|01,590
NO|Chanute P1 Ward 3 EX (413)|01,1
NO|Chanute P1 Ward 4 (413)|01,678
NO|Chanute P2 Ward 3 (413)|01,518
NO|Chanute P2 Ward 4 A H2 (413)|01,7
NO|Chanute P2 Ward 4 B H2 (413)|01,1
NO|Chanute P2 Ward 4 H7 (413)|01,454
NO|Chanute P3 Ward 3 EX (413)|01,4
NO|Chanute P3 Ward 3 H7 (413)|01,899
NO|Chanute P3 Ward 4  H2 (413)|01,46
NO|Chanute P3 Ward 4 EX C (413)|01,5
NO|Chanute P3 Ward 4 H7 (413)|01,448
NO|Chanute Ward 1 (413)|01,189
NO|Chetopa H13 (447)|02,136
NO|Chetopa H2 (101/1)|01,1
NO|Chetopa H9 (101/1)|01,109
NO|Chetopa H9 (413)|02,3
NO|Chetopa H9 (447)|03,29
NO|Earlton City (413)|02,38
NO|East Erie City  (101/2)|06,2
NO|East Erie City  (101/3)|05,1
NO|East Erie City (101/2)|03,252
NO|East Erie City (101/3)|04,172
NO|East Erie TWP (101/3)|02,2
NO|Galesburg City (101/1)|03,95
NO|Grant (101/3)|01,218
NO|Ladore (101/1)|01,256
NO|Ladore (101/2)|02,22
NO|Lincoln (101/2)|01,109
NO|Lincoln (247)|02,23
NO|Lincoln (505/3)|03,58
NO|Mission (101/2)|01,10
NO|Mission (505)|02,193
NO|North Tioga (413)|01,344
NO|S Tioga W Enclave H2 (413)|01,16
NO|S Tioga W Part A H2 (413)|01,20
NO|S Tioga West Enclave B (413)|01,10
NO|S Tioga West Enclave C (413)|01,1
NO|S Tioga West Enclave H7 (413)|01,2
NO|S Tioga West H7 (413)|01,83
NO|Shiloh (101/1)|01,109
NO|Shiloh (447)|02,103
NO|South Tioga East (413)|01,199
NO|St Paul City (505)|04,406
NO|Stark City (101/3)|02,49
NO|Thayer City (447)|03,337
NO|Walnut Grove  (101/2)|01,30
NO|Walnut Grove (101/3)|02,128
NO|Walnut Grove (248)|03,47
NO|Walnut Grove (505)|04,58
NO|West Erie City  (101/2)|05,332
NO|West Erie TWP (101/1)|01,8
NO|West Erie TWP (101/2)|02,85
NO|West Erie TWP (101/3)|03,49
NO|West Erie TWP (413)|04,28
NS|Bazine City H2/106/1|10,173
NS|Bazine Twp H1/106/1|01,18
NS|Bazine Twp H1/395/1|05,1
NS|Bazine Twp H2/106/1|04,69
NS|Eden H1/303/1|01,19
NS|Eden H2/303/1|03,35
NS|Forrester City H2/303/1|10,15
NS|Forrester H1/106/2|02,11
NS|Forrester H1/303/1|103,8
NS|Forrester H2/303/1|03,33
NS|Franklin H2/303/1|03,87
NS|Highpoint H2/106/1|04,27
NS|Johnson H2/303/1|03,39
NS|N Center City H2/303/1|10,562
NS|N Center Twp H2/303/1|03,18
NS|Nevada City H1/106/2|10,204
NS|Nevada Twp H1/106/2|02,80
NS|Ohio City H1/106/2|10,92
NS|Ohio H1/106/2|02,48
NS|Ohio H1/303/1|01,12
NS|S Center City H2/303/1|10,314
NS|S Center Twp H2/303/1|03,5
NS|Waring City H1/106/2|10,19
NS|Waring H1/106/2|02,37
NS|Waring H1/395/1|05,9
NT|1.1 Ward One|01,627
NT|10.1 Belle Plain Twp|01,20
NT|10.2 Belle Plain Twp|02,6
NT|10.3 Edmond City|03,32
NT|10.4 SandCreek Twp|04,7
NT|10.5 SandCreek Twp|05,8
NT|10.6 SandCreek Twp|06,4
NT|10.7 Solomon Twp|07,10
NT|11.1 Lincoln Twp|01,12
NT|11.2 West Union Twp|02,24
NT|2.2 Ward Two|02,677
NT|3.2 Ward Three|02,664
NT|4.1 Almena City|01,242
NT|4.10 Almena Twp (Har)|10,1
NT|4.11 Almena Twp (Har)|11,7
NT|4.2 Almena Twp|02,22
NT|4.3 Almena Twp|03,50
NT|4.5 Almena Twp|05,1
NT|4.6 Grant Twp|06,27
NT|4.7 Grant Twp|07,9
NT|4.8 Grant Twp|08,1
NT|5.1 Center Twp|01,50
NT|5.2 Center Twp|02,123
NT|5.3 Center Twp|03,129
NT|5.4 Center Twp|04,61
NT|5.5 Emmett Twp|05,52
NT|5.6 Emmett Twp|06,30
NT|6.1 Crystal Twp|01,13
NT|6.2 Crystal Twp|02,5
NT|6.3 Crystal Twp|03,4
NT|6.4 Garfield Twp|04,41
NT|6.5 Rockbranch Twp|05,12
NT|6.6 Rockwell Twp|06,5
NT|6.7 Rockwell Twp|07,7
NT|6.8 Rockwell Twp|08,7
NT|7.1 Almelo Twp|01,51
NT|7.2 Lenora City|02,179
NT|7.3 Highland Twp|03,17
NT|7.4 Lenora Twp|04,21
NT|7.5 Modell Twp|05,24
NT|7.6 Modell Twp|06,5
NT|8.1 Clayton City|01,38
NT|8.2 Clayton Twp|02,10
NT|8.3 Clayton Twp|03,20
NT|8.4 Noble Twp|04,5
NT|8.5 Noble Twp|05,8
NT|9.1 Leota Twp|01,44
NT|9.2 Orange Twp|02,38
"OB|Alton City/392, 3|01",80
"OB|Bethany Twp/272, 1-4|01",14
"OB|Bethany Twp/392, 3|02",42
"OB|Bloom Twp/272, 3-6|01",50
"OB|Bloom Twp/392, 3|02",1
"OB|Corinth Twp/272, 2-5|01",26
"OB|Corinth Twp/272, 3-6|02",14
"OB|Corinth Twp/392, 3|03",4
OB|Covert Twp/299|03,2
"OB|Covert Twp/392, 3|01",5
OB|Covert Twp/399|02,1
OB|Delhi Twp/299|01,18
"OB|Delhi Twp/392, 3|02",1
"OB|Downs City/272, 1-4|01",418
"OB|Downs City/272, 2-5|02",185
OB|Grant Twp/271|01,2
"OB|Grant Twp/392, 3|02",23
"OB|Hancock Twp/392, 3|01",15
"OB|Hawkeye Twp/392, 3|01",21
"OB|Independence Twp/392, 3|01",17
OB|Jackson Twp/299|02,12
"OB|Jackson Twp/392, 3|01",10
"OB|Kill Creek Twp/392, 3|01",3
"OB|Lawrence Twp/392, 3|01",19
OB|Liberty Twp/399|01,15
"OB|Mt. Ayr Twp/392, 3|01",14
OB|Mt. Ayr Twp/399|02,9
OB|Natoma City|01,216
OB|Natoma Twp/399|01,14
"OB|Osborne Ward 1/392, 1|01",321
"OB|Osborne Ward 2/392, 2|01",380
"OB|Osborne Ward 3/392, 1|01",151
"OB|Osborne Ward 3/392, 2|02",69
"OB|Penn Twp/392, 2|01",43
"OB|Penn Twp/392, 3|02",47
"OB|Portis City/392, 3|01",74
"OB|Ross Twp/272, 1-4|01",52
"OB|Ross Twp/272, 2-5|02",21
OB|Round Mound Twp/399|01,24
OB|Sumner Twp/271|01,11
"OB|Sumner Twp/392, 3|02",28
"OB|Tilden Twp/392, 3|01",51
OB|Valley Twp/299|02,10
OB|Valley Twp/399|01,12
OB|Victor Twp/399|01,12
"OB|Winfield Twp/392, 3|01",17
OS|Agency 421 MD 2-4|02,2
OS|Agency 421 MD 3-4|01,8
OS|Agency 456 MD 147|05,5
OS|Agency 456 MD 257|03,25
OS|Agency 456 MD 367|04,73
OS|Arvonia 243 MD 147|01,50
OS|Arvonia 243 MD 257|02,7
OS|Arvonia 251 MD__ RF1|03,30
OS|Arvonia 420 MD 147|04,3
OS|Barclay 251 MD 147_RF1|01,19
OS|Barclay 420 MD 147|02,134
OS|Bulingame SO 454 MD 367 WS|05,37
OS|Burlingame NO 330 MD 257 WS|05,35
OS|Burlingame NO 330 MD 257|01,102
OS|Burlingame NO 434 MD 257|02,48
OS|Burlingame NO 437 MD 257|03,41
OS|Burlingame NO 454 MD 147 WS|06,188
OS|Burlingame NO 454 MD 147|04,110
OS|Burlingame SO 454 MD 257 WS|04,21
OS|Burlingame SO 454 MD 257|02,15
OS|Burlingame SO 454 MD 367|03,45
OS|City of B'Game South MD257 WS|02,122
OS|City of B'Game South MD367 WS|03,362
OS|City of Burlingame North WS|01,192
OS|City of Carbondale North|01,488
OS|City of Carbondale South|01,486
OS|City of Lyndon North 1-4|01,567
OS|City of Lyndon North 2-4|02,7
OS|City of Lyndon South 1-4|01,126
OS|City of Lyndon South 2-4|02,93
OS|City of Melvern|01,270
OS|City of Olivet|01,56
OS|City of Overbrook|02,738
OS|City of Quenemo|01,223
OS|City of Scranton|01,465
OS|Dragoon 420 MD 147|01,27
OS|Dragoon 434 MD 367|02,21
OS|Dragoon 454 MD 257 WS|04,13
OS|Dragoon 454 MD 257|03,106
OS|Elk 434 MD 147|01,642
OS|Elk 434 MD 367|02,20
OS|Elk 450 MD 367|03,41
OS|Fairfax  434 MD 367 H54|02,247
OS|Fairfax 421 MD 2-4 H54|01,132
OS|Fairfax 421 MD 2-4|01,27
OS|Fairfax 421 MD 3-4|02,82
OS|Fairfax 434 MD 367|03,2
OS|Grant H54|01,32
OS|Grant H76|01,203
OS|Lincoln 287 MD 367|01,35
OS|Lincoln 456 MD 147|03,86
OS|Lincoln 456 MD 257|02,3
OS|Melvern 421 MD 2-4|01,8
OS|Melvern 456 MD 147|03,161
OS|Melvern 456 MD 257|02,101
OS|Michigan Valley 287 MD 147 H54|01,7
OS|Michigan Valley 287 MD 147|01,218
OS|Michigan Valley 287 MD 257|02,21
OS|Michigan Valley 434 MD 147 H54|02,70
OS|Michigan Valley 434 MD 147|03,82
OS|Olivet 420 MD 147|02,46
OS|Olivet 421 MD 2-4|03,43
OS|Olivet 456 MD 147|04,66
"OS|Osage City Ward 1 (420, 147)|01",322
"OS|Osage City Ward 1 (420, 257)|02",240
"OS|Osage City Ward 1 (420, 367)|03",22
"OS|Osage City Ward 2 (420, 367)|01",448
"OS|Osage City Ward 3 (420, 257)|02",25
"OS|Osage City Ward 3 (420, 367)|01",563
"OS|Osage City Ward 4 (420, 257)|01",465
OS|Ridgeway NO 434 MD 257|02,157
OS|Ridgeway NO 434 MD 367|01,272
OS|Ridgeway NO 450 MD 367|03,6
OS|Ridgeway SO 434 MD 257|02,29
OS|Ridgeway SO 434 MD 367|01,395
OS|Scranton 434 MD 257|01,181
OS|Scranton 434 MD 367|02,121
OS|Scranton 454 MD 257|03,62
OS|Superior 420 MD 147|01,108
OS|Superior 420 MD 147H54|01,28
OS|Superior 420 MD 367|04,42
OS|Superior 421 MD 2-4|02,20
OS|Valley Brook NO 420 MD 147|01,9
OS|Valley Brook NO 421 MD 2-4|02,210
OS|Valley Brook NO 421 MD 3-4|03,59
OS|Valley Brook SO 421 MD 2-4|01,133
OS|Valley Brook SO 456 MD 3-6|02,4
OS|Vassar 287 MD 147|01,13
OS|Vassar 287 MD 257|02,7
OS|Vassar 421 MD 3-4|03,573
OT|Bennington City|01,396
OT|Bennington Twp 239|01,2
OT|Bennington Twp 240/2-5|02,419
OT|Bennington Twp 240/3-6|03,41
OT|Blaine Twp 239/2-5|01,52
OT|Blaine Twp 239/3-6|02,42
OT|Buckeye Twp 240|01,67
OT|Buckeye Twp 393|02,9
OT|Center Twp 239|01,64
OT|Chapman Twp 239|01,29
OT|Chapman Twp 379|03,7
OT|Concord Twp 239|01,97
OT|Concord Twp 240|02,97
OT|Culver City|01,75
OT|Culver Twp 239|01,4
OT|Culver Twp 240/1-4|03,64
OT|Culver Twp 240/2-5|02,12
OT|Delphos City|01,210
OT|Durham Twp 239|01,5
OT|Durham Twp 379|02,7
OT|Fountain Twp 239|01,85
OT|Garfield Twp 239/1-4|01,45
OT|Garfield Twp 239/2-5|02,22
OT|Grant Twp 239|01,69
OT|Henry Twp 239|01,3
OT|Henry Twp 240|02,12
OT|Lincoln Twp 240|01,9
OT|Lincoln Twp 393|02,89
OT|Logan Twp 239/2-5|01,28
OT|Logan Twp 239/3-6|02,32
OT|Minneapolis City I|01,412
OT|Minneapolis City II|01,313
OT|Minneapolis City III-2|02,30
OT|Minneapolis City III|01,465
OT|Morton Twp 240|01,93
OT|Ottawa Twp 239|01,7
OT|Ottawa Twp 240|02,11
OT|Ottawa Twp 393|03,7
OT|Richland Twp 239|01,50
OT|Richland Twp 240|02,103
OT|Sheridan Twp 239/1-4|01,16
OT|Sheridan Twp 239/2-5|02,61
OT|Sherman Twp 239|01,36
OT|Stanton Twp 239|01,34
OT|Stanton Twp 273|03,1
OT|Tescott City|01,170
PL|Agra City 110/1/FD3A|01,180
PL|Arcade Twp 110/1/FD1|03,3
PL|Arcade Twp 110/1/FD3A|04,16
PL|Arcade Twp 325/1/FD1|01,18
PL|Arcade Twp 325/2/FD1|02,25
PL|Beaver Twp 326/6/FD2|01,36
PL|Beaver Twp 326/6/FD4|02,2
PL|Belmont Twp 325/3/FD1|01,17
PL|Belmont Twp 325/3/FD4|03,2
PL|Belmont Twp 326/6/FD4|02,12
PL|Bow Creek Twp 110/1/FD3B|01,14
PL|Bow Creek Twp 325/1/FD3B|02,11
PL|Crystal Twp 110/1/FD3A|01,37
PL|Dayton Twp 212/2/FD2|01,13
PL|Dayton Twp 325/2/FD1|03,15
PL|Dayton Twp 325/2/FD2|02,1
PL|Deer Creek Twp 110/1/FD3B|01,9
PL|Deer Creek Twp 325/1/FD1|03,57
PL|Freedom Twp 212/2/FD1|01,3
PL|Freedom Twp 325/2/FD1|02,58
PL|Glade City 325/1/FD1|01,8
PL|Glade City 325/3/FD1|02,44
PL|Glenwood Twp 110/1/FD1|01,22
PL|Glenwood Twp 325/2/FD1|02,13
PL|Granite Twp 212/2/FD2|01,21
PL|Greenwood Twp 110/1/FD1|03,6
PL|Greenwood Twp 110/1/FD3A|01,4
PL|Greenwood Twp 325/2/FD1|02,18
PL|Kirwin City 110/1/FD3B|01,112
PL|Kirwin Twp 110/1/FD3B|02,38
PL|Kirwin Twp 110/2/FD3B|01,5
PL|Logan City 326/2/FD4|01,137
PL|Logan City 326/3/FD4|03,101
PL|Logan City 326/4/FD4|04,21
PL|Logan City 326/5/FD4|02,132
PL|Logan Twp 326/4/FD4|02,17
PL|Logan Twp 326/6/FD4|03,24
PL|Long Island City 212/2/FD2|01,119
PL|Long Island Twp 212/2/FD2|01,68
PL|Mound Twp 325/3/FD1|01,95
PL|Mound Twp 326/6/FD1|02,5
PL|Phillipsburg Twp 325/1/FD1|01,32
PL|Phillipsburg Twp 325/2/FD1|02,93
PL|Phillipsburg Twp 325/3/FD1|03,75
PL|Plainview Twp 325/3/FD4|01,1
PL|Plainview Twp 326/6/FD4|02,18
PL|Plum Twp 110/1/FD3A|01,76
PL|Prairie View City 326/1/FD2|01,97
PL|Prairie View Twp 212/2/FD2|01,16
PL|Prairie View Twp 326/1/FD2|02,34
PL|Prairie View Twp 326/6/FD2|03,4
PL|Rushville Twp 325/1/FD1|02,3
PL|Rushville Twp 325/3/FD1|01,20
PL|Solomon Twp 325/1/FD1|01,15
PL|Solomon Twp 325/3/FD1|02,56
PL|Speed City 325/3/FD1|01,29
PL|Sumner Twp 110/1/FD3A|01,32
PL|Towanda Twp 326/4/FD4|01,13
PL|Towanda Twp 326/6/FD4|02,8
PL|Valley Twp 110/1/FD3B|01,16
PL|Walnut Twp 325/2/FD1|03,1
PL|Walnut Twp 325/2|02,10
PL|Ward 1  325/1/FD1|01,700
PL|Ward 2  325/2/FD1|01,567
PL|Ward 3  325/3/FD1|01,536
PL|Ward 3 325/CD1/FD1|01,4
PN|Ash Valley Twp / 495 / 3-6|01,36
PN|Ash Valley Twp / 496 / 246|02,1
PN|Br. Grove Twp|01,31
PN|Burdett City|01,164
PN|Conkling Twp / 495 / 3-6|01,4
PN|Conkling Twp / 496 / 246|02,10
PN|Garfield City|01,93
PN|Garfield Twp|01,26
PN|Grant Twp|01,30
PN|Keysville Twp / 495 / 3-6|01,1
PN|Keysville Twp / 496 / 246|02,24
PN|Larned City Ward 1 C1 / 1-4|01,57
PN|Larned City Ward 1 C1 / 2-5|02,402
PN|Larned City Ward 1 C4 / 2-5|02,47
PN|Larned City Ward 2 C1 / 1-4|01,596
PN|Larned City Ward 2 C1 / 2-5|02,39
PN|Larned City Ward 2 C4 / 1-4|01,61
PN|Larned City Ward 3 / 1-4|01,697
PN|Larned City Ward 4 C1 / 2-5|02,7
PN|Larned City Ward 4 C4 / 1-4|01,86
PN|Larned City Ward 4 C4 / 2-5|02,314
PN|Larned Twp C1 / 1-4|01,32
PN|Larned Twp C1 / 2-5|02,26
PN|Larned Twp C1 / 3-6|03,60
PN|Larned Twp C4 Part A / 2-5|02,36
PN|Larned Twp C4 Part A / 3-6|03,12
PN|Larned Twp C4 Part B / 1-4|01,23
PN|Lincoln Twp|01,11
PN|Logan Twp / 351 / 1-4-5|01,18
PN|Logan Twp / 495 / 3-6|02,15
PN|Morton Twp / 495 / 3-6|01,18
PN|Morton Twp / 496 / 246|02,6
PN|Orange Twp/Garfield City|02,1
PN|Orange Twp|01,29
PN|Pawnee Twp|01,58
PN|Plt. Grove Twp / 1-4|01,23
PN|Plt. Grove Twp / 2-5|02,9
PN|Plt. Grove Twp / 3-6|03,90
PN|Plt. Ridge Twp / 495 / 3-6|01,34
PN|Plt. Ridge Twp / 496 / 246|02,2
PN|Plt. Valley Twp / 351 1-4-5|01,3
PN|Plt. Valley Twp / 495|02,53
PN|River Twp / 351 / 1-4-5|01,5
PN|River Twp / 495 / 3-6|02,40
PN|Rozel City|01,84
PN|Santa Fe Twp|01,124
PN|Sawmill Twp|01,15
PN|Shiley Twp|01,19
PN|Valley Center Twp / 351/ 1-4-5|01,19
PN|Valley Center Twp / 495 / 3-6|02,5
PN|Walnut Twp|01,54
PR|Byers USD 438  Comm 2|01,28
PR|Coats-10 USD 438  Comm 3|01,61
PR|Cullison USD 438  Comm 3|01,56
PR|Iuka USD 382  Comm 2|01,99
PR|Preston USD 382  Comm 2|01,65
PR|Sawyer 11 USD 438  Comm 3|01,66
PR|Twp 10 USD 438  Comm3|02,26
"PR|Twp 10, USD 438,  Comm 3|01",10
PR|Twp 11 USD 254 Comm 3|01,36
PR|Twp 11 USD 332 Mem 3 Com 3|02,1
PR|Twp 11 USD 382  Comm3|03,2
PR|Twp 11 USD 438  Comm 3|04,56
PR|Twp 11 USD 438 Comm 3|04,56
PR|Twp 12 USD 254 Comm 3|03,8
PR|Twp 12 USD 332 Mem 2 Comm 3|05,3
PR|Twp 12 USD 332 Mem 3 Comm 3|06,5
PR|Twp 12 USD 382  Comm 3|06,240
PR|Twp 12 USD 382 Comm 2|01,37
PR|Twp 12 USD 382 Comm 3|01,324
PR|Twp 12 USD 382 Comm2|02,52
PR|Twp 12 USD 438  Comm 3|07,20
PR|Twp 12 USD 438 Comm 3|07,3
PR|Twp 12 USD 438 Comm2|01,13
PR|Twp 6 USD 310 Mem - Comm 2|01,7
PR|Twp 6 USD 332 Mem 2 Comm 2|02,24
PR|Twp 6 USD 349 Mem - Comm 2|03,2
PR|Twp 6 USD 382  Comm 2|04,230
PR|Twp 7 USD 382  Comm 2|01,18
PR|Twp 7 USD 382 Comm2|01,42
PR|Twp 7 USD 438  Comm 2|02,15
PR|Twp 7 USD 438 Comm2|02,5
PR|Twp 8 USD 351 Mem - Comm 2|01,10
PR|Twp 8 USD 438  Comm 2|02,56
PR|Twp 9 USD 382 Comm 2|01,17
PR|Twp 9 USD 438  Comm 3|04,72
PR|Twp 9 USD 438 Comm2|02,49
PR|Twp 9 USD 474 Comm 3|07,1
PR|Ward 1|01,808
PR|Ward 2|01,507
PR|Ward 3|01,1045
PR|Ward 4-1 H114-1|01,395
PR|Ward 4-2 H114-2|01,394
PR|Ward 5 College H114|01,38
PR|Ward 5 H116|01,712
PT|Belvue City   320.5|10,138
PT|Belvue Twp 320.5|23,105
PT|Belvue Twp 321 1.4|21,19
PT|Belvue Twp 321 3.6|22,6
PT|Blue Twp H51 323.4|20,30
PT|Blue Twp H51 383.7|10,3369
PT|Blue Twp H61 323.3|21,59
PT|Blue Twp H61 323.4|20,17
PT|Blue Twp H61 378 3.6|22,153
PT|Blue Twp H61 383.7|23,420
PT|Blue Valley 384.2|20,48
PT|Blue Valley 384.3|21,63
PT|Center Twp (H) 320.5|21,20
PT|Center Twp (H) 322.6|22,21
PT|Center Twp 320.5|20,33
PT|Clear Ck Twp (H) 322.5|20,25
PT|Clear Ck Twp (H) 323.6|21,75
PT|Emmett City (H) 321  1.4|10,106
PT|Emmett Twp (H)321 1.4|20,178
PT|Grant Twp (H) 322.1|20,91
