precinctPart,Count
SC|Scott City Ward 2|01,737
SC|Scott City Ward 3|01,639
SC|Scott City Ward 4|01,860
SC|Scott Twp|01,201
SC|Valley Twp|01,134
SD|Adell/1/412|03,11
SD|Blm/3/316|01,23
SD|Blm/3/412|02,9
SD|BOW/1/412|01,25
SD|E Hoxie City 1|01,496
SD|Es/1/293-1|01,32
SD|Es/1/412|02,5
SD|Ke/1/412|01,67
SD|Ke/2/412|01,70
SD|Lo/3/316|01,17
SD|Lo/3/412|02,57
SD|Pa/2/316|01,3
SD|Pa/2/412|02,79
SD|Pd/3/294-4|01,3
SD|Pd/3/316|02,41
SD|Selden/3/316|01,143
SD|Sh/3/316|01,27
SD|Sh/3/412|02,31
SD|SO/3/274|03,4
SD|SO/3/291|01,92
SD|SO/3/412|02,29
SD|SP/2/291|01,1
SD|SP/2/292|02,16
SD|SP/2/412|03,49
SD|UN/2/412|01,22
SD|VA/1/412|01,81
SD|W Hoxie City/2|01,370
SD|WS/1/292|01,26
SD|WS/1/412|02,20
SF|Albano/350 Mem 3-6/H1/C3|01,15
SF|Albano/351 Mem 2-3-6/H2/C3|03,6
SF|Albano/438/H1/C3|06,11
SF|Byron/350 Mem 1-4/H3/C2|01,33
SF|Byron/355/H3/C2|02,12
SF|Cleveland/350 Mem 1-4/H1/C2|01,41
SF|Cleveland/351/Mem 1-4-5/H1/C2|02,2
SF|Clr Crk/351 Mem 2-3-6/H2/C3|01,19
SF|Douglas/350 Mem 1-4/H1/C2|01,17
SF|Douglas/351 Mem 1-4-5/H1/C2|02,59
SF|E Cooper/349/H4/C1|01,34
SF|E Cooper/349/H4/C1|02,1
SF|E SJ City/350 Mem 2-5/H1/C3|01,141
SF|E SJ City/350 Mem 3-6/H1/C3|04,154
SF|E SJ Rural/350 Mem 1-4/H1/C3|02,29
SF|Fairview/349/H4/C1|01,52
SF|Farmington/351 Mem 1-4-5/H2/C2|01,15
SF|Farmington/351 Mem 2-3-6/H2/C2|04,25
SF|Hayes/350 Mem 1-4/H3/C2|01,54
SF|Hud City/350 Mem 1-4/H3/C2|02,65
SF|Lincoln/351 Mem 1-4-5/No H/C2|01,58
SF|MX City/351 Mem 1-4-5/H2/C2|02,69
SF|MX City/351 Mem 2-3-6/H2/C2|03,161
SF|N Seward/350 Mem 1-4/No H/C2|01,13
SF|N Seward/351 Mem 1-4-5/No H/C2|02,9
SF|N Seward/428/No H/C2|04,47
SF|N SF City/349/H4/C1|01,310
SF|N SF Rural/349/H4/C1|02,37
SF|Ohio/349/H1/C3|01,8
SF|Ohio/350 Mem 3-6/H1/C3|02,54
SF|Putnam N/355/H3/C2|02,12
SF|Putnam S/350 Mem 1-4/H3/C2|01,6
SF|Rad City D/351 M 1-4-5/No H/C2|04,14
SF|Rad City L/351 M1-4-5/No H/C2|02,7
SF|Richland/350 Mem 3-6/H1/C2|01,16
SF|Richland/351 Mem 1-4-5/H2/C2|02,11
SF|Richland/351 Mem 2-3-6/H2/C2|03,4
SF|Rose Valley/349/H1/C3|01,2
SF|Rose Valley/350 Mem 3-6/H1/C3|02,34
SF|S Seward/350 Mem 1-4/H1/C2|01,34
SF|S Seward/351 Mem 1-4-5/H1/C2|02,7
SF|S SF City/349/H4/C1|01,280
SF|S SF Rural/349/H4/C1|03,51
SF|S SJ City/350 Mem 3-6/H1/C3|01,184
SF|Sew City/351 Mem 1-4-5/No H/C2|05,41
SF|Union/349/H4/C1|01,16
SF|W Cooper/349/H4/C1|01,47
SF|W Cooper/350 Mem 1-4/H4/C1|03,4
SF|W SJ City/350 Mem 2-5/H1/C3|01,198
SF|W SJ City/350 Mem 3-6/H1/C3|03,83
SF|W SJ Rural/350 Mem 1-4/H1/C3|02,19
SF|York/310/H4/C1|01,9
SF|York/349/H4/C1|02,20
SG|101 in USD 259-2|01,17
SG|102|01,1267
SG|103|01,289
SG|104|01,135
SG|105 in USD 259-3|01,821
SG|105 in USD 259-6|02,290
SG|106 in USD 259-3|01,2172
SG|106 in USD 259-6|02,311
SG|107|01,2036
SG|108|01,1383
SG|109|01,1580
SG|110|01,1895
SG|111 in USD 259-1|01,476
SG|112|01,1803
SG|113|01,1735
SG|114 in USD 259-1|01,1270
SG|114 in USD 259-6|02,406
SG|116|01,2164
SG|117|01,1774
SG|118|01,2012
SG|119|01,1668
SG|120|01,1666
SG|121|01,1271
SG|122|01,2824
SG|123|01,400
SG|126|01,374
SG|127  in USD 259-1|01,41
SG|128|01,1438
SG|129|01,571
SG|130 in USD 259-3|01,961
SG|130 in USD 259-4|02,158
SG|133|01,57
SG|135|01,436
SG|136 in USD 259-1|01,913
SG|137|01,1562
SG|138|01,1961
SG|205|01,873
SG|206|01,636
SG|207 in USD 259-2|01,2184
SG|207 in USD 259-3|02,968
SG|208|01,623
SG|209|01,1770
SG|210|01,2293
SG|211|01,903
SG|214|01,1867
SG|215|01,3003
SG|216|01,1553
SG|217 in USD 259-2|01,1397
SG|217 in USD 375-1|02,522
SG|218 in USD 259-1|01,2742
SG|218 in USD 259-2|03,423
SG|218 in USD 375-1|02,273
SG|221 in USD 259-2|01,1149
SG|222 in USD 259-2|01,461
SG|222 in USD 375-1|03,886
SG|223 in USD 259-2|01,1039
SG|223 in USD 385-2|02,742
SG|224 in USD 259-2|01,2937
SG|224 in USD 259-3|02,478
SG|225|01,3831
SG|226|01,2316
SG|227 in USD 259-2|01,367
SG|227 in USD 385-2|02,1144
SG|228|01,2643
SG|230|01,157
SG|233|01,894
SG|235|01,572
SG|236|01,1127
SG|238|01,334
SG|239|01,99
SG|240 in USD 259-2|01,143
SG|240 in USD 385-2|02,239
SG|241 in USD 385-2|01,182
SG|242 in USD 385-2|01,337
SG|243|01,79
SG|246 in USD 260|01,296
SG|247|01,525
SG|248 in USD 259-3|01,50
SG|249 in USD 259-2|01,1603
SG|250 in USD 385-2|01,730
SG|251|01,690
SG|252|01,850
SG|257|01,1
SG|301|01,994
SG|302|01,2090
SG|303|01,1071
SG|304|01,857
SG|305|01,469
SG|306|01,2307
SG|307|01,1589
SG|308|01,1832
SG|309|01,168
SG|310 in USD 259-3|01,1997
SG|310 in USD 260|02,20
SG|312|01,919
SG|313 in USD 259-4|02,2430
SG|314 in USD 259-3|02,1437
SG|314 in USD 259-4|01,667
SG|315 in USD 259-3|01,1821
SG|316 in 259-4 in RD District|01,485
SG|316 in 261 in RD District|02,544
SG|316 in 261 outside RD District|03,193
SG|317|01,22
SG|318|01,254
SG|319|01,566
SG|320|01,661
SG|321|01,98
SG|324|01,920
SG|325|01,1172
SG|326 in USD 259 in RD District|02,1
SG|326 in USD 261 in RD District|01,182
SG|328 in USD 260|01,146
SG|330|01,1594
SG|331|01,386
SG|332|01,872
SG|333|01,1236
SG|334 in USD 259|01,823
SG|335 in 259-3 in RD District|02,3
SG|335 in 259-4 in RD District|01,646
SG|336|01,264
SG|339 in USD 259-3|01,917
SG|339 in USD 259-4|02,1035
SG|401|01,1108
SG|402|01,834
SG|403|01,1025
SG|404 in USD 259-5|01,1879
SG|404 in USD 259-6|02,795
SG|405|01,1601
SG|406|01,1740
SG|407|01,201
SG|408|01,1729
SG|409|01,957
SG|410|01,2293
SG|411|01,1
SG|412 in USD 259-5|01,23
SG|412 in USD 261|03,74
SG|412 in USD 265|02,3663
SG|413|01,2438
SG|414|01,1125
SG|416 in 259-5|02,1
SG|416 in 261|01,1193
SG|417 in 259-4|02,784
SG|417 in 259-5|01,535
SG|418 in Riverside Drainage Dist|01,757
SG|418 out RD Drainage Dist 259-4|02,700
SG|418 out RD Drainage Dist 259-5|03,379
SG|419 in Riverside Drainage Dist|01,694
SG|419 outside RD Drainage Dist|02,590
SG|420 in Riverside Drainage Dist|01,724
SG|420 outside RD Drainage Dist|02,942
SG|422|01,1204
SG|423|01,1688
SG|424|01,873
SG|425 in 259-4 & Riverside Dist|02,11
SG|425 in 259-4 outside RD Dist|01,735
SG|425 in 261 & RD Dist|03,705
SG|425 in 261 outside RD Dist|04,1194
SG|426|01,220
SG|429 in USD 259-4|01,254
SG|429 in USD 259-5|02,744
SG|431|01,147
SG|433|01,763
SG|434|01,2
SG|437|01,1058
SG|444|01,148
SG|445|01,732
SG|446 in USD 259-5|02,1
SG|446 in USD 261|01,286
SG|447 outside RD Drainage Dist|02,318
SG|448 outside RD Drainage Dist|02,124
SG|449 in USD 265|01,691
SG|503|01,2398
SG|504|01,1627
SG|506|01,2063
SG|507|01,1890
SG|508 in USD 259-5|01,1658
SG|509 in USD 266-1|02,1627
SG|510|01,1954
SG|512|01,4189
SG|513|01,1891
SG|514|01,2421
SG|515|01,2005
SG|516|01,1261
SG|517|01,1294
SG|518|01,1564
SG|519|01,1805
SG|522|01,1571
SG|523|01,1500
SG|524|01,2352
SG|525 in USD 266-1|01,1836
SG|526 in USD 266-1|01,2063
SG|526 in USD 266-3|02,2
SG|527 in USD 266-3|01,2052
SG|528 in USD 267-2|01,2
SG|530 in USD 265|01,617
SG|530 in USD 266-1|02,1353
SG|531|01,2842
SG|534|01,241
SG|539 in USD 265|03,42
SG|539 in USD 266-1|02,1687
SG|539 in USD 267-2|01,284
SG|541|01,3
SG|544|01,257
SG|545|01,959
SG|549|01,23
SG|550 in USD 267-2|01,71
SG|551 in USD 266-2|01,10
SG|601 in USD 259-6|01,2732
SG|602 in USD 259-5|02,1415
SG|602 in USD 259-6|01,995
SG|603 in USD 266-2|01,668
SG|604|01,2223
SG|605|01,836
SG|606|01,741
SG|607|01,2044
SG|608|01,1891
SG|609|01,2573
SG|610|01,1727
SG|611|01,1232
SG|612|01,2224
SG|613|01,1801
SG|614|01,1231
SG|615|01,3181
SG|616|01,1422
SG|617|01,1058
SG|618|01,715
SG|619|01,1824
SG|621|01,666
SG|622 in USD 259-6|02,1292
SG|622 in USD 262|01,840
SG|623 in USD 259-6|01,768
SG|623 in USD 262|02,1554
SG|624|01,218
SG|626|01,20
SG|627|01,129
SG|629|01,146
SG|630 in USD 259-6|01,5
SG|632 in USD 266-2|01,843
SG|633|01,819
SG|634|01,311
SG|Afton in 265 & LW Imp Dist|02,180
SG|Afton in USD 264|01,1
SG|Afton in USD 265|03,535
SG|Afton in USD 267-3|04,491
SG|Afton in USD 268|05,1
SG|Andale 267-1|01,624
SG|Attica 1 in USD 265|01,25
SG|Attica 12 in USD 265|01,65
SG|Attica 13 in USD 265|01,4
SG|Attica 16 in USD 265|01,2
SG|Attica 2|01,108
SG|Attica 22 in USD 265|01,143
SG|Attica 3 in 267-2 & SM Imp D|02,29
SG|Attica 3 in USD 265|05,238
SG|Attica 3 in USD 267-1|01,64
SG|Attica 3 in USD 267-2|03,428
SG|Attica 3 in USD 267-3|04,35
SG|Attica 4 in USD 265|01,3
SG|Attica 5 in USD 265|01,47
SG|Attica 5 in USD 266-1|02,28
SG|Attica 5 in USD 266-3|03,43
SG|Attica 5 in USD 267-2|04,179
SG|Attica 6|01,115
SG|Attica 7 in USD 267-2|01,5
SG|Attica 8 in RR Imp Dist|02,59
SG|Attica 8|01,29
SG|Bel Aire 1|01,2320
SG|Bel Aire 2|01,1806
SG|Bel Aire 3 in 259-1|01,2672
SG|Bel Aire 3 in 375-1|02,462
SG|Bel Aire 4|01,4
SG|City of Bentley|01,377
SG|City of Cheney 01|01,1475
SG|City of Colwich in 267-2|01,971
SG|City of Eastborough|01,654
SG|Delano 10|01,5
SG|Delano 3|01,1
SG|Delano 4|01,2
SG|Derby 101|01,1306
SG|Derby 102|01,2
SG|Derby 103|01,1085
SG|Derby 104|01,1330
SG|Derby 106|01,6
SG|Derby 107|01,1
SG|Derby 109|01,451
SG|Derby 201|01,965
SG|Derby 202|01,2060
SG|Derby 203|01,1672
SG|Derby 301|01,37
SG|Derby 302|01,145
SG|Derby 303|01,1072
SG|Derby 304|01,197
SG|Derby 305|01,13
SG|Derby 306|01,275
SG|Derby 307|01,463
SG|Derby 308|01,1273
SG|Derby 309|01,88
SG|Derby 310|01,983
SG|Derby 312 in USD 263-1|01,2
SG|Derby 401|01,57
SG|Derby 402|01,861
SG|Derby 403 in USD 260|01,1540
SG|Derby 404|01,774
SG|Derby 405|01,8
SG|Derby 406|01,118
SG|Derby 407|01,31
SG|Derby 408 in USD 260|01,1177
SG|Derby 408 in USD 263-1|02,237
SG|Eagle in 266-2 & BG Drain D|05,5
SG|Eagle in 267-1 & BG Drain|03,9
SG|Eagle in USD 262|06,4
SG|Eagle in USD 266-2|07,3
SG|Eagle in USD 267-1|04,31
SG|Eagle in USD 440-3|02,415
SG|Eagle in USD369|01,5
SG|Erie in USD 268|01,60
SG|Erie in USD 331-5|02,19
SG|GA in USD 267-3 in G Plain|04,690
SG|GA in USD 267-3 out G Plain|03,578
SG|Garden Plain in USD 265|01,88
SG|Garden Plain in USD 267-1|02,227
SG|Goddard 1|01,59
SG|Goddard 11|01,1
SG|Goddard 2|01,141
SG|Goddard 4|01,176
SG|Goddard 5|01,1742
SG|Goddard 6|01,2101
SG|Goddard 8|01,4
SG|Grand River in USD 267-3|02,338
SG|Grand River in USD 268|03,196
SG|Grant 1 in USD 262 & Kechi|03,289
SG|Grant 1 in USD 262|01,840
SG|Grant 1 in USD 439-3|02,3
SG|Grant 10 in USD 262|01,2
SG|Grant 13 in USD 262|01,2
SG|Grant 9 in USD 262|01,2
SG|Greeley 267-1 & Big Ark Drain2|05,14
SG|Greeley 267-1 2|06,29
SG|Greeley 312-3 & Big Ark Drain2|03,1
SG|Greeley 312-3 not in MH 2|02,77
SG|Greeley 369 2|01,27
SG|Gypsum 1 in USD 259-2|02,251
SG|Gypsum 1 in USD 260|03,841
SG|Gypsum 1 in USD 394|04,1119
SG|Gypsum 2|01,318
SG|Gypsum 3|01,69
SG|Gypsum 4|01,108
SG|Gypsum 7 in 259-2 & SS Imp D|01,92
SG|Gypsum 7 in 260|03,3
SG|Gypsum 7 in USD 259-2|02,150
SG|Gypsum 8 in USD 260|01,109
SG|Haysville 11|01,1306
SG|Haysville 15|01,3
SG|Haysville 17|01,460
SG|Haysville 21|01,1226
SG|Haysville 24|01,92
SG|Haysville 25|01,38
SG|Haysville 27|01,466
SG|Haysville 31|01,1428
SG|Haysville 33|01,125
SG|Haysville 35|01,164
SG|Haysville 41|01,1178
SG|Haysville 42|01,564
SG|Illinois 1 in 264 & K42 ID|03,192
SG|Illinois 1 in USD 264|01,427
SG|Illinois 1 in USD 265|02,924
SG|Kechi 1|01,2
SG|Kechi 10|01,6
SG|Kechi 17 in USD 262|01,1
SG|Kechi 19 in USD 259-1|01,9
SG|Kechi 2 in USD 259-1|02,12
SG|Kechi 21 in USD 262|01,17
SG|Kechi 26 in USD 259-1|01,7
SG|Kechi 3 in USD 259-1 & Kechi|02,1184
SG|Kechi 3 in USD 259-1|01,35
SG|Kechi 3 in USD 262 & Kechi|03,10
SG|Kechi 3 in USD 262|04,53
SG|Kechi 4|01,53
SG|Kechi 7 in USD 262|01,16
SG|Kechi 8 in USD 259-1|01,5
SG|Lincoln in 206 & FL Improv|01,313
SG|Lincoln in USD 262|03,93
SG|Lincoln in USD 375-2|04,4
SG|Minneha 1 in 385-2 & CV Imp D|03,1580
SG|Minneha 1 in USD 259-2|01,1
SG|Minneha 1 in USD 385-2|04,8
SG|Minneha 12|01,2
SG|Minneha 14 in SD Imp Dist|02,149
SG|Minneha 18|01,3
SG|Minneha 20|01,3
SG|Minneha 22|01,2
SG|Minneha 26|01,23
SG|Minneha 3|03,4
SG|Minneha 5|01,2
SG|Minneha 7|01,35
SG|Minneha 8|01,36
SG|Minneha 9 in SS Imp Dist|01,334
SG|Minneha 9|02,2
SG|Morton 3 in USD 268|01,4
SG|Morton in USD 267-3|01,49
SG|Morton in USD 268|03,435
SG|Mount Hope 01 312-3|01,544
SG|Mount Hope 02 312-3|01,6
SG|Mount Hope 04 312-3|01,2
SG|Mulvane 1 in USD 263-1|01,947
SG|Mulvane 14|01,1
SG|Mulvane 2 in USD 263-1|03,376
SG|Mulvane 2 in USD 263-2|01,2049
SG|Mulvane 2 in USD 263-3|02,265
SG|Mulvane 5|01,3
SG|Mulvane 6|01,148
SG|Mulvane 7|01,1
SG|Ninnescah - Rural|02,185
SG|Ninnescah 1 - Rural|01,380
SG|Ninnescah in Clearwater|01,1802
SG|Ohio 1 in 263-1 & PE Imp Dist|02,28
SG|Ohio 1 in USD 261|01,69
SG|Ohio 1 in USD 263-1|03,3
SG|Ohio 1 in USD 264|04,921
SG|Park 1 in USD 262|01,209
SG|Park 10 in USD 266-2|01,2
SG|Park 11 in USD 266-2|01,2
SG|Park 12|01,2
SG|Park 14 in USD 266-2 in Maize|03,49
SG|Park 14 in USD 266-3 in Maize|01,2051
SG|Park 14 in USD 266-3 out Maize|02,4
SG|Park 15 in USD 266-2 & Maize|01,351
SG|Park 15 in USD 266-2|02,74
SG|Park 16 in USD 266-2|01,19
SG|Park 17 in 266-2 & Maize|01,1
SG|Park 2 in USD 266-2|01,270
SG|Park 5 in USD 262|03,68
SG|Park 5 in USD 266-2 & Maize|01,983
SG|Park 5 in USD 266-2 out Maize|04,80
SG|Park 5 in USD 266-3 & Maize|02,1068
SG|Park 6 in USD 266-3 & Maize|01,90
SG|Park 9 in USD 266-2|01,5
SG|Park City 11|01,215
SG|Park City 13|01,530
SG|Park City 16|01,2
SG|Park City 17|01,1
SG|Park City 18|01,467
SG|Park City 19 in USD 259-6|01,182
SG|Park City 21|01,1162
SG|Park City 23 in USD 262|01,375
SG|Park City 31 in USD 259-6|01,807
SG|Park City 31 in USD 262|02,325
SG|Park City 32 in USD 262|01,280
SG|Park City 41 in USD 259-6|01,680
SG|Park City 41 in USD 262|02,3
SG|Park City 43 in USD 259-1|02,490
SG|Park City 43 in USD 259-6|01,9
SG|Park City 44|01,100
SG|Park City 45 in USD 259-1|01,305
SG|Payne 1 in 259-1 & Kechi|05,368
SG|Payne 1 in USD 259-1|04,41
SG|Payne 1 in USD 375-1|01,333
SG|Payne 1 in USD 375-2|02,186
SG|Payne 1 in USD 385-1|03,235
SG|Riverside 1 in 261|01,37
SG|Riverside 13 in USD 260|01,9
SG|Riverside 14 in 261|01,43
SG|Riverside 15 in 260 & SV ID|02,137
SG|Riverside 15 in OL Imp Dist|01,365
SG|Riverside 3 in OL Imp Dist|01,276
SG|Riverside 3 outside OL Imp D|02,104
SG|Riverside 6 outside OL Imp D|01,172
SG|Riverside 7 in 260 & OL ID|01,740
SG|Riverside 7 in 260 & SV ID|02,209
SG|Rockford 1 in USD 260|01,376
SG|Rockford 1 in USD 263-2|02,41
SG|Rockford 1 in USD 394|03,260
SG|Rockford 2 in USD 263-1|01,22
SG|Rockford 3 in USD 263-1|01,50
SG|Rockford 3 in USD 263-2|02,182
SG|Rockford 3 in USD 263-3|03,223
SG|Rockford 4 in USD 260|01,16
SG|Salem 1 in 263-1 & PE Imp Dist|03,7
SG|Salem 1 in USD 260|01,72
SG|Salem 1 in USD 261|02,812
SG|Salem 1 in USD 263-1|04,678
SG|Salem 2|01,777
SG|Salem 3 in USD 261|01,56
SG|Salem 4 in USD 261|01,35
SG|Salem 5|01,387
SG|SE in 439-1|01,5
SG|SE in 439-3|03,111
SG|SE02 in 439-2|01,5
SG|Sherman - Rural 267-1|01,833
SG|Union 1 in 267-2 & SM Imp Dist|03,10
SG|Union 1 in USD 266-2|08,20
SG|Union 1 in USD 266-3|01,190
SG|Union 1 in USD 267-1|02,118
SG|Union 1 in USD 267-2|04,478
SG|Union 2 in 266-3 & Maize|01,558
SG|VA in 439-3 outside SE|03,157
SG|VA in USD 262|01,560
SG|VA in USD 266-2|02,8
SG|VA in USD 440-3|04,102
SG|Valley Center 11|01,1210
SG|Valley Center 21|01,1156
SG|Valley Center 31|02,1171
SG|Valley Center 32 in USD 259-6|02,7
SG|Valley Center 32 in USD 262|01,75
SG|Valley Center 33 in 262|01,9
SG|Valley Center 41|01,1230
SG|Valley Center 42|01,337
SG|Valley Center 44|01,11
SG|Viola in 356-1 & City|05,95
SG|Viola in USD 264|01,97
SG|Viola in USD 267-3|02,55
SG|Viola in USD 268|03,6
SG|Viola in USD 356-1|04,124
SG|Waco 1 in USD 261|01,34
SG|Waco 1 in USD 264|02,42
SG|Waco 1 in USD 265|03,13
SG|Waco 10 in USD 261|01,41
SG|Waco 11 in USD 265|01,2
SG|Waco 13 in USD 261|01,4
SG|Waco 2 in USD 261|01,261
SG|Waco 2 in USD 265|05,104
SG|Waco 3 in USD 265|01,13
SG|Waco 5 in USD 261|01,1
SG|Waco 8 in USD 261|01,2
SG|Waco 9 in USD 265|01,3
SH|11.1 Ward  1|01,783
SH|12.1 Ward  2|01,545
SH|13.1 Ward 3|01,513
SH|14.1 Ward 4  Comm Dist #1|01,414
SH|14.2 Ward 4  Comm Dist #2|02,413
SH|25.1 Kanorado City|01,90
SH|51.1 Grant Twp|01,44
SH|52.1 Iowa Twp  USD 314|01,1
SH|52.2 Iowa Twp  USD 352|02,19
SH|53.1 Itasca Twp|01,212
SH|54.1 Lincoln Twp|01,62
SH|55.1 Llanos Twp  USD 314|01,26
SH|55.2 Llanos Twp USD 352|02,4
SH|56.1 Logan Twp|01,165
SH|57.1 McPherson Twp|01,21
SH|58.1 Shermanville Twp|01,24
SH|59.1 Smoky Twp|01,45
SH|60.1 Stateline Twp|01,42
SH|61.1 Union Twp  USD 314|01,33
SH|61.2 Union Twp  USD 352|02,9
SH|62.1 Voltaire Twp|01,141
SH|63.1 Washington Twp|01,57
SM|Athol City|01,29
SM|Banner Township|01,50
SM|Beaver Township|01,34
SM|Blaine Township|01,34
SM|Cedar City|01,22
SM|Cedar Township|01,61
SM|Center I-Smith Center City|01,457
SM|Center II-Smith Center City|01,503
SM|Center III-Smith Center City|01,266
SM|Center III Township|01,51
SM|Center IV Township|01,82
SM|Cora Township|01,23
SM|Crystal Plains Township|01,19
SM|Dor 110 Township|01,19
SM|Dor 237 Township|01,2
SM|Dor 392 Township|01,3
SM|Garfield 237 Township|01,7
SM|Garfield 392 Township|01,24
SM|Gaylord City|01,69
SM|German Township|01,23
SM|Harlan Township|01,59
SM|Harvey 110 Township|01,7
SM|Harvey 237 Township|01,54
SM|Houston 237 Township|01,33
SM|Kensington City|01,339
SM|Lane 110 Township|01,25
SM|Lane 237 Township|01,30
SM|Lebanon City|01,153
SM|Lincoln 237 Township|01,2
SM|Lincoln 272 Township|01,40
SM|Logan Township|01,23
SM|Martin 110 Township|01,9
SM|Martin 237 Township|01,10
SM|Oak Township|01,55
SM|Pawnee Township|01,29
SM|Pleasant 110 Township|01,8
SM|Pleasant 237 Township|01,19
SM|Swan Township|01,22
SM|Valley 110 Township (Old 324)|01,2
SM|Valley 110 Township|01,42
SM|Valley 237 Township|01,2
SM|Washington Township|01,38
SM|Webster Township|01,39
SM|White Rock Township|01,25
SN|1 East Rossville 321-1|01,14
SN|1 East Rossville 321-2-R|03,409
SN|1 East Rossville 321-2|02,276
SN|1/1 501-2|01,466
SN|1/2 345-A|01,115
SN|1/2 501-2|04,393
SN|1/3 345-B|01,426
SN|1/4 345-B|02,416
SN|1/4 501-2|03,172
SN|1/5 345-A|02,851
SN|1/5 501-2|04,30
SN|1/6 345-A|01,216
SN|1/6 345-B|02,409
SN|1/6 345-C|03,344
SN|1/7 345-B|02,3
SN|1/9 345-A|01,1
SN|10 West Silver Lake 321-2|01,5
SN|10 West Silver Lake 372-S|03,401
SN|10 West Silver Lake 372|02,153
SN|10/1 501-3|02,551
SN|10/10 437-A|01,6
SN|10/10 501-3|03,558
SN|10/11 437-A|02,279
SN|10/11 501-3|03,513
SN|10/13 437-A|01,60
SN|10/14 437-A|02,354
SN|10/14 501-3|03,202
SN|10/2 437-A|01,2
SN|10/2 501-3|03,395
SN|10/3 501-3|02,835
SN|10/4 501-3|03,538
SN|10/5 501-3|02,487
SN|10/6 501-3|01,433
SN|10/7 501-3|01,526
SN|10/8 501-3|01,490
SN|10/9 501-3|01,353
SN|11/1 501-3|01,392
SN|11/10 501-3|01,354
SN|11/2 501-3|01,500
SN|11/3 501-3|01,418
SN|11/4 501-3|01,644
SN|11/5 501-3|01,540
SN|11/6 501-3|01,519
SN|11/7 501-3|01,541
SN|11/8 501-3|02,553
SN|11/9 501-3|01,555
SN|12 Grove 321-1|01,2
SN|12 Grove 321-2|02,38
SN|12 Grove 372|03,520
SN|12/1 437-A|01,515
SN|12/1 501-3|02,68
SN|12/11 437-C|01,749
SN|12/11 501-3|02,103
SN|12/13 437-A|01,606
SN|12/14 437-A|02,531
SN|12/15 437-A|02,917
SN|12/16 437-C|01,392
SN|12/16 501-3|03,637
SN|12/17 437-C|01,8
SN|12/19 437-A|01,112
SN|12/2 437-A|02,557
SN|12/20 437-A|01,715
SN|12/3 437-A|01,321
SN|12/3 501-3|02,218
SN|12/31 437-A|01,451
SN|12/4 501-3|02,600
SN|12/5 437-A|01,510
SN|12/6 501-3|02,697
SN|12/7 437-C|02,88
SN|12/7 501-3|04,657
SN|12/8 501-3|02,601
SN|12/9 501-3|02,979
SN|13/1 437-C|01,2
SN|13/12 437-C|02,1019
SN|13/2 437-A|02,289
SN|13/21 437-A|02,151
SN|13/22 437-A|01,138
SN|13/30 437-A|01,351
SN|13/5 437-A|01,70
SN|13/6 437-C|02,203
SN|13/8 437-A|01,9
SN|13/9 437-A|01,173
SN|14 Kiro 345-A|01,389
SN|14 Kiro 372|02,342
SN|14/01 437-B|01,659
SN|14/01 501-3|02,276
SN|14/02 437-B|01,835
SN|14/03 437-B|01,475
SN|14/04 437-C|01,1091
SN|14/05 437-C|01,499
SN|15 Messhoss Creek 345-A|01,326
SN|15 Messhoss Creek 372|02,254
SN|15/01 450-C|01,850
SN|15/02 450-C|01,534
SN|15/03 450-C|01,87
SN|2 West Rossville 321-1|01,79
SN|2 West Rossville 321-2-R|03,284
SN|2 West Rossville 321-2|02,198
SN|2/1 501-1|03,532
SN|2/10 501-1|01,523
SN|2/11 501-1|01,414
SN|2/2 501-1|01,437
SN|2/3 501-1|01,461
SN|2/4 501-1|02,414
SN|2/5 501-1|01,380
SN|2/6 501-1|02,499
SN|2/7 501-1|01,340
SN|2/8 501-1|02,381
SN|2/9 501-1|01,530
SN|21 Urban Hills 345-A|01,17
SN|22 Ltl Muddy Crk 345-C|01,451
SN|24 Sac 345-C|02,816
SN|25 Sherman 345-B|02,38
SN|25 Sherman 345-C|01,672
SN|26 Iroquois 345-A|01,970
SN|28 West Wichita 345-A|01,581
SN|29 Indianola 345-A|01,304
SN|29 Indianola 345-B|02,437
SN|3/1 501-2|01,512
SN|3/10 501-1|01,56
SN|3/2 501-2|01,394
SN|3/3 501-2|01,467
SN|3/4 501-2|01,468
SN|3/5 501-2|01,336
SN|3/6 501-1|01,55
SN|3/6 501-2|02,309
SN|3/7 501-2|01,522
SN|3/8 501-2|01,413
SN|3/9 501-1|01,408
SN|3/9 501-2|02,194
SN|30 Apache 345-A|01,722
SN|31 East Wichita 345-A|01,1076
SN|32 Fox 340-2|01,127
SN|32 Fox 345-C|02,701
SN|33 Elmont 345-B|02,1101
SN|34 Kilmer 340-2|01,81
SN|34 Kilmer 345-C|02,135
SN|35 Rochester 345-B|01,709
SN|36 East Soldier 345-C|01,796
SN|37 Whitfield 345-A|01,58
SN|37 Whitfield 345-B|02,541
SN|38 Sioux 345-C|01,625
SN|39 Pottawatomie 345-B|01,818
SN|4/1 450-A|01,431
SN|4/1 501-1|02,42
SN|4/10 501-1|02,516
SN|4/11 501-2|01,143
SN|4/14 501-1|01,52
SN|4/15 501-2|01,339
SN|4/2 501-1|01,699
SN|4/3 501-1|01,392
SN|4/4 501-1|01,651
SN|4/6 501-2|01,590
SN|4/7 501-1|01,355
SN|4/8 501-1|01,527
SN|4/9 501-1|01,497
SN|40 Stinson Creek 450-A|01,257
