precinct_part_text_name,Count
7.1 Almelo Twp,51
7.1 East Falls,93
7.1 Harrison Township,116
"7.1 South Roscoe, C5, 227",35
7.1 Vining City,26
7.2 Lenora City,179
"7.2 South Roscoe, C5, 102",7
7.3 Highland Twp,17
"7.3 South Roscoe, C5, 443",5
7.4 Lenora Twp,21
7.5 Modell Twp,24
7.6 Modell Twp,5
7/1 501-2,483
7/10 501-3,434
7/11 501-2,370
7/11 501-3,248
7/2 501-2,515
7/3 501-2,574
7/4 501-3,536
7/5 501-2,332
7/5 501-3,89
7/6 501-2,404
7/7 501-2,423
7/9 501-3,345
7001.3,1
7002.1,767
7004.1,755
7005.1,31
7009.1,45
7010.1,2
7011.1,186
71.1,1937
72 City of Auburn 437-B,788
73 Meadowlark 437-B,920
74 Buffalo 330-1,33
74 Buffalo 330-2,132
74 Buffalo 437-B,527
74.1,2187
74.2,814
76.1,185
8.1,744
8.1 Clayton City,38
8.1 Diamond  Elmdale City,26
"8.1 Sawlog E 227, Com 4",32
8.1 Wakefield City,667
8.1City of Chase Lincoln,267
8.2 Clayton Twp,10
8.2 Lincoln Township,59
8.3 Clayton Twp,20
8.4 Noble Twp,5
8.5 Noble Twp,8
8/1 501-2,466
8/10 501-3,393
8/11 501-3,566
8/2 501-2,476
8/3 501-2,541
8/4 501-2,534
8/5 501-3,740
8/6 501-3,384
8/7 501-2,503
8/8 501-2,430
8/9 501-3,529
80 Gaillardia 437-A,843
81 Dover 321-2,63
81 Dover 330-1,449
81 Dover 437-B,60
82 Willard 321-2,361
82 Willard 321-2-W,31
82 Willard 330-1,26
82 Willard 437-A,92
83 Ichabod Wsbn 437-C,13
84 Yucca 330-1,73
84 Yucca 437-B,183
85 Aldersgate 437-C,373
86 Sunflower 437-C,1162
87 Washburn 437-B,586
87 Washburn 437-C,276
89 North Mission 437-A,187
9 East Silver Lake 372,303
9 East Silver Lake 372-S,542
9.1,679
9.1 East Strong,98
9.1 Leota Twp,44
9.1 Mitchell Township,49
"9.1 Sterling 227, C4",2
9.2 Mitchell Township,3
9.2 Orange Twp,38
"9.2 Sterling 347, C4",11
9.3 Mitchell Township,1
"9.3 Sterling 228, C4",47
9.4 Mitchell Township,36
"9.4 Sterling 381, C4",16
"9.5 Sterling 496, C4",1
9/1 501-2,140
9/10 501-2,313
9/10 501-3,556
9/11 501-2,430
9/12 501-2,296
9/2 501-2,443
9/2 501-3,8
9/3 501-2,493
9/3 501-3,240
9/4 501-2,584
9/5 501-2,598
9/6 501-3,613
9/8 501-3,900
9/9 501-2,386
90 South Mission 437-B,454
90 South Mission 437-C,57
9001.1,124
9001.3,303
9002.1,4
9003.1,125
9004.1,21
9005.1,23
9007.2,407
9008.1,2
9009.1,1
9010.1,555
9010.2,15
9010.3,55
9011.1,2
9012.1,5
91 Central Mission 437-C,777
92 Sherwood 437-C,552
93 South Sherwood 437-C,569
94 Indian Hills 437-C,651
95 York 437-C,686
96 Vaquero 437-A,1
96 Vaquero 437-C,452
97 York Outer 437-C,73
99 Verbena 437-A,113
A/001 Parsons 1W1P,553
A/002 Parsons 1W2P,303
A/003 Parsons 1W3P,334
A001.1,1658
A002.1,1049
A003.1,1041
A003.2,281
A006.1,226
A006.2,2
A007.1,306
A008.1,2
A1.1 Alta - 313-3,88
A1.1 Alta 313-3 - FD5,32
A1.2 Alta - 369,11
A1.2 Alta 369 - FD5,16
A1.3 Alta - 423-3,27
A2.1 Garden - 423-3,181
A2.2 Garden - 440-1,16
A2.3 Garden - 460,3
A3.1 Emma - 423-3,7
A3.2 Emma - 460,374
A4.1 Highland - 373,4
A4.1 Highland - 373 - FD1,86
A4.2 Highland - 411-3 - FD1,18
A4.3 Highland - 460,98
A4.3 Highland - 460 - FD1,56
A5.1 Walton - 373 - FD1,150
A5.2 Walton - 398-2,15
A5.2 Walton - 398-2 - FD1,7
A5.3 Walton - 398-1,12
A5.3 Walton - 398-1 - FD1,43
A6.1 Burrton - 369,126
A7.1 Halstead - 440-1,199
A7.1 Halstead - 440-1 LAR,29
A8.1 Macon - 373,7
A8.2 Macon - 440-1,219
A8.3 Macon - 460,48
A8E.1 Macon East 72 - 373,57
A8E.2 Macon East 72 - 440-1,2
A8E.3 Macon East 72 - 460,3
A9.1 Newton - 373 Part A,4
A9.2 Newton - 373 Part B,205
A9C.3 Newton 72 - 373 Part C,7
A9C.4 Newton 72 - 373 Part D,59
A9C.5 Newton 72 - 373 Part E,2
A9N.1 Newton 74 - 373 Part A,3
A9N.2 Newton 74 - 373 Part B,36
AB City USD435-1 Prc 1,16
AB City USD435-1 Prc3,495
AB City USD435-1 Prc4,525
AB City USD435-1 Prc5,773
AB City USD435-2 Prc 1,733
AB City USD435-2 Prc2,898
AB City USD435-3 Prc2,248
AB City USD435-3 Prc3,205
AB City USD435-3 Prc4,376
AB City USD435-3 Prc5,343
Abbyville USD 310,55
AC 001E,204
AC 001N,89
AC 001W,111
AC 002,555
AC 1A,2018
AC 1AAX,1
AC 1ABX,30
AC 2A,1261
AC 2AAX,2
AC 3A,1473
AC 4A,1332
Adams Twp - USD 113,13
Adams Twp - USD 115,122
Adell/1/412,11
Adria-USD 321 1-4 HOSPITAL,91
Adrian-USD 322 6 HOSPITAL,2
Adrian - USD 321 1-4,24
Aetna Twp (Usd 255),6
Afton in 265 & LW Imp Dist,180
Afton in USD 264,1
Afton in USD 265,535
Afton in USD 267-3,491
Afton in USD 268,1
Agency 421 MD 2-4,2
Agency 421 MD 3-4,8
Agency 456 MD 147,5
Agency 456 MD 257,25
Agency 456 MD 367,73
Agenda City EC - 109 2/5 C1,31
Agra City 110/1/FD3A,180
AH,29
AL / SP 339,6
AL / SP 342-1,244
AL / SP 449-2,168
AL / SP 464-2,264
AL.1 Allison Township (211NT),4
AL.2 Allison Township (412SD),17
Alamota Twp,37
Albano/350 Mem 3-6/H1/C3,15
Albano/351 Mem 2-3-6/H2/C3,6
Albano/438/H1/C3,11
Albert City,119
Albion - 108 C1 F3,3
Albion - 109 2/5 C1 F3,39
Albion Twp,34
Albion USD 311,136
Alexander-Belle Prairie Twsp.,39
Alexander City,31
Allen Township USD 331 Pos. 5,97
Allen TWP 273,18
Allen TWP 333,4
Allodium Twp/USD 211/2-5,16
Allodium Twp/USD 211/3-6,2
Allodium Twp/USD 281,11
Alma City 329-2,217
Alma City 329-4,68
Alma City 329-5,321
Alma Twp 329-2,86
Alma Twp 329-4,154
Alma Twp 329-5,62
Alta Vista 417,289
"Alton City/392, 3",80
Andale 267-1,624
Andover W1 385-1 99 CM 1,3753
Andover W1 385-2 99 CM 1,2279
Andover W2 385-3 99 CM 1,3470
Andover W3 385-3 77 CM 5,180
Andover W3 385-3 77 CM 5 A,957
Andover W3 385-3 77 CM 5 Exc C,166
Andover W3 385-3 88 CM 5,825
Andover W4 385-3 77 CM 5,292
Anthony / WD1/H832/SD361,719
Anthony / WD2/H832/SD361,295
Anthony / WD3/H832/SD361,175
Anthony / WD4/H832/SD361,230
Anthony Lake / WD2/H832/SD361,47
Anthony PowerPl/WD3/832/361,2
App/C3/H1/459,3
App/C3/H2/219,113
App/C3/H3/220,2
Appanoose Twp/287/1-4,217
Arcade Twp 110/1/FD1,3
Arcade Twp 110/1/FD3A,16
Arcade Twp 325/1/FD1,18
Arcade Twp 325/2/FD1,25
Arcadia City,215
Argonia City 359/1,216
Argonia City 359/3,101
Arion Twp/333/MD3/CC2,58
Arion Twp/334/MD2/CC2,14
Arlington City USD 310,280
Arlington Twp USD 310,81
Arvonia 243 MD 147,50
Arvonia 243 MD 257,7
Arvonia 251 MD__ RF1,30
Arvonia 420 MD 147,3
Ash Creek (112/5),1
Ash Creek (327/3),44
Ash Valley Twp / 495 / 3-6,36
Ash Valley Twp / 496 / 246,1
Asherville Township,69
Ashland Twp-1,114
Ashland Twp-2,13
AT,13
AT.1 Altory Township,17
Athens TWP 273 1-4,49
Athol City,29
Attica / USD 511/H22,361
Attica 1 in USD 265,25
Attica 12 in USD 265,65
Attica 13 in USD 265,4
Attica 16 in USD 265,2
Attica 2,108
Attica 22 in USD 265,143
Attica 3 in 267-2 & SM Imp D,29
Attica 3 in USD 265,238
Attica 3 in USD 267-1,64
Attica 3 in USD 267-2,428
Attica 3 in USD 267-3,35
Attica 4 in USD 265,3
Attica 5 in USD 265,47
Attica 5 in USD 266-1,28
Attica 5 in USD 266-3,43
Attica 5 in USD 267-2,179
Attica 6,115
Attica 7 in USD 267-2,5
Attica 8,29
Attica 8 in RR Imp Dist,59
Augusta Twp 205 - 32,74
Augusta Twp 205 14,25
Augusta Twp 32 375-6 B,3
Augusta Twp 32 402 A,11
Augusta Twp 375-6 - 32,6
Augusta Twp 375-6 14,235
Augusta Twp 402 - 32,642
Augusta Twp 402 14,40
Augusta W1,1725
Augusta W2,1241
Augusta W3,1837
Augusta W4,1674
Augustine Twp. #467,16
Aurora City/333/MD3/CC1,32
Aurora Twp/333/MD3/CC1,46
"AV Twp Comm Dist 1, 1-4",32
"AV Twp Comm Dist 1, 3-6",13
Avon Twnshp 353/3,196
Avon Twnshp 358/2,8
Avon Twnshp 358/3,28
"Avon Twp, 244/3",23
"Avon Twp, 245/1",39
"Avon Twp, 245/2",64
B/004 Parsons 2W1P,224
B/005 Parsons 2W2P,398
B/006 Parsons 2W3P,625
B001.1,1169
B002.1,2
B005.1,6
B006.2,2
B008.1,4
B009.1,3
B1.1 Pleasant - 206,106
B1.1 Pleasant - 206 - FD1,74
B1.2 Pleasant - 373,53
B1.2 Pleasant - 373 - FD1,131
B2.1 Lake - 312-3 - FD5,3
B2.2 Lake - 369 - FD5,56
B2.3 Lake - 369 - FD5mh,50
B2.4 Lake - 440-3 - FD5,2
B3.1 Lakin - 439-3,25
B3.2 Lakin - 440-3,130
B3.2 Lakin - 440-3 LAR,1
B3.3 Lakin - 440-1,37
B3.3 Lakin - 440-1 LAR,2
B4.2 Sedgwick - 439-3,86
B4.3 Sedgwick - 440-3,30
B4.4 Sedgwick - 440-1,20
B4E.1 Sedgwick East-72 - 373,4
B4E.2 Sedgwick East-72 - 439-3,74
B4E.3 Sedgwick East-72 - 440-3,12
B4E.4 Sedgwick East-72 - 440-1,6
B5.1 Darlington - 206,29
B5.2 Darlington - 262-2,3
B5.3 Darlington - 373,267
B5.4 Darlington - 439-3,41
B5N.3 Darlington North - 373,89
B6.1 Richland - 206,268
B6.2 Richland - 373,28
BA.1 Bassettville Township,12
Bach TWP 389 Mem 3,159
Bachelor TWP 389 Mem 5,8
Bachelor TWP 390,11
Baker (293) CC1,37
Baker (293) CC2,150
Baker (293) Quinter,639
Baker 247 14,67
Baker 250,744
Bala Twp-1,204
Bala Twp-3 Leonardville City,273
Bald USD 113-b,15
Bald USD 364,45
Banner,101
Banner - USD 336,57
Banner - USD 336.,197
Banner 473-3,29
Banner 481-2,59
Banner Township,50
"Banner Twsp. (395, 5)",8
"Banner Twsp. (403, 1-4)",54
Barclay 251 MD 147_RF1,19
Barclay 420 MD 147,134
Barnard-Salt Creek,8
Barnard-Scott,42
"Barnes City, 223.3",84
"Barnes Township, 223.3",8
"Barnes Township, 223.4",19
"Barnes Township, 498.3-6",9
Barrett Twp-USD 314,61
Barrett Twp-USD 315,19
Bassett City 257,21
Battle Creek 298,18
Battle Creek 299 02,3
Battle Hill - USD 400,10
Battle Hill - USD 419,75
Bazine City H2/106/1,173
Bazine Twp H1/106/1,18
Bazine Twp H1/395/1,1
Bazine Twp H2/106/1,69
BC  No/ F 458-2,6
BC No/ F 458-1,3332
BC So/F  458-2,2766
BE.1 Beaver Township,49
Bear Creek T/S,23
Beaver - 333 C2 F1CR,1
Beaver - 426 2 C2 F12,28
Beaver - 426 2 C2 F1CR,25
Beaver 298,42
Beaver Township,34
Beaver Twp,162
Beaver Twp 326/6/FD2,36
Beaver Twp 326/6/FD4,2
Beaver Twp REC,60
Beaver/358/3-6,8
Beaver/465,75
Beaver/470,56
Bel Aire 1,2320
Bel Aire 2,1806
Bel Aire 3 in 259-1,2672
Bel Aire 3 in 375-1,462
Bel Aire 4,4
Bell USD 310,42
Bell USD 311,2
Bell USD 331 1-4,1
Belle Plaine City 357/1,501
Belle Plaine City 357/2,70
Belle Plaine City 357/3,453
Belle Plaine Twnshp H 79 357/1,60
Belle Plaine Twnshp H 79 357/2,315
Belle Plaine Twnshp H 79 357/3,72
Belleville-Chautauqua,104
Belleville-Chautauqua City,61
Belleville-Peru,113
Belleville-Peru City,72
Belleville -109 1/4 C3 F7,75
Belleville -109 2/5 C3 F7,92
Belmont Twp 325/3/FD1,17
Belmont Twp 325/3/FD4,2
Belmont Twp 326/6/FD4,12
Belmont Twp USD 331 Pos. 4,27
Belmont Twp USD 332 Pos. 4,14
"Beloit Township/1st Comm, 1-4",2
"Beloit Township/1st Comm, 2-5",19
"Beloit Township/1st Comm, 3-6",53
"Beloit Township/2nd Comm, 1-4",42
"Beloit Township/2nd Comm, 3-6",34
Belpre City / USD 351,50
Belpre Twp / USD 351,39
Belpre Twp / USD 502,28
Belv A Twp CD1/422,2
Belv Twp CD1/474,21
Belvue City   320.5,138
Belvue Twp 320.5,105
Belvue Twp 321 1.4,19
Belvue Twp 321 3.6,6
Benkelman Twp,28
Bennett Twp USD 331 Pos. 5,35
Bennett Twp USD 331 Pos. 6,123
Bennington City,396
Bennington Twp 239,2
Bennington Twp 240/2-5,419
Bennington Twp 240/3-6,41
Benton 338,12
Benton 339,5
Benton 339 H63,37
Benton 377,160
Benton 377 H63,128
Benton City 75 375-2,662
Benton City 75 375-2 C,1
Benton City 85 375-2,92
Benton Twp 75 375-4,514
Benton Twp 75 375-6,68
Benton Twp 75 375 -2,162
Benton Twp 75 385-2,166
Benton Twp 85 375-2,289
Benton Twp 85 385-2,7
Bern City,127
Berwick Twp - USD 113,284
"Bethany Twp/272, 1-4",14
"Bethany Twp/392, 3",42
Beulah 247 25,67
Beulah 247 25b,74
Beulah 247 36,6
Beulah 248 36,75
Beverly,70
Big Bend - 109 1/4 C2 F1,6
Big Bend - 109 1/4 C2 F2,30
Big Bend - 109 1/4 C2 F9,11
"Big Bow Twp, CC 3,  USD 452",124
Big Creek (101/3),175
Big Creek (413),194
Big Timber 489,1
Big Timber Twsp.,36
Big USD 380,18
Big USD 384,2
Big USD 498,4
Bird City Twp/15,93
Bird City Twp/26,81
Bison City,128
Black Wolf (327/3),80
Blaine Township,34
Blaine Twp 239/2-5,52
Blaine Twp 239/3-6,42
Blaine USD 397,29
Blaine USD 410,4
Blaine USD 481,4
Blakely - USD 473,8
Blakely - USD 475,68
Blakely - USD 481,11
Blm/3/316,23
Blm/3/412,9
Bloom Twp/219/mhd,61
"Bloom Twp/272, 3-6",50
"Bloom Twp/392, 3",1
Bloomfield Township,63
Bloomington Twp 205,262
Bloomington Twp 396,30
Bloomington Twp 402,110
Blue Hill Township/273,6
Blue Hill Township/299,18
Blue Mound City,178
Blue Mound Twp Bm00001.1,51
Blue Mound Twp Bm00001.2,115
Blue Twp H51 323.4,30
Blue Twp H51 383.7,3369
Blue Twp H61 323.3,59
Blue Twp H61 323.4,17
Blue Twp H61 378 3.6,153
Blue Twp H61 383.7,420
Blue Valley 384.2,48
Blue Valley 384.3,63
Bluff / USD 361/H832,34
Bluff Twnshp 359/3,6
Bluff Twnshp 360,40
Bogue City/USD 281,109
Bolton E H12/470,207
Bolton W/358/3-6,6
Bolton W/470,798
Bonaville - USD 306,5
Bonaville - USD 400,56
Bow Creek Twp 110/1/FD3B,14
Bow Creek Twp 325/1/FD3B,11
BOW/1/412,25
BOW/Geuda Springs/358/3,10
BP Twnshp H79 263/3,119
BP Twnshp H79 263/3 BP DD,4
BP Twnshp H79 263/3 Cowskin DD,349
BP Twnshp H79 263/3 Pt A,1
BP Twnshp H79 357/1 Cowskin DD,202
BP Twnshp H79 357/2 Cowskin DD,16
BP Twnshp H82 263/3 BP DD,9
BP Twnshp H82 263/3 Pt A,1
BR City USD 364,4
BR City USD 498.2,71
BR City USD 498/B.1,446
BR City USD 498/B.2,173
BR USD 498,62
Br. Grove Twp,31
"Brantford Township, 109.2-5",8
"Brantford Township, 223.1",2
"Brantford Township, 224.3",53
Brazilton,56
Brewster City-USD 314,207
Bronson City,192
Brownscreek TWP 273 1-4,43
Bruno Twp N 375-6 77 -1,152
Bruno Twp N 385-2 - 77 - 1,31
Bruno Twp N 385-2 - 99 - 1,276
Bruno Twp N 385-3 - 99 - 1,28
Bruno Twp N 385-3 77 - 1,458
Bruno Twp N 402 77 - 1,281
Bruno Twp N 402 77 - 1 B,94
Bruno Twp N 402 77 - 1 C,45
Bruno Twp S 385-3 77 CM 5,194
Bruno Twp S 385-3 88 CM 5,5
Bruno Twp S 402 77 CM 5,241
Bryant Twp/USD 208,3
Bryant Twp/USD 281,50
Bryant Twp/USD 412,3
BS01-01.204,1234
BS02-01.204,1225
BS03-01.204,1401
BS04-01.204,1412
BSPG City 458-2,5
BT / F 458-1,845
BT / F 458-2,343
BT / F 469,396
Buckeye 1-435-3,11
Buckeye 1-473-1,23
Buckeye 435-1,50
Buckeye 435-3,188
Buckeye 473-1,61
Buckeye Twp 240,67
Buckeye Twp 393,9
Bucklin City/459/bhd/bcd,497
Bucklin Twp/381/1-4/shd,5
Bucklin Twp/459/bhd,3
Bucklin Twp/459/bhd/bcd,55
Buffalo Twp,311
Buffalo TWP 107-2,56
Buffalo Twp/333/MD3/CC2,69
Buhler USD 313 3-6,944
Bulingame SO 454 MD 367 WS,37
Burdett City,164
"Burl City, Wd 1, USD 244/1",52
"Burl City, Wd 1, USD 244/2",249
"Burl City, Wd 1, USD 244/5",281
"Burl City, Wd 2, CC Hts, 244/6",77
"Burl City, Wd 2, Excl, 244/6",7
"Burl City, Wd 2, USD 244/2",32
"Burl City, Wd 2, USD 244/3",230
"Burl City, Wd 2, USD 244/5",129
"Burl City, Wd 2, USD 244/6",87
"Burl City, Wd 3, USD 244/3",102
"Burl City, Wd 3, USD 244/4",409
"Burl City, Wd 3, USD 244/6",68
"Burl Twp, 244/1",23
"Burl Twp, 244/2",6
"Burl Twp, 244/3",44
"Burl Twp, 244/4",92
"Burl Twp, 244/5",36
"Burl Twp, 244/6",111
Burlingame NO 330 MD 257,102
Burlingame NO 330 MD 257 WS,35
Burlingame NO 434 MD 257,48
Burlingame NO 437 MD 257,41
Burlingame NO 454 MD 147,110
Burlingame NO 454 MD 147 WS,188
Burlingame SO 454 MD 257,15
Burlingame SO 454 MD 257 WS,21
Burlingame SO 454 MD 367,45
Burns,140
Burr Oak,113
Burr Oak City 107-2,112
Burr Oak TWP 107-2,52
Byers USD 438  Comm 2,28
Byron/350 Mem 1-4/H3/C2,33
Byron/355/H3/C2,12
"C. City Comm Dist 1, 1-4",6
"C. City Comm Dist 1, 2-5",101
"C. City Comm Dist 2, 1-4",74
"C. City Comm Dist 2, 2-5",291
"C. City Comm Dist 2, 3-6",4
C/007 Parsons 3W1P,321
C/008 Parsons 3W2P/503,456
C/008 Parsons 3W2P/506,194
C/009 Parsons 3W3P/503,380
C/009 Parsons 3W3P/506,60
C/010 Parsons 3W4P/503,643
C/010 Parsons 3W4P/506,81
C001.1,702
C001.2,1705
C002.1,4
C002.2,8
C003.1,1150
C003.2,420
C004.1,1310
C006.1,2428
C007.1,33
C008.1,791
C009.1,2352
C010.1,1428
C013.1,1469
C014.1,1039
C017.1,3
C019.1,350
C020.1,859
C022.1,128
C022.2,4
C023.1,2
C025.1,5
C026.1,3
C027.1,2
CA - NC City H71 (393-25),83
CA H71 (240-36),26
CA H71 (305),136
CA H71 (393-25),72
CaC W1,290
CaC W1 ExA,2
CaC W1 ExC,2
CaC W2,283
CaC W3,338
CaC W4,345
CaC W4 ExA,1
Caldwell Twnshp 360,101
Caldwell W1 360,238
Caldwell W2 360,447
Calhoun Twp/25/297,28
Calhoun Twp/26/103,7
Calvin TWP 107-2,42
Caneyville-USD 282,13
Caneyville-USD 285,37
Caneyville-USD 286-Member #1,6
Canren (327/1),52
Canton C - USD 419,402
Canton T-  419 (1-4),35
Canton T-  419 (3-6),108
Canton Twp USD 331 Pos. 6,67
Canton Twp USD 361,5
Canville H2 (413),141
Canville Part A H7 (101/1),5
Canville Part A H7 (413),247
Canville Part B H7 (413),5
Capaldo 246 25,12
Capaldo 246 25 HD,24
Capaldo 248 14,191
Capaldo 249,129
Capaldo 249 HD,39
Capioma Twp - USD 113,118
Carlton City USD473-3,35
Carlyle Twp 257,226
Carlyle Twp 479,11
Carneiro (307/1),16
Carneiro (327/3),29
Carr Creek Township/2-5,5
Carr Creek Township/3-6,11
Cassoday City 492-1,76
Castle - USD 444,50
Castleton USD 311,175
Castleton USD 312 1-4,56
Catlin,38
Catlin USD408/Hospital Dist,24
Catlin/Hospital Dist,54
Catlin/Peabody City East,2
Catlin/Peabody City West,6
Cawker City,317
Cawker Township,38
CC.2 Clayton City (211NT),2
CC/225/F,39
CC/225/M,9
CC/226/M,16
CE.1 Center Township,39
Cedar - USD 336,88
Cedar - USD 336.,95
Cedar - USD 337 1-4,153
Cedar - USD 337 3-6,391
Cedar City,22
Cedar Township,61
Cedar/285,14
Cedar/471/3-6,10
Cedron 299 01,1
Cedron 299 02,24
Cen1/C1/H3/220/City,381
Cen2/C2/H3/220/City,218
Cen2/C2/H3/220/Rural,75
Center-USD 282,22
Center-USD 285,2
Center-USD 286-Member #1,26
Center 1,38
Center 2,250
Center 339,46
Center 377,393
Center 473-1,151
Center 473-3,132
Center I-Smith Center City,457
Center II-Smith Center City,503
Center III-Smith Center City,266
Center III Township,51
Center IV Township,82
Center Township,20
Center Twp,51
Center Twp - USD 115,80
Center Twp - USD 380,55
Center Twp (H) 320.5,20
Center Twp (H) 322.6,21
Center TWP 107-1,89
Center Twp 239,64
Center Twp 320.5,33
"Center Twp USD 111 1,3,5,7",8
"Center Twp USD 111 2,4,6,7",5
"Center Twp USD 114 1,3,5,7",2
Center Twp USD 429 1-7,489
Center Twp/366 ALG /1,29
Center Twp/366 ALG /3,147
Center Twp/366 ALG/1,169
Center Twp/366 ALG/3,118
Center Twp/387/6 7/ 1,1
Center Twsp.,55
Center USD 310,5
Center USD 312 2-5,166
Center USD 364,74
Center USD 380,32
Centerville (101/1),206
Centerville (101/2),76
Centerville Twp Ce00002.1,155
Centerville Twp Ce00002.2,152
Centerville Twp Ce00002.3,38
Centralia-Home 380 2-5,143
Centralia-Home 380 3-6,132
Centralia-Illinois,49
Centre USD 397-6,4
"Centre USD 408-1,4",11
"Centre USD 408-1,4/CVD",4
"Centre USD 408-2,5",105
"Centre USD 408-2,5/CVD",1
"Centre USD 408-3,6",46
"Centre USD 408-3,6/CVD",1
"Centre USD 408-3,6/Imp#2",210
CF USD 322,2
CF USD 380,15
CF USD 380.2,17
"CG-Ward 1 - 417, Bd 1",435
"CG-Ward 2 - 417, Bd 1",389
"CG-Ward 3 - 417, Bd 1",659
CH USD 498,99
Chalk 329-4,2
Chalk 330-3 & 6,14
Chalk 417,20
Chanute  P1 Ward 3 (413),1226
Chanute  P2 Ward 2 (413),596
Chanute  P3 Ward 3 H2 (413),178
Chanute P1 Ward 2 (413),590
Chanute P1 Ward 3 EX (413),1
Chanute P1 Ward 4 (413),678
Chanute P2 Ward 3 (413),518
Chanute P2 Ward 4 A H2 (413),7
Chanute P2 Ward 4 B H2 (413),1
Chanute P2 Ward 4 H7 (413),454
Chanute P3 Ward 3 EX (413),4
Chanute P3 Ward 3 H7 (413),899
Chanute P3 Ward 4  H2 (413),46
Chanute P3 Ward 4 EX C (413),5
Chanute P3 Ward 4 H7 (413),448
Chanute Ward 1 (413),189
Chapman City 473-2,1004
Chapman Twp 239,29
Chapman Twp 379,7
"Char Twp, 223.4, Hanover Hosp",21
"Char Twp, 223.6, Hanover Hosp",5
"Charleston Township, 108.2-5",12
"Charleston Township, 223.4",6
"Charleston Township, 223.6",4
ChC W1,732
ChC W2,551
Cheever 435-3,4
Cheever 473-1,104
Chelsea Twp 389,3
Chelsea Twp 490,43
Chelsea Twp 492-1,137
Chelsea Twp 492-2,25
Cherokee,367
Cherokee-Sheridan 247 25,151
Cherokee-Sheridan 247 25 HD,78
Cherokee-Sheridan 247 36,12
Chetopa H13 (447),136
Chetopa H2 (101/1),1
Chetopa H9 (101/1),109
Chetopa H9 (413),3
Chetopa H9 (447),29
Cheyenne Twp,82
Cheyenne Twp / IM,113
Cheyenne Twp REC,120
Chicopee 247 14,391
Chicopee 250,31
Chikaskia 331 Pos. 6 Harp Hosp,6
Chikaskia Twnshp 359/3,18
Chikaskia Twnshp 360,24
Chikaskia Twp USD 331 Pos. 6,8
Chikaskia Twp USD 332 Pos. 6,13
Cimarron City E USD 102,1070
Cimarron City NW USD 102,259
Cimarron City SW USD 102,92
Cimarron Twp E USD 102,132
Cimarron Twp NW USD 102,20
Cimarron Twp NW USD 477,6
Cimarron Twp SW USD 102,80
Cimarron Twp SW USD 477,3
Cimarron Twp USD 102,11
Circleville City - USD 335 3,106
City of B'Game South MD257 WS,122
City of B'Game South MD367 WS,362
City of Bentley,377
City of Bird City,308
City of Burlingame North WS,192
City of Carbondale North,488
City of Carbondale South,486
City of Cheney 01,1475
City of Colwich in 267-2,971
City of Eastborough,654
City of Lyndon North 1-4,567
City of Lyndon North 2-4,7
City of Lyndon South 1-4,126
City of Lyndon South 2-4,93
City of Melvern,270
City of Olivet,56
City of Overbrook,738
City of Quenemo,223
City of Scranton,465
Claflin City REC,466
Clarence Twp 428,46
Clarence Twp 495,50
Clark USD 397-6,57
Clark USD 397-6/Imp#3,12
"Clark USD 408-1,4",19
"Clark USD 410,1-4",3
Clay North En USD 313 2-5,4
Clay North USD 313 1-4,242
Clay North USD 313 2-5,403
Clay North USD 313 3-6,94
Clay South H102-1 USD 313 2-5,142
Clay South H104 USD 313 2-5,328
Clay South H104 USD 313 3-6,152
Clay South H114 USD 312 3-6,132
Clay South H114 USD 313 2-5,62
Clay South H114 USD 313 3-6,6
Clay South USD 308 H102A,1
Clay South USD 312-3-6 H102A,5
Clay Twp 205,22
Clay Twp 396,21
Clay Twp 462,19
Clear Ck Twp (H) 322.5,25
Clear Ck Twp (H) 323.6,75
Clear Creek - USD 113,12
Clear Creek - USD 115,62
Clear Creek (327/3),78
Clear Creek USD  397-6,60
Clear Creek USD 397-6/Imp #3,28
"Clear Creek USD 408-2,5",7
Clear Creek USD397-5,112
Cleve USD 380,61
Cleveland Run Twp/14,26
Cleveland Run Twp/25,11
Cleveland Twp,7
Cleveland Twp REC,26
Cleveland/350 Mem 1-4/H1/C2,41
Cleveland/351/Mem 1-4-5/H1/C2,2
Clifford Twp 206,70
Clifford Twp 398,56
"Clifton City, 224.1",22
"Clifton City, 224.2",166
"Clifton Township, 224.3",53
"Clifton Township, 224.6",14
Climax City,49
Clr Crk/351 Mem 2-3-6/H2/C3,19
Clyde City/224/MD4/CC1,185
Clyde City/224/MD5/CC1,249
Clyde City/224/MD6/CC1,28
Cntr 1 CD2/422,245
Cntr 1 Twp CD2/300,6
Cntr 1 Twp CD2/422,146
Cntr 1A Twp CD3/422,47
Cntr 2 CD2/422,116
Cntr 2A CD3/422,150
Cntrp N Twp/287/1-4,358
Cntrp N Twp/348/3-6,17
Cntrp S Twp/287/1-4,145
Cntrp S Twp/287/2-5,210
Cntrp S Twp/287/2-5/DD,21
Cntrp S Twp/290,4
"CO Twp Comm Dist 1, 1-4",78
"CO Twp Comm Dist 1, 2-5",11
"CO Twp Comm Dist 1, 3-6",11
"CO Twp Comm Dist 2, 1-4",25
"CO Twp Comm Dist 2, 3-6",9
CO.1 Cook Township (294),17
CO.2 Cook Township (316TH),1
Coats-10 USD 438  Comm 3,61
CoC P1,939
CoC P1 DD1,15
CoC P1 ExF,8
CoC P2,763
CoC P2 DD1,7
CoC P3,821
