precinct_text_designation,Count
02C,449
02D,463
02E,392
03,5048
030,908
0301,1506
0302,2484
0303,1538
0304,1325
0305,805
0306,2671
0307,2111
0308,2245
0309,770
031,2267
0310,2073
0312,919
0313,2430
0314,2104
0315,1821
0316,1222
0317,22
0318,254
0319,566
032,1597
032.1,241
0320,661
0321,98
0324,920
0325,1172
0326,183
0328,146
033,2265
033 A,382
033 B,288
033 C,76
033.1,81
0330,1594
0331,386
0332,872
0333,1236
0334,823
0335,649
0336,264
0339,1952
034,1480
035,3636
035B,494
036,3398
037,2309
037 A,472
038,1756
038 A,89
038B,435
039,2778
03A,594
03B,514
03C,701
03D,430
03W,118
04,5552
040,2551
0401,1581
0402,1533
0403,1417
0404,3325
0405,1601
0406,2330
0407,556
0408,2256
0409,1454
041,2009
0410,2809
0411,144
0412,3760
0413,2438
0414,1177
0415,339
0416,1194
0417,1319
0418,1836
0419,1284
042,2085
0420,1666
0422,1204
0423,1688
0424,873
0425,2645
0426,220
0429,998
042B,512
043,3533
0431,147
0433,763
0434,2
0437,1058
044,1265
0444,148
0445,732
0446,287
0447,318
0448,124
0449,691
044B,438
045,2837
046,2972
046 A,208
046B,1205
047,3110
048,3872
049,1879
049B,276
05,5754
050,2583
050 A,528
0501,433
0502,482
0503,2842
0504,2076
0505,538
0506,2498
0507,2303
0508,2034
0509,2327
050B,71
051,960
0510,2665
0511,663
0512,4189
0513,1891
0514,2868
0515,2200
0516,1261
0517,1294
0518,1564
0519,1805
052,1846
0522,1571
0523,1500
0524,2352
0525,1836
0526,2065
0527,2052
0528,2
052B,90
053,814
0530,1970
0531,2842
0534,241
0539,2013
053B,1017
054,1836
054 A,424
0541,3
0544,257
0545,959
0549,23
055,1297
0550,71
0551,10
055B,80
056,1908
056B,23
056C,98
057,2172
057B,206
057C,99
058,526
059,1304
0591,222
05A,165
05B,107
05C,108
05W,91
06,4338
060,2070
0601,3201
0602,2990
0603,1170
0604,2862
0605,1347
0606,1166
0607,2446
0608,2609
0609,4046
061,2357
0610,1727
0611,1232
0612,2224
0613,1801
0614,1231
0615,3181
0616,1422
0617,1058
0618,715
0619,1824
061B,287
062,2636
0621,666
0622,2132
0623,2322
0624,218
0626,20
0627,129
0629,146
063,1659
0630,5
0632,843
0633,819
0634,311
063B,315
063C,560
064,1490
064B,1
065,290
065B,19
065C,3
065D,4
065E,32
066,1431
066B,3
066C,297
067,353
067A,1126
067C,116
068,292
069,970
06W,68
07,6846
070,1045
0701,483
0702,515
0703,574
0704,536
0705,421
0706,404
0707,423
0709,345
071,2903
0710,434
0711,618
072,1394
073,554
074,3721
075,45
076,396
077,623
077B,697
078,602
079,258
07B,47
07D,445
08,5186
080,260
0801,466
0802,476
0803,541
0804,534
0805,740
0806,384
0807,503
0808,430
0809,529
081,214
0810,393
0811,566
082,864
083,456
084,1246
085,229
09,5384
090,174
0901,140
0902,451
0903,733
0904,584
0905,598
0906,613
0908,900
0909,386
091,126
0910,869
0911,430
0912,296
092,155
1,1619
10,4650
100,553
1000,410
100000,60
1000000,222
100001,1181
100001A,896
100002,2336
100003,1554
100004,55
100004A,2095
100005,2622
100006,1566
100006A,1192
100007,400
100007A,51
100009,38
100009A,98
100012,5
100035,5
1000EF,95
1001,723
1002,1677
1003,1445
1004,2198
1005,511
1006,591
1007,526
1008,582
1009,367
101,1314
1010,564
1010001,36
1010002,61
101001,19
1011,1718
1012,504
1013,719
1014,892
102,7
1021,1264
1022,555
1023,757
1024,674
103,5
1031,2453
1032,694
1034,946
1042,527
1044,648
10501,50
1052,988
1054,1165
1064,179
107,2
10A01,92
10NO,192
10SO,484
11,6297
11.5,240
110,106
1100,715
1100003,98
1100004,136
110001,2082
110002,2084
110002A,96
110003,1380
110003A,277
110004,991
110007,370
110007A,694
110009,180
11005A,199
11005AA,411
11006A,490
11006AA,423
1101,2727
1102,2132
1102A,150
1103,1118
1104,1545
1105,1656
1106,519
1107,541
1108,553
1109,555
111,4
1110,354
1111001,58
1111002,66
1111003,93
112,4
11201,4
114501,44
116,2
118,2
11A,25
12,7848
12.4,114
120,287
1200,218
1200000,160
1200001,48
1200002,54
1200003,25
120001,124
120001A,96
120002,537
120003,990
120004,1124
120005,928
12004A,78
12004B,126
12005A,961
1201,583
1202,557
1203,539
1204,600
1205,510
1205A1,467
1205A2,301
1206,697
1207,745
1208,601
1209,979
121,3
1211,852
1212001,260
1212002,65
1212003,37
1212004,343
1213,606
1214,531
1215,917
1216,1029
1217,8
1219,112
1220,715
1231,451
125501,57
12B,662
13,6035
13.4,424
13.5,135
1300000,117
130001,162
130001A,176
130002,756
130003,939
130004,1502
1301,2
1302,289
1305,70
1306,203
1308,9
1309,173
1310,1835
1312,1019
1320,3045
1321,151
1322,138
1330,354
135001,59
14,8435
14.5,180
1400000,198
140001,577
140002,906
140003,875
140004,337
140004A,49
1401,935
1402,835
1403,475
1404,1091
1405,499
142501,57
15,5933
1500000,216
150001,1128
150002,666
1501,850
1502,534
1503,87
16,3606
1600005,157
1600006,316
160001,1552
160002,1266
17,3733
1700007,76
1700008,84
18,1782
1800009,104
1800010,48
18A,67
19,4601
19.1,2402
1900011,69
1900012,54
1A101,80
1A5201,29
1B,21
1B1,156
1B10001,1151
1B10002,1282
1B201,112
1C,407
1C10001,700
1D10001,98
1E,432
1H0011,342
1H0021,930
1H0031,771
1H0041,156
1L101,357
1L201,451
1M4201,412
1M4202,313
1M4203,495
1N10001,79
1S01001,253
1S01002,327
1W,443
2,2012
20,6354
200,1024
2000,40
200000,24
2000000,90
200002,220
200003,143
20002,497
2000GR,127
2001,540
2002,182
2003,629
2004,2
2005,5
2007,2
2008,6
20101,453
2011,33
2013,1
2014,4
2016,12
2017,3
2018,5
2019,271
2020,2
20201,411
2021,32
2022,98
2024,2
2025,29
20NO,488
20RS,18
20SO,486
21,3594
210001,561
2100013,71
2100014,57
210002,851
210005,1318
2100101,31
2110000,459
2110001,47
2120000,635
2120001,61
2130000,697
2140000,7
2140001,400
22,2563
220001,275
220010,52
2200201,128
2201,1472
2202,718
2203,650
2204,202
2250001,93
2250015,76
2250016,261
2260017,66
2260018,264
23,4264
2300000,80
230002,49
2300301,518
2300304,325
2370001,164
24,4496
2400019,95
2400020,471
2400401,75
2460001,84
25,2747
2500000,96
26,5772
2600501,113
2610000,671
2620000,605
2630000,478
2640000,601
26EH102,134
27,2045
27.1,434
28,3827
2800601,210
29,1017
2900701,106
29D,3
2B4401,396
2C,64
2C5401,22
2D701,603
2E,44
2E101,80
2E20001,712
2H0012,445
2H0022,361
2H0032,252
2I2,62
2J02,35
2T20001,183
2W02001,38
3,289
30,4519
3000,135
300000,62
300001,98
300002,66
300003,23
300004,466
30003,131
3000HW,438
3001,19
3002,1
3003,3
3004,1
3005,125
3006,15
3009,204
3010,1082
30301,216
30NO,574
30SO,219
30WI,139
31,2379
310,238
310001,1333
310002,1198
310004,768
3100801,38
32,3210
320,447
33,2012
330003,154
330011,112
3301,390
34,286
35,908
36,1643
37,2830
38,1117
39,1492
3C4601,75
3F0002,131
3F501,53
3G,346
3G5601,69
3H50001,435
3K3,75
3O801,321
3O802,380
3O803,220
3R0014,54
3R02,1004
3Y30001,499
3Y30002,407
4,304
40,403
400,520
4000,33
400001,75
400002,619
400006,189
40004,584
4000LG,180
4001,108
4002,292
4004,2
4006,134
4007,276
40401,132
41,144
410001,737
410002,615
410003,451
4110004,702
42,361
420001,697
420002,1597
4220004,795
43,1835
430001,617
430002,1018
430003,892
430004,2090
4330004,523
44,2006
440001,858
440002,1310
440003,999
440004,428
440012,391
4401,59
45,1517
450002,179
46,684
47,851
48,1931
49,326
4A,4
4B,10
4C,7
4C02,511
4D4801,210
4H,1294
4J701,278
4K5801,339
4L4,53
4L70001,19
4M0015,136
4N601,216
5,1510
500,79
500000,106
500008,415
5000ML,243
51,393
51.4,50
5100,313
51000,808
52,436
5200,111
52000,507
53,1160
5300,142
53000,1045
53001,67
54,258
5400,593
54002,395
54003,394
55,178
55000,712
550001,33
55001,38
550013,119
5501,524
56,685
57,2683
57.2,37
570002,474
58,3798
59,828
5F0016,171
5I,3641
5L6001,153
5M401,615
5M5,60
5P201,74
5S80001,59
5T5001,170
6,1146
60,1779
60.3,12
60.4,20
60.5,25
600,48
600000,34
6001,507
6003,87
6004,6
6005,24
6008,1
6010,16
6011,9
6013,9
6014,5
6016,35
6019,11
6020,1
6021,19
6024,2
6025,1
6026,6
6032,46
61,6669
61.2,32
6100,308
610000,700
62,4100
6200,246
620000,567
63,1602
6300,229
630000,536
630001,4
64,757
6400,505
64001,57
65,331
66,166
660001,454
660002,504
660003,439
660004,326
66001,263
66002,65
6601,24
69,52
6A,2
6G0002,163
6K02,237
6L,309
6R0017,132
6R601,46
6S6,201
6S6201,457
6S6202,503
6S6203,266
6T90001,649
7,280
70,825
700,70
7000,27
700000,61
7001,1
7002,767
7004,755
7005,31
7009,45
7010,2
7011,186
71,180
71501,38
72,5
73,122
74,10
75,662
76,92
760002,44
77,910
770001,352
770002,554
770003,632
77001,33
770015,97
77001A,47
77002,99
7701,273
78,296
79,254
7E0018,196
7F02,56
7V7,134
7W30001,854
7W301,21
8,158
80,123
800,34
800000,99
800001,159
800002,70
800003,81
800004,81
800005,61
818,507
82001,79
829,737
8310,639
8411,860
85,1
880001,196
88001,66
880016,29
88002,28
8801,38
8C60001,98
8M,300
8N02,739
8W0019,21
9,59
90,94
900,519
900000,119
9001,427
9002,4
9003,125
9004,21
9005,23
9007,407
9008,2
9009,1
900A,8
900B,2
9010,625
9011,2
9012,5
91,45
93,35
93501,76
96,2
99001,73
99001A,66
99002,56
9901,79
9H001D,26
9M02,118
9P001A,46
9S,58
A00001,169
A00002,83
A001,1658
A002,1049
A003,1322
A006,228
A007,306
A008,2
A1,1033
A100,232
A100001,302
A100014,62
A1000A1,61
A1063,165
A11,811
A12,422
A13,904
A14,291
A140000,464
A15,457
A1602,22
A1RDE,1324
A2,1082
A200,1137
A2000A2,63
A200A,9
A200B,1
A200D,1
A21,331
A22,584
A250000,109
A2801,49
A2REA,719
A2RWE,584
A3,898
A300,46
A3000A3,62
A31,184
A310002,29
A3702,43
A380000,167
A3RJF,841
A4,593
A400,101
A4000A4,355
A400A43,72
A400A4N,27
A400A4W,1
A42,300
A4300A4,20
A4300A5,50
A460000,41
A4703,56
A4a,138
A4b,185
A4c,183
A4RKW,1043
A5,484
A500,42
A500009,125
A50001,247
A5000A5,422
A500A54,48
A5202,52
A570000,74
A5RKY,1258
A6,927
A600,178
A6000A6,197
A600A,64
A61,222
A620002,200
A6704,42
A6RNT,619
A7,1441
A700,139
A7000A7,98
A71,428
A7403,89
A7ROS,1520
A8,806
A800,128
A800011,5
A8000A8,277
A8003A8,6
A81,56
A8200A8,30
A8202A8,49
A8802,30
A8E,62
A8ROZ,1254
A9,365
A900,41
A900A,79
A91,395
A9102,41
A92,196
A93,386
A95,462
A9C,68
A9N,39
A9RRC,2178
AB00072,55
AB00102,39
AC00073,280
AD,117
AD3,11
AD9,135
AF01,1208
AG,113
AL,21
AL00001,606
AL00033,136
AN01,624
AR,90
AS001,45
AS60002,69
AT,234
AT00034,81
AT01,25
AT02,108
AT03,794
AT04,3
AT05,297
AT06,115
AT07,5
AT08,88
AT12,65
AT13,4
AT16,2
AT22,143
AU0AU,16
AV00001,289
AV400,45
AV80001,37
B00003,79
B001,1169
B002,2
B005,6
B006,2
B008,4
B009,3
B1,803
B100,293
B100015,38
B1000B1,445
B100A,27
B1502,60
B1RRU,610
B2,729
B200,121
B2000B2,209
B2203,16
B280016,31
B2RSA,665
B3,874
B300,337
B300010,25
B3000B3,72
B300A,168
B300B,237
B3103,28
B3RUN,1294
B4,534
B400,58
B4000B4,291
B4204,22
B4E,96
B4RSA,150
B5,340
B500,114
B5000B5,110
B5803,51
B5N,89
B5RUN,43
B6,296
B600,209
B6000B6,58
B6302,69
B700,124
B7104,37
B800,84
B800A,23
B8303,46
B900,568
B9804,18
BA,419
BA00802,62
BA01,2320
BA02,1806
BA0201,50
BA03,3134
BA04,4
BA101,36
BA20000,178
BAA,88
Banner,101
BC,369
BE,49
BE00035,45
BE0201,462
BE0401,34
BE202,221
BE502,185
BE90001,150
BEA,284
BFM,63
BG01NO,524
BG02SO,118
BG70002,31
BH40002,24
BHT,85
BL,37
BL00005,87
BL0401,94
BL0601,34
BL301,51
BL4,32
BLA0001,63
BM00001,344
BN01,377
BNT,61
BO5,25
BOA0000,113
BRW000,192
BS01-01,1234
BS02-01,1225
BS03-01,1401
BS04-01,1412
BT00402,37
BU,140
BU00074,944
BU0601,76
BUB,299
BUB1,34
BW002,80
C00004,115
C001,2407
C002,12
C003,1570
C004,1310
C006,2428
C007,33
C008,791
C009,2352
C010,1428
C013,1469
C014,1039
C017,3
C019,350
C020,859
C022,132
C023,2
C025,5
C026,3
C027,2
C1,551
C100,20
C100009,37
C1603,49
C1W,6
C200,116
C2304,28
C2a,1722
C2b,558
C2E,2
C300,159
C3305,43
C3a,510
C3b,390
C4,415
C400,131
C4604,21
C4a,278
C5,58
C500,61
C5205,47
C5a,75
C5b,115
C600,208
C6503,43
C700,123
C7105,30
C8,412
C800,262
C900,79
CA,116
CA00036,231
CA003,45
CA20002,355
CA700,56
CAB,118
CAN,141
CAN (A),290
CAN (B),5
CC,209
CC10002,64
CC20003,16
CCC,74
CD,727
CD000,130
CD00006,199
CD0801,61
CE,421
CE00002,345
CE00037,171
CE00702,55
CE0801,64
CE1003,51
CE1004,82
CE800,50
CE90002,504
CEA0003,20
CEC01,283
CED,135
CEN,377
Center,38
Center2,250
CG1,435
CG2,389
CG3,659
CH,729
CH000,107
CH01,1475
CH1001,36
CH13,473
CH2,1
CH9,141
CHG,48
CL,91
CL000,84
CL004,78
CL201,67
CN000,345
CN00038,739
CNC,402
CNENCL,4
CNT,143
CO,219
CO005,40
CO01,971
CO102,134
CO1201,217
CO302,44
COD0001,14
COI,41
CP1401,19
CP1W2,590
CP1W3,1226
CP1W3EX,1
CP1W4,678
CP2W2,596
CP2W3,518
CP2W4,454
CP2W4A,7
CP2W4B,1
CP3W3,178
CP3W3EX,4
CP3W3H7,899
CP3W4,46
CP3W4EC,5
CP3W4H7,448
CS102-1,142
CSH102,6
CSH104,480
CSH114,200
CST,50
CT000NO,375
CT000SO,380
CT10009,70
CU,524
CU1401,80
CU40003,68
CV401,8
CVD,108
CW1,189
CX000,284
D00005,55
D100,86
D100017,29
D101,1440
D102,1146
D103,758
D104,1474
D105,1168
D106,1824
D108,2117
D109,1299
D111,1140
D113,976
D114,1059
D115,613
D116,1664
D117,530
D118,1759
D119,657
D120,359
D121,1653
D122,2567
D125,370
D126,12
D127,566
D128,3
D200,121
D200010,66
D201,708
D202,1171
D203,1034
D204,632
D205,2037
D206,2133
D207,1964
D208,1635
D209,1083
D210,2529
D211,2486
D212,1370
D213,1031
D214,976
D215,1457
D216,1066
D219,12
D221,586
D222,2479
D223,1371
D224,560
D300,83
D300A,5
D300D,163
D300E,14
D301,751
D302,331
D303,734
D304,1348
D305,1619
D306,872
D307,883
D308,563
D309,753
D310,1355
D311,1530
D312,1
D313,1340
D315,1162
D316,1314
D317,1602
D318,1525
D319,832
D320,1013
D321,1606
D322,1142
D323,1208
D324,664
D325,1247
D401,1788
D402,1803
D403,1876
D404,1158
D405,1514
D406,1237
D407,1238
D408,1186
D409,1681
D410,1095
D411,886
D412,2000
D413,924
D414,1745
D415,173
D416,1358
D417,1315
DB101,1306
DB102,2
DB103,1085
DB104,1330
DB106,6
DB107,1
DB109,451
DB201,965
DB202,2060
DB203,1672
DB301,37
DB302,145
DB303,1072
DB304,197
DB305,13
DB306,275
DB307,463
DB308,1273
DB309,88
DB310,983
DB312,2
DB401,57
DB402,861
DB403,1540
DB404,774
DB405,8
DB406,118
DB407,31
DB408,1414
DC,85
DC000,37
DE501,19
DET,116
DG,1284
DG00005,404
DL03,1
DL04,2
DL10,5
DO,43
DO1601,2
DO1602,19
DO1604,3
DP,73
DR,214
DR0000,319
DU1601,12
DW01-01,39
E-OG,51
E00006,161
E001,2003
E003,909
E005,481
E006,4
E008,389
E009,1132
EA01,472
EB,130
EB01,654
EC018,446
EC019,397
EC020,544
EC025,52
ED01-01,2704
ED02-01,403
ED02-02,9
EE007,32
EE008,116
EET,426
EF000EF,64
EL,703
EL0EL,6
EMC,951
EMT,220
EN0004,99
ENCANI,2
ER01,79
ES00001,323
ES9,37
EU30000,313
EU60004,12
EV6,318
EV9A,17
EV9B,1
EW006,130
EW022,43
F00007,150
F100001,76
F100014,61
F11,129
F22,148
FA,85
FAX,379
FC,123
FE0001,238
FE0005,6
FHE,227
FI,30
FLF01,75
FMF,115
FO1801,85
FR,415
FR000,194
FR0000,253
FR40001,107
FR601,59
FRE,337
FS01,966
FS01B,15
FS01C,22
FS02,915
FS03,399
FS04,801
FS05,825
FS06,2078
FS07,1054
FT,936
FT10001,99
FU0000,118
FX,111
G00008,193
G100001,110
G100014,35
G101,506
G102,366
G200013,21
G201,350
G202,464
G300014,28
G301,495
G302,464
G401,234
G402,243
G403,173
G404,247
GA,551
GA00003,103
GA00900,92
GA01,1583
GA1801,7
GA1802,24
GA2001,67
GA50002,26
GAC,551
GAG,149
GC,377
GCT,123
GD01,534
GE2001,23
GE30002,343
GF000GR,74
GF009,34
GG023,49
GI50002,120
GL301,58
GN01,1132
GN09,2
GN10,2
GN13,2
GO01,59
GO02,141
GO04,176
GO05,1742
GO06,2101
GO08,4
GO11,1
GR,301
GR00041,705
GR01,148
GR102,25
GR2201,69
GR60002,30
GRA,32
GRAN,267
GRE,72
GRH,774
GRT,121
GT,464
GU000,66
GV00042,41
GY01,2211
GY02,318
GY03,69
GY04,108
GY07,245
GY08,109
H1,388
H101,850
H102,1332
H103,1152
H104,1140
H105,826
H106,284
H107,1096
H11,826
H13H102,474
H13H104,327
H2,405
H201,973
H202,1496
H203,1251
H204,1291
H205,742
H206,765
H207,673
H22,896
H22H104,1076
H3,450
H301,1170
H302,1238
H303,820
H304,467
H305,2257
H306,1895
H307,225
H401,367
H402,935
H403,797
H404,1217
H405,1154
H406,1050
H407,2117
HA,18
HA00075,879
HA0024,68
HA002D,101
HA03001,47
HA11,1306
HA15,3
HA17,460
HA21,1226
HA2201,59
HA24,92
HA25,38
HA27,466
HA31,1428
HA33,125
HA35,164
HA40002,79
HA40003,55
HA402,15
HA41,1178
HA42,564
HA70002,20
HA900,52
HAI,156
HAI1,17
Harmony,64
HC00001,566
HC00002,607
HC00003,371
HC00004,1184
HC00005,877
HC00006,713
HC00007,837
HC00008,392
HC00009,1024
HC0001,1050
HC00011,1048
HC00012,695
HC00014,756
HC00015,693
HC00016,1038
HC00017,848
HC00018,487
HC00019,585
HC0002,837
HC00021,1611
HC00023,1301
HC00024,864
HC00025,895
HC00026,419
HC00027,614
HC00028,1305
HC00029,612
HC0003,462
HC00031,723
HC00032,207
HC00033,256
HC00034,133
HC00035,348
HC021,284
HCEX23,260
HCEX28,581
HCEX34,1
HCH102A,36
HD401,40
HE2401,15
HE302,75
HER1,584
HER2,604
HER4,378
HF00502,72
HI,71
HI000C,450
HLD,17
HLJ01,57
HN501,165
HO20002,104
HO2401,33
HPK01,79
HPT,114
HU00045,93
Hugoto2,830
Hugoto3,901
Hugoton,513
HV00001,142
HV2601,54
HV2602,7
HVH101,231
HVH114,80
HW000HW,129
HW103,21
HY00044,49
HYT,165
I101,2013
I102,1373
I103,1554
I104,1252
I105,1371
I106,618
I107,1312
I108,1011
I109,1657
I201,1544
I202,1099
I203,1765
I204,2225
I205,1793
I206,703
I207,1624
I209,31
I210,659
I211,1309
I301,1306
I302,2100
I303,1449
I304,950
I305,1281
I306,476
I307,1087
I308,1075
I309,1081
I310,419
I401,889
I402,1048
I403,1077
I404,761
I405,589
I406,4
I407,904
I408,782
I409,972
I410,486
I411,1138
I412,871
I413,236
IL00202,36
IL01,1543
IL30001,167
IN403,17
IN800,101
INB0000,194
INC,922
INE,79
IO50002,272
IO60002,62
IR000B,227
J101,579
J102,514
J103,201
J104,530
J201,258
J202,2
J203,677
J204,1011
J301,1233
J302,1042
J401,1341
J402,501
J403,628
JA00010,60
JA502,22
JA900,348
JAT,136
JC,60
JE,25
JE00006,331
JE00008,856
JE102,373
JEL,149
JF,275
JF00001,106
JT0MV,321
JT0MVA,77
JT0VAS,593
JV50001,159
K100001,205
K101,657
K102,1061
K130011,43
K201,1131
K202,1097
K301,1270
K302,532
K401,697
K402,783
K403,250
K404,311
KC01-01,288
KC01-02,368
KC01-03,237
KC01-05,35
KC02-01,491
KC02-02,330
KC02-03,89
KC02-04,487
KC02-05,641
KC02-06,25
KC022,335
KC03-01,931
KC03-02,950
KC03-03,174
KC03-04,655
KC03-05,53
KC04-01,844
KC04-02,383
KC04-03,602
KC04-04,1017
KC05-01,991
KC05-02,482
KC05-03,464
KC05-04,543
KC05-05,522
KC06-01,626
KC06-02,266
KC07-01,563
KC07-02,461
KC07-03,599
KC07-04,953
KC07-05,212
KC07-06,1129
KC07-07,493
KC07-08,955
KC07-09,1206
KC07-10,612
KC07-11,15
KC08-01,913
KC08-02,850
KC08-03,1182
KC08-04,1122
KC09-01,174
KC09-02,881
KC09-03,1712
KC09-04,203
KC09-05,86
KC09-06,1035
KC09-07,905
KC09-08,479
KC09-09,358
KC09-10,861
KC09-11,136
KC09-12,948
KC09-13,662
KC09-14,826
KC09-15,4
KC09-16,2331
KC09-17,9
KC09-18,182
KC09-19,39
KC09-21,65
KC09-22,134
KC09-23,77
KC09-24,40
KC09-25,1097
KC10-01,889
KC10-02,862
KC10-03,66
KC10-04,613
KC10-05,1003
KC10-06,345
KC10-07,239
KC104,3
KC11-01,937
KC11-02,869
KC11-03,1050
KC11-04,976
KC11-05,1143
KC11-06,758
KC11-07,624
KC11-08,1016
KC11-09,490
KC11-10,700
KC11-11,858
KC11-12,279
KC11-13,162
KC11-14,233
KC11-15,329
KC11-16,98
KC11-17,17
KC12-01,923
KC12-02,707
KC12-03,1009
KC12-04,1009
KC12-05,499
KC12-06,924
KC12-07,946
KC12-08,610
KC12-09,127
KC12-10,185
KC12-11,368
KC12-12,397
KC12-13,685
KC12-14,317
KC12-15,80
KC12-16,320
KC13-01,1053
KC13-02,858
KC13-03,464
KC13-04,446
KC13-05,144
KC13-06,207
KC13-07,542
KC13-08,658
KC13-09,882
KC13-10,86
KC13-11,672
KC13-12,619
KC13-13,275
KC14-01,922
KC14-02,459
KC14-03,414
KC14-04,796
KC14-05,755
KC14-06,958
KC14-07,1174
KC14-08,889
KC14-09,524
KC14-10,1841
KC14-11,898
KC14-12,1877
KC14-13,1268
KC14-14,2030
KC14-15,888
KC14-16,472
KC14-17,918
KCT,372
KE01,2
KE02,12
KE03,1282
KE04,53
KE07,16
KE08,5
KE10,6
KE101,67
KE102,70
KE17,1
KE19,9
KE21,17
KE26,7
KE60003,25
KMQ,31
L001,722
L002,918
L003,589
L004,943
L140012,41
L1C,579
L250013,68
L2C,598
L3C,600
L4C,611
LA00076,37
LA010,58
LA203,19
LA2801,30
LA2802,25
LA90001,118
LA90002,48
LA90003,23
LAA00,31
LAD,278
LB,417
LB00003,715
LB000UV,70
LB00302,43
LB00303,37
LBL,47
LBM01,116
LC,1062
LC023,82
LC1,827
LC2,944
LC3,1003
LC4,832
LC402,250
LC4MC,57
LCR,29
LE,116
LE0LE,9
LE102,74
LE202,95
LE302,269
LG,31
LG000LG,61
LGK,83
LI,368
LI00011,150
LI00047,346
LI01,410
LI2601,98
LI3001,2
LI3002,40
LI60004,11
LI602,15
LIA00,163
LIN,190
LN,134
LN00004,1747
LN00005,415
LN011,41
LN60001,27
LN701,103
LNN01,480
LO,55
LO00049,75
LO0LO,3
LO2801,60
LO3201,23
LO6,74
LO60003,70
LO602,171
LOB0001,33
LOC,47
LOO,157
LR00048,406
LS,82
LS00203,56
LT,778
LT00046,61
LT10006,84
LTT,168
LU50002,57
LVT,300
LY,14
LY00003,225
LYP70,176
M001,162
M100001,421
M100017,100
M1C,4489
M200001,184
M2C,1417
M300001,446
M3C,947
M4C,2055
MA105,23
MA3401,10
MA3402,9
MAC0000,171
MAE000,335
MAF,273
MAW000,74
MB012,30
MC0000,410
MC00006,1084
MC0001,276
MC0MC,25
MC10005,243
MC901,58
MD00051,1291
MD70001,252
MDC,1167
MDT,265
ME,517
MET,178
MF00001,202
MF0005,120
MH00001,459
MH01,544
MH02,6
MH04,2
MI,59
MI00001,947
MI00052,49
MI0029,393
MI01,1589
MI03,4
MI05,2
MI07,35
MI08,36
MI09,336
MI12,2
MI14,149
MI18,3
MI20,3
MI22,2
MI26,23
MI6,189
MI9,268
MIG,262
MIS,609
MN0002,413
MN0004,127
MND5,140
MND9,403
MNN,715
MO,40
MO0025,177
MO01,484
MO03,4
MO0MO,98
MO3001,93
MOB00,269
MOD0002,24
Moscow,369
MP0000,79
MPT,425
MQC,422
MQT,107
MSS,658
MT10003,78
MV01,947
MV02,2690
MV05,3
MV06,148
MV07,1
MV14,1
N100001,58
N100002,411
N101,1174
N102,1395
N103,1088
N104,400
N105,441
N106,1221
N107,1387
N108,1296
N109,690
N110,1516
N111,534
N112,1475
N113,924
N114,1144
