text_election_code_10,Count
,1216109
11691,2
12897,8
22503,5
3204,2
4103,54
4202,1
4291,5
4296,9
4301,16
4495,7
4505,60
4604,3
4699,5
4792,5
51804,29
CG,768
CG 201,1
CG0003,24
CG0004,12
CG0005,47
CG0007,47
CG0008,15
CG0009,58
CG0010,261
CG0011,151
CG005,18
CG0104,31
CG012,12
CG021,3
CG0304,46
CG033,12
CG0404,2
CG0406,2
CG0408,14
CG0410,4
CG0413,11
CG042,5
CG0489,2
CG0491,1
CG0493,6
CG0495,6
CG0497,3
CG0504,124
CG052,2
CG06,9
CG08,4
CG10,1
CG1019,11
CG1030,4
CG1068,5
CG11,61
CG1179,10
CG12,32
CG1229,1
CG1279,1
CG13,53
CG1319,3
CG14,106
CG15,166
CG1520,15
CG16,23
CG19,130
CG1985,1
CG1987,4
CG1989,18
CG1990,3
CG1991,24
CG1993,95
CG1994,58
CG1995,137
CG1996,10
CG1997,231
CG1998,15
CG1999,212
CG20,4
CG2000,10
CG2001,469
CG2002,17
CG2003,872
CG2004,101
CG2005,3701
CG2006,170
CG2007,2763
CG2008,174
CG2009,3185
CG2010,262
CG2011,3915
CG2012,338
CG2013,4979
CG2014,456
CG2015,9903
CG2016,277
CG2017,21737
CG2019,42655
CG2021,15506
CG21,127
CG2209,4
CG2250,59
CG2259,21
CG2260,6
CG2269,7
CG2270,39
CG2279,2
CG2288,9
CG2289,35
CG2290,3
CG2299,3
CG245,2
CG3105,64
CG3188,1
CG3204,13
CG3209,1
CG3210,4
CG3293,9
CG3299,44
CG3387,4
CG3398,1
CG400,1
CG401,8
CG402,1
CG403,12
CG404,2
CG405,82
CG4103,394
CG4186,1
CG4197,154
CG4202,21
CG4291,26
CG4296,17
CG4301,225
CG4390,4
CG44,2
CG4400,55
CG4406,1
CG4489,22
CG4495,91
CG4505,1458
CG4594,5
CG4604,31
CG4693,47
CG4699,162
CG4787,6
CG4792,17
CG4798,18
CG48,37
CG496,5
CG497,8
CG498,5
CG499,7
CG510,19
CG5229,1
CG5404,4
CG5702,4
CG5704,10
CG604,1
CG6139,2
CG6219,4
CG6259,1
CG6279,2
CG6290,5
CG6491,1
CG6496,4
CG6705,22
CG6992,1
CG7139,1
CG7189,4
CG8288,2
CG8299,1
CG8704,1
CG8895,2
CG8904,2
CG9104,4
CG9149,3
CG9198,1
CG9304,9
CG9404,1
CG9504,7
CG956,16
CG9604,2
CG964,8
CG9702,6
CG9704,29
CG973,18
CG9804,2
CG985,4
CG9904,16
CG993,18
CGAP,86
CGCE06,3
CGCG,20
CGCG10,7
CGFR,6
CGHB06,8
CGHE08,1
CGLC14,1
CGLC16,1
CGNE,6
CGS,1
CGS06,18
CGS103,3
CP,3
CP0002,14
CP0004,5
CP0005,23
CP0006,6
CP0007,5
CP0008,32
CP0009,20
CP0010,110
CP0102,10
CP0295,1
CP0297,1
CP0302,13
CP0408,15
CP0492,1
CP07,12
CP09,4
CP15,10
CP17,16
CP1976,1
CP1982,1
CP1989,7
CP1991,13
CP1992,1
CP1993,19
CP1995,27
CP1996,4
CP1997,62
CP1998,3
CP1999,43
CP2000,10
CP2001,74
CP2003,332
CP2004,4
CP2005,405
CP2006,27
CP2007,560
CP2008,7
CP2009,254
CP2010,59
CP2011,357
CP2012,38
CP2013,342
CP2014,6
CP2015,993
CP2016,7
CP2017,2512
CP2019,5172
CP2021,11565
CP203,10
CP2250,3
CP287,4
CP296,1
CP304,2
CP305,2
CP398,1
CP399,2
CP9102,1
CP9204,2
CP9303,1
CP9702,8
CPCP06,2
CPFR10,2
CPMN06,4
CPNC15,7
CPST08,1
GN1129,2
GN1138,1
GN1148,1
GN1149,8
GN1160,38
GN1180,27
GN1980,2
GN1982,1
GN1984,40
GN1986,85
GN1988,331
GN1990,358
GN1992,2162
GN1994,1192
GN1996,5126
GN1998,2448
GN2000,9931
GN2002,6525
GN2004,22286
GN2006,15436
GN2008,39953
GN2010,28928
GN2012,52413
GN2014,49397
GN2016,68763
GN2018,66945
GN2020,38527
GN2022,1585
GN4197,28
GN4202,7
GN4291,2
GN4296,3
GN4301,27
GN4495,8
GN4693,7
GN4699,28
GN4798,1
MB#383,364
MB/SP,22
MB/WC,21
MB0108,638
MB0110,45
MB0112,965
MB0114,4
MB0115,690
MB0116,266
MB0120,2874
MB0121,2718
MB0211,24
MB0215,63
MB0216,202
MB0219,1
MB0315,123
MB0320,150
MB0322,2532
MB0412,29
MB0414,564
MB0416,68
MB0506,125
MB0508,163
MB0513,39
MB0516,101
MB0517,1195
MB0518,2399
MB0519,1588
MB0607,61
MB0611,92
MB0613,1028
MB0615,140
MB0616,1241
MB0618,256
MB0619,141
MB0622,1
MB0711,49
MB0719,43
MB0807,15
MB0907,176
MB0915,123
MB0916,296
MB0917,162
MB0918,801
MB0919,792
MB0921,167
MB1007,498
MB1013,1110
MB1107,247
MB1109,23
MB1113,923
MB112,6
MB1205,738
MB1211,50
MB1213,55
MB1301,38
MB1302,91
MB1501,124
MB15B,24
MB1601,50
MB17,355
MB1701,119
MB17LA,117
MB1901,144
MB1995,11
MB2000,2
MB2005,34
MB2006,76
MB2007,347
MB2008,98
MB2009,386
MB2010,78
MB2011,69
MB2012,96
MB2013,463
MB2014,716
MB2015,1843
MB2016,743
MB2017,422
MB2018,208
MB2019,823
MB2020,827
MB229,1136
MB231,181
MB232,326
MB233,1094
MB240,2
MB242,12
MB263,24
MB293,32
MB305,527
MB3408,82
MB360,17
MB368,166
MB383,51
MB394,76
MB396,40
MB398,3
MB402,139
MB415,10
MB416,106
MB437,596
MB438,1
MB4604,44
MB464,150
MB468,2
MB490,157
MB501,635
MB509,13
MB5116,181
MB512,1878
MB5398,34
MB5410,74
MB5411,46
MB6115,418
MB615,74
MB6215,80
MB9410,11
MBAL06,6
MBAU06,17
MBAUG,94
MBBE07,125
MBBE09,32
MBD423,69
MBHD07,18
MBM,3
MBMV06,23
MBNCO,1
MBOCA,10
MBPC09,27
MBREC,17
MBS437,1
MBS615,2
MBSB09,14
MBSD07,88
MBSE09,1
MBSLS,7
MBST06,94
MBST17,27
PP0001,5
PP1992,47
PR0001,5
PR1984,1
PR1986,7
PR1988,9
PR1990,73
PR1992,191
PR1994,274
PR1996,675
PR1998,595
PR2000,967
PR2002,1239
PR2004,2918
PR2006,1381
PR2007,10
PR2008,3230
PR2010,6090
PR2012,8209
PR2014,9795
PR2016,24458
PR2018,43589
PR2020,52502
PR2022,7512
PR2250,41
PR2259,9
PR2260,2
PR2270,22
PR2289,6
PR3105,22
PR320,1
PR3204,2
PR3293,1
PR3299,14
PR3398,1
PR8200,3
PR8229,3
PR8288,13
PR955,4
PR971,1
PR991,1
PRHC06,3
SP,180
SP'16,6
SP 389,86
SP#447,1
SP000,27
SP0002,5
SP0003,3
SP0004,11
SP0005,1
SP0006,21
SP0007,51
SP001,32
SP0012,27
SP0014,9
SP002,27
SP003,2
SP0041,3
SP0051,1
SP01,19
SP0101,23
SP0103,23
SP0105,1
SP011,24
SP0111,9
SP0112,233
SP012,14
SP0121,6
SP0125,221
SP013,6
SP015,11
SP0185,1
SP0197,5
SP02,3
SP0201,5
SP0202,5
SP0203,1
SP0204,1
SP021,38
SP0212,2
SP0217,2
SP0218,139
SP0219,6
SP0223,2
SP0291,3
SP0293,5
SP0296,6
SP0297,2
SP0299,14
SP0301,29
SP0302,57
SP0304,13
SP0305,12
SP0306,15
SP031,3
SP0310,1
SP0316,35
SP0319,7
SP033,262
SP034,26
SP0387,1
SP0388,29
SP0399,2
SP0400,2
SP0401,1
SP0402,1
SP0403,7
SP0405,68
SP0406,18
SP0408,11
SP041,8
SP0410,85
SP0412,4
SP0417,58
SP0419,180
SP0421,100
SP0423,2
SP0425,2
SP043,252
SP0489,239
SP0493,17
SP0495,4
SP0497,2
SP0498,1
SP0499,1
SP05,1
SP0500,2
SP0501,3
SP0503,9
SP0504,1
SP0505,63
SP051,434
SP0510,191
SP0512,23
SP0514,5
SP0517,115
SP052,31
SP053,11
SP054,82
SP057,62
SP058,1
SP0583,1
SP059,2
SP0599,18
SP06,20
SP0601,1
SP0606,29
SP0607,242
SP0609,8
SP0614,43
SP0616,33
SP0688,1
SP0693,12
SP0699,15
SP06AT,2
SP0709,11
SP0711,13
SP0717,22
SP0718,40
SP0787,1
SP0792,3
SP0795,2
SP08,22
SP0801,38
SP0802,12
SP0805,23
SP0812,2
SP0813,12
SP0815,92
SP0819,287
SP0820,34
SP0891,1
SP0897,2
SP09,2
SP0901,50
SP0904,5
SP0905,10
SP0906,11
SP0911,1
SP0920,1
SP0997,4
SP0999,4
SP09EL,8
SP1,3
SP10,12
SP100,6
SP1009,15
SP101,8
SP1010,1
SP1014,89
SP1017,10
SP1018,36
SP1019,1
SP1020,120
SP1022,3
SP1027,2
SP1029,2
SP1031,6
SP1039,1
SP105,81
SP1059,3
SP1070,19
SP1079,6
SP1085,1
SP1090,4
SP11,2
SP1103,3
SP1105,18
SP1112,6
SP1113,39
SP1115,97
SP1116,4
SP1129,17
SP114,46
SP1140,3
SP1149,19
SP1159,1
SP1160,13
SP1179,5
SP1199,2
SP1205,6
SP1207,1
SP1209,5
SP1210,42
SP1213,3
SP1214,13
SP1215,11
SP1218,14
SP1239,1
SP1250,6
SP1269,4
SP1270,4
SP1289,11
SP1297,2
SP1298,4
SP1299,3
SP1300,3
SP1319,27
SP14,29
SP1401,4
SP1609,4
SP1694,3
SP1697,1
SP17,2
SP1794,2
SP1894,1
SP19,96
SP1993,2
SP1997,7
SP1998,2
SP1999,18
SP2000,38
SP2001,23
SP2002,84
SP2003,37
SP2004,24
SP2005,43
SP2006,61
SP2007,2174
SP2008,68
SP2009,303
SP201,34
SP2010,91
SP2011,57
SP2012,418
SP2013,499
SP2014,506
SP2015,464
SP2016,397
SP2017,519
SP2018,587
SP2019,1238
SP2020,181
SP2021,585
SP2022,3
SP203,21
SP206,13
SP2103,8
SP2104,11
SP2179,4
SP2196,3
SP2197,2
SP2249,6
SP2260,8
SP2263,9
SP2295,2
SP2299,9
SP2396,21
SP2398,2
SP2406,6
SP244,12
SP2489,1
SP2498,1
SP2503,6
SP2505,9
SP251,123
SP252,83
SP257B,197
SP2597,1
SP264,6
SP2691,1
SP2694,3
SP270,5
SP282,12
SP284B,4
SP285,1
SP2889,1
SP289,2
SP2894,3
SP2895,2
SP2997,3
SP3,7
SP306,56
SP3105,2
SP312,51
SP3139,1
SP3190,2
SP320,5
SP3260,4
SP327,1
SP3319,1
SP3353,31
SP3357,23
SP336,80
SP34,5
SP344,23
SP346,6
SP35,9
SP350,4
SP363,23
SP381,9
SP385,150
SP388,2
SP39,11
SP396,34
SP3984,2
SP40,6
SP405,44
SP406,16
SP4103,39
SP4159,1
SP418R,292
SP4197,14
SP420,42
SP4202,6
SP421,41
SP4219,4
SP4230,3
SP4296,11
SP43,3
SP4301,20
SP4309,2
SP434,13
SP4400,45
SP443,92
SP4489,2
SP4495,19
SP459,25
SP4604,11
SP4610,23
SP4693,1
SP4699,17
SP47,6
SP476,4
SP4792,1
SP4798,18
SP4814,43
SP482,20
SP487,3
SP4892,2
SP49,38
SP5,9
SP508,28
SP5110,7
SP5139,2
SP52,39
SP5200,12
SP5208,1
SP5210,4
SP5219,1
SP5220,1
SP5230,12
SP5239,2
SP5249,3
SP5259,3
SP5298,11
SP54,12
SP55,3
SP56,3
SP5608,16
SP5702,13
SP5796,3
SP5812,10
SP5900,15
SP6011,42
SP6012,99
SP6108,9
SP6109,26
SP6160,1
SP6179,2
SP6193,2
SP6208,40
SP6244,1
SP6249,1
SP6259,3
SP6260,2
SP6270,1
SP6279,1
SP6303,5
SP6309,32
SP6312,56
SP6314,46
SP6397,3
SP6402,3
SP6501,32
SP6507,70
SP6600,3
SP6695,1
SP6705,32
SP6810,21
SP686,1
SP6899,9
SP694,1
SP696,4
SP7,2
SP7279,4
SP7290,6
SP7398,1
SP8179,2
SP8210,4
SP8269,1
SP8319,12
SP8393,2
SP8505,15
SP8597,2
SP891,1
SP901,1
SP911,2
SP9149,1
SP9169,1
SP9199,2
SP9200,50
SP9249,1
SP9263,8
SP9303,1
SP931,5
SP9310,3
SP9506,6
SP951,3
SP9510,11
SP953,21
SP961,4
SP962,1
SP971,9
SP9710,42
SP972,3
SP973,7
SP9805,15
SP981,8
SP9813,36
SP9902,6
SP9904,7
SP991,4
SP992,10
SP993,34
SP994,127
SP996,2
SP9LON,6
SPA UB,2
SPAB05,21
SPAB07,15
SPAC02,1
SPAC05,1
SPB072,43
