text_election_code_6,Count
,979479
12897,4
22503,2
3204,2
4103,24
4202,1
4291,3
4296,5
4301,9
4495,5
4505,25
4604,1
4693,3
4699,3
51804,16
CG,480
CG0003,14
CG0004,3
CG0005,33
CG0007,21
CG0008,7
CG0009,22
CG0010,176
CG0011,72
CG005,14
CG0104,15
CG012,5
CG0304,25
CG033,12
CG0408,9
CG0410,3
CG0413,3
CG042,4
CG0491,1
CG0493,1
CG0495,2
CG0497,6
CG0504,76
CG06,4
CG08,4
CG1019,8
CG1030,6
CG1068,1
CG11,27
CG1123,7
CG1179,3
CG12,16
CG13,20
CG1319,4
CG14,55
CG15,85
CG1520,8
CG16,13
CG19,89
CG1974,1
CG1987,3
CG1989,10
CG1990,1
CG1991,16
CG1993,60
CG1994,21
CG1995,71
CG1996,9
CG1997,122
CG1998,12
CG1999,117
CG20,1
CG2000,8
CG2001,228
CG2002,7
CG2003,474
CG2004,45
CG2005,1783
CG2006,78
CG2007,1273
CG2008,74
CG2009,1597
CG2010,121
CG2011,1769
CG2012,123
CG2013,2254
CG2014,181
CG2015,4026
CG2016,76
CG2017,8877
CG2019,26848
CG2021,62353
CG2023,26783
CG21,2263
CG21A,310
CG2209,1
CG2250,20
CG2259,16
CG2260,4
CG2269,2
CG2270,10
CG2279,3
CG2288,4
CG2289,14
CG2290,4
CG2299,2
CG23,24
CG294B,106
CG3105,47
CG3204,6
CG3210,1
CG3293,8
CG3299,26
CG3387,3
CG3398,2
CG3904,1
CG400,5
CG401,5
CG403,6
CG404,2
CG405,42
CG4103,232
CG4119,2
CG4197,91
CG4202,17
CG4285,1
CG4291,23
CG4296,8
CG4301,145
CG4390,1
CG4400,37
CG4406,1
CG4489,5
CG4495,43
CG4505,748
CG4583,1
CG4594,2
CG4604,23
CG4693,28
CG4699,112
CG4787,5
CG4792,20
CG4798,14
CG48,17
CG496,3
CG497,3
CG498,5
CG499,2
CG510,14
CG5149,1
CG5404,2
CG5702,3
CG5704,11
CG5923,233
CG6139,3
CG6219,1
CG6290,5
CG6496,3
CG6705,14
CG7139,3
CG7189,2
CG8169,1
CG8288,1
CG9104,1
CG9149,4
CG9304,3
CG9504,2
CG956,15
CG9604,1
CG964,4
CG9702,2
CG9704,20
CG973,12
CG9804,1
CG985,4
CG9904,11
CG993,21
CGAP,48
CGCE06,2
CGCG,8
CGCG10,7
CGFR,6
CGHB06,3
CGHE08,1
CGHL06,1
CGLC14,1
CGNE,3
CGS,69
CGS06,12
CGS103,1
CGSP06,1
CGST08,1
CP,1
CP 23,53
CP0002,4
CP0004,2
CP0005,11
CP0006,3
CP0007,4
CP0008,15
CP0009,11
CP0010,76
CP0102,4
CP0297,1
CP0302,4
CP0393,1
CP0408,10
CP07,6
CP09,5
CP15,3
CP17,11
