text_election_code_5,Count
,880638
11691,1
12897,1
22503,2
22895,1
4103,19
4202,1
4291,2
4296,8
4301,7
4489,1
4495,6
4505,26
4604,2
4693,3
4699,4
4792,2
51804,12
8791,1
CG,356
CG 201,1
CG0003,15
CG0004,4
CG0005,16
CG0007,19
CG0008,6
CG0009,24
CG0010,162
CG0011,77
CG005,12
CG0104,17
CG012,7
CG021,1
CG0304,14
CG033,8
CG0408,12
CG0410,3
CG0413,2
CG042,3
CG0493,2
CG0495,3
CG0497,3
CG0504,73
CG06,3
CG10,1
CG1019,11
CG1024,1
CG1029,2
CG1030,6
CG1068,1
CG11,22
CG1179,3
CG12,10
CG1229,1
CG1279,1
CG13,17
CG14,47
CG15,70
CG1520,2
CG16,10
CG19,79
CG1976,1
CG1987,4
CG1989,11
CG1990,2
CG1991,10
CG1993,46
CG1994,16
CG1995,43
CG1996,5
CG1997,114
CG1998,9
CG1999,98
CG2000,4
CG2001,217
CG2002,6
CG2003,437
CG2004,36
CG2005,1515
CG2006,57
CG2007,1128
CG2008,62
CG2009,1433
CG2010,152
CG2011,1600
CG2012,136
CG2013,1947
CG2014,138
CG2015,3426
CG2016,62
CG2017,6839
CG2019,23231
CG2021,78340
CG2023,13552
CG21,2881
CG21A,357
CG2209,1
CG2250,34
CG2259,15
CG2260,3
CG2269,2
CG2270,15
CG2279,4
CG2288,4
CG2289,15
CG2290,2
CG24,1
CG294B,114
CG3105,42
CG3204,8
CG3210,3
CG3293,3
CG3299,23
CG3387,1
CG400,4
CG401,5
CG403,6
CG404,2
CG405,39
CG4103,217
CG4119,1
CG4180,1
CG4197,67
CG4202,12
CG4285,1
CG4290,1
CG4291,14
CG4296,12
CG4301,133
CG44,3
CG4400,57
CG4406,1
CG4489,10
CG4495,42
CG4505,769
CG4594,2
CG4604,28
CG4693,35
CG4699,95
CG4787,10
CG4792,18
CG4798,13
CG48,23
CG496,1
CG497,1
CG498,3
CG499,5
CG510,13
CG5404,5
CG5702,5
CG5704,12
CG5923,283
CG6139,3
CG6219,1
CG6290,4
CG6496,5
CG6705,19
CG7139,2
CG7189,3
CG8169,1
CG8597,1
CG8895,1
CG8904,3
CG9104,2
CG9149,1
CG9304,6
CG9504,1
CG956,4
CG964,8
CG9702,5
CG9704,19
CG973,4
CG985,2
CG9904,13
CG993,18
