precinctPart,Count
Miami|NMV H5 S37 230 3-6|02,339
Miami|NMV H5 S37 368 1-4|01,3
Miami|NMV H6 S23 230 3-6|01,150
Miami|NMV H6 S23 368 1-4|02,4
Miami|NMV H6 S37 230 3-6|02,166
Miami|NMV H6 S37 368 1-4|01,87
Miami|NW 229 3-6 RWD1|01,47
Miami|NW 416-1 RWD1|03,122
Miami|NW 416-1|02,372
Miami|OC1 H6 367 1-4|01,498
Miami|OC1 H6 367 3-6|02,15
Miami|OC2 H5 367 1-4|01,630
Miami|OC3 H5 367 2-5|01,670
Miami|OC3 H5 EXC B|01,5
Miami|OC4 H5 S12 367 2-5|01,39
Miami|OC4 H6 367 2-5|01,558
Miami|OSA H5 367 3-6|01,455
Miami|OSA H6 Part A 367 3-6|01,1
Miami|OSA9 367 3-6|01,96
Miami|Osage 362-2|01,299
Miami|Osage 367 3-6|02,27
Miami|PC 01 368 1-4|01,187
Miami|PC 01 368 3-6|02,830
Miami|PC 02 368 2-5|01,525
Miami|PC 02 368 3-6|02,430
Miami|PC 03 368 2-5|01,780
Miami|PC 03 368 3-6|02,95
Miami|PC 04 S12 368 2-5|01,198
Miami|PC 04 S12 368 3-6|02,1088
Miami|RICH H5 231 1-4|01,337
Miami|RICH H5 289 2-5|02,143
Miami|RICH H5 289 3-6|03,276
Miami|RICH H5 368 1-4|04,828
Miami|RICH H6 368 1-4|01,105
Miami|S Paola E Part 2 368 2-5|01,149
Miami|S Paola W 368 1-4|02,94
Miami|S Paola W 368 2-5|03,153
Miami|SC H6 S12 416-4|01,238
Miami|SC H9 362-4|02,92
Miami|SC H9 416-4|01,109
Miami|SH1 H26 230 2-5|01,872
Miami|SH1 H26 230 3-6|02,1337
Miami|SH3  H6 EXC B|01,172
Miami|SMV H6 230 3-6|03,1
Miami|SMV H6 368 1-4|01,992
Miami|SMV H6 368 2-5|02,145
Miami|STAN H5 367 3-6|01,194
Miami|STAN H5 368 1-4|02,438
Miami|STAN H6 367 3-6|02,17
Miami|STAN H6 368 1-4|01,37
Miami|SW 416-1|01,45
Miami|SW 416-2|02,327
Miami|SW 416-3|03,561
Miami|SW 416-5|04,244
Miami|SW 416-6|05,8
Miami|SW ENC A 416-3|01,26
Miami|TM 230 3-6|01,230
Miami|TM 368 1-4|02,220
Miami|TM 368 2-5|03,30
Miami|TM 416-1|04,422
Miami|TM 416-2|05,301
Miami|TM 416-5|06,58
Miami|WMC 368 2-5|01,460
Miami|WMC 416-2|02,63
Miami|WMC 416-4|03,96
Miami|WV EXC H6 367 3-6|01,168
Miami|WV EXC H6 368 1-4|02,18
Miami|WV EXC H6 368 2-5|03,104
Miami|WV6 H6 367 3-6 De-Annexation|05,35
Miami|WV6 H6 367 3-6 HWY 169|04,224
Miami|WV6 H6 367 3-6|01,3
Miami|WV6 H6 368 1-4|03,29
Miami|WV6 H6 368 2-5|02,165
Miami|WV9 367-3-6|01,41
Mitchell|Asherville Township|01,77
Mitchell|Beloit 1-4|03,983
Mitchell|Beloit 2-5 -2|01,322
Mitchell|Beloit 2-5|02,440
Mitchell|Beloit 3-6 - 3|02,6
Mitchell|Beloit 3-6|01,705
"Mitchell|Beloit Township/1st Comm, 1-4|01",2
"Mitchell|Beloit Township/1st Comm, 2-5|03",19
"Mitchell|Beloit Township/1st Comm, 3-6|04",52
"Mitchell|Beloit Township/2nd Comm, 1-4|02",47
"Mitchell|Beloit Township/2nd Comm, 3-6|05",35
Mitchell|Bloomfield Township|01,64
Mitchell|Blue Hill Township/273|01,6
Mitchell|Blue Hill Township/299|02,18
Mitchell|Carr Creek Township/2-5|01,5
Mitchell|Carr Creek Township/3-6|02,12
Mitchell|Cawker City|01,331
Mitchell|Cawker Township|01,38
Mitchell|Center Township|01,21
Mitchell|Custer Township/272|01,14
Mitchell|Custer Township/299|02,24
Mitchell|Enc B - same as part 01|07,2
Mitchell|Eureka Township/273|01,11
Mitchell|Eureka Township/298|02,1
Mitchell|Glen Elder City|01,281
Mitchell|Glen Elder Township/2-5|01,64
Mitchell|Glen Elder Township/3-6|02,8
Mitchell|Hayes Township|01,19
Mitchell|Hunter|01,36
Mitchell|Logan Township|01,24
Mitchell|Lulu Township|01,33
Mitchell|Pittsburg Township|01,62
Mitchell|Plum Creek Township|01,101
Mitchell|Round Springs Township/273|01,8
Mitchell|Round Springs Township/298|02,8
Mitchell|Salt Creek Township/273|01,12
Mitchell|Salt Creek Township/298|02,3
Mitchell|Scottsville|01,23
Mitchell|Simpson|01,51
Mitchell|Solomon Rapids Township/272|01,12
Mitchell|Solomon Rapids Township/273|02,47
Mitchell|Tipton|01,137
Mitchell|Turkey Creek Township/272|01,7
Mitchell|Turkey Creek Township/273|02,71
Mitchell|Walnut Creek Township|01,33
Montgomery|Caney City - Ward 1 Prec 1|01,290
Montgomery|Caney City - Ward 1 Prec 2|05,2
Montgomery|Caney City - Ward 2 Prec 1|02,276
Montgomery|Caney City - Ward 3 Prec 1|03,330
Montgomery|Caney City - Ward 3 Prec 2|07,1
Montgomery|Caney City - Ward 4 Prec 1|04,349
Montgomery|Caney City - Wd 1 Prc 2 EA H12|01,2
Montgomery|Caney City W3 Pc 2 ExA|01,6
Montgomery|Caney City W4 Pc 2 Ec A|01,1
Montgomery|Caney Twp - Havana City|06,72
Montgomery|Caney Twp - Havana Prec|05,373
Montgomery|Caney Twp - Tyro City|09,88
Montgomery|Caney Twp - Tyro Prec|08,429
Montgomery|Cherokee Twp- DD2 CC3|02,39
Montgomery|Cherokee Twp - CC3|01,148
Montgomery|Cherokee Twp - DD0|04,79
Montgomery|Cherokee Twp - DD2|02,15
Montgomery|Cherokee Twp - DD3|03,3
Montgomery|Cherry Twp - USD447|01,378
Montgomery|Cherry Twp - USD461|04,10
Montgomery|Cherryvale City - Ward 1|01,744
Montgomery|Cherryvale City - Ward 2|03,568
Montgomery|Coffeyville W1 Pc 1 Ex 2|02,7
Montgomery|Cofv City - Prec 1 - DD1|02,17
Montgomery|Cofv City - Prec 1|01,88
Montgomery|Cofv City - Prec 10|12,376
Montgomery|Cofv City - Prec 11|13,682
Montgomery|Cofv City - Prec 12|14,955
Montgomery|Cofv City - Prec 13|15,686
Montgomery|Cofv City - Prec 2|03,210
Montgomery|Cofv City - Prec 3|04,335
Montgomery|Cofv City - Prec 4|05,356
Montgomery|Cofv City - Prec 5|06,459
Montgomery|Cofv City - Prec 6|07,187
Montgomery|Cofv City - Prec 7|08,304
Montgomery|Cofv City - Prec 8|09,309
Montgomery|Cofv City - Prec 9- DD1|11,7
Montgomery|Cofv City - Prec 9|10,72
Montgomery|Drum Creek Twp- USD 447 CC2|02,16
Montgomery|Drum Creek Twp - USD446|01,124
Montgomery|Drum Creek Twp - USD447|02,194
Montgomery|Drum Creek Twp CC2 USD 446|01,61
Montgomery|Fc Twp- Dearing City CCC CC3|02,36
Montgomery|FC Twp- Dearing Prec CCC CC3|01,348
Montgomery|FC Twp - Dearing City CCC|02,221
Montgomery|FC Twp - Dearing Prec CCC|01,515
Montgomery|FC Twp - Tyro City CCC|04,61
Montgomery|FC Twp - Tyro Prec 445 CCC H11|07,2
Montgomery|FC Twp - Tyro Prec USD436 CCC|03,209
Montgomery|FC Twp - Tyro Prec USD445 CCC|05,38
Montgomery|FC Twp - Tyro Prec USD446 ICC|06,47
Montgomery|Indep City- Ward 1 Prec 2 CC1|01,459
Montgomery|Indep CIty- Ward 2 Prec 1 CC1|01,245
Montgomery|Indep City- Ward 2 Prec 2 CC2|01,112
Montgomery|Indep City - Ward 1 Prec 1 CC1|01,339
Montgomery|Indep City - Ward 1 Prec 1|01,2
Montgomery|Indep City - Ward 1 Prec 2|01,41
Montgomery|Indep City - Ward 2 Prec 1|01,3
Montgomery|Indep City - Ward 2 Prec 2|01,112
Montgomery|Indep City - Ward 3 Prec 1|01,494
Montgomery|Indep City - Ward 3 Prec 2 Ex|01,1
Montgomery|Indep City - Ward 3 Prec 2 H12|01,34
Montgomery|Indep City - Ward 4 Prec 1|01,523
Montgomery|Indep City - Ward 4 Prec 2|01,400
Montgomery|Indep City - Ward 5 Prec 1|01,421
Montgomery|Indep City - Ward 5 Prec 2|01,541
Montgomery|Indep City - Ward 6 Prec 1 H12|01,898
Montgomery|Indep City - Ward 6 Prec 1H12C|01,46
Montgomery|Indep City - Ward 6 Prec 2 H11|01,496
Montgomery|Indep City - Ward 6 Prec 2 H12|01,100
Montgomery|Indep City - Ward 6 Prec 2H11A|01,187
Montgomery|Indep City - Ward 6 Prec 2H12B|01,23
Montgomery|Indep City Ward 3 Prec 2 H 11|01,244
Montgomery|Indep City Ward 6 Prec 2 H11B|01,29
Montgomery|Indep Tp-1st Prec #446 ICC H12|02,133
Montgomery|Indep Tp - 1st Prec #445 CCC|01,58
Montgomery|Indep Tp - 1st Prec Enc446 ICC|01,1
Montgomery|Indep Tp -1st Prec #436 CCC|01,62
Montgomery|Indep Twp- 2nd Prec - A CC1|01,163
Montgomery|Indep Twp- 2nd Prec - C CC1|01,75
Montgomery|Indep Twp - 2nd Prec - A|01,87
Montgomery|IndepTp -1st Prec #446 ICC H11|02,1175
Montgomery|Liberty Twp- 445 CCC 2|04,16
Montgomery|Liberty Twp- 446 ICC 2|01,65
Montgomery|Liberty Twp- 447.3- ICC 2|03,4
Montgomery|Liberty Twp - Liberty City|09,72
Montgomery|Liberty Twp - USD445-CCC DD3|03,6
Montgomery|Liberty Twp - USD445-CCC|10,113
Montgomery|Liberty Twp - USD446-ICC|02,4
Montgomery|Liberty Twp - USD447-CCC DD3|04,9
Montgomery|Liberty Twp - USD447-CCC|05,71
Montgomery|Liberty Twp - USD447.3-ICC|07,18
Montgomery|Liberty Twp -447 CCC 2|02,3
Montgomery|Louisburg Twp- 484 CC2|04,21
Montgomery|Louisburg Twp - Elk City CC2|03,172
Montgomery|Louisburg Twp - USD283|01,33
Montgomery|Louisburg Twp - USD446|02,16
Montgomery|Louisburg Twp - USD484|04,1
Montgomery|Louisburg Twp 283 CC2|02,64
Montgomery|Louisburg Twp 446 CC2|01,92
Montgomery|Parker Twp - 1st Prec|01,201
Montgomery|Parker Twp - 2nd Prec-DD2|03,3
Montgomery|Parker Twp - 2nd Prec-DD3|04,1
Montgomery|Parker Twp - 2nd Prec Enc H11|01,3
Montgomery|Parker Twp - 2nd Prec.|02,627
Montgomery|Rutland Twp - USD436.2 - CCC|01,123
Montgomery|Rutland Twp - USD446 - ICC|02,122
Montgomery|Rutland Twp CC1|01,18
Montgomery|Sycamore Twp - USD283 - ICC|01,41
Montgomery|Sycamore Twp - USD446 ICC|02,525
Montgomery|Sycamore Twp - USD461 ICC|03,84
Montgomery|West Cherry Twp - USD446 ICC|01,112
Montgomery|West Cherry Twp - USD447 ICC|02,56
Montgomery|West Cherry Twp - USD461 ICC|03,55
"Morris|CG-Ward 1 - 417, Bd 1|01",436
"Morris|CG-Ward 2 - 417, Bd 1|01",386
"Morris|CG-Ward 3 - 417, Bd 1|01",645
"Morris|HI - 481, Bd 1|03",71
"Morris|OV - 481, Bd 1|03",56
"Morris|OV - 481, Bd 2|01",3
Morris|OV - 487 At Lrg|02,2
"Morris|Twp 1 Pct 2 - 417, Bd 1|02",121
"Morris|Twp 1, Pct 1 - 284, Bd 2|02",1
"Morris|Twp 1, Pct 1 - 417, Bd 1|01",229
"Morris|Twp 1, Pct 2-Dunlap-417,Bd 1|01",20
"Morris|Twp 1, Pct 2 - 284, Bd 2|03",9
"Morris|Twp 2  - 417, Bd 2 - City Lake|02",128
"Morris|Twp 2  - 417, Bd 2|01",400
"Morris|Twp 2  417, Bd 2 - Impvmt Dist|03",14
"Morris|Twp 3 - 417, Bd 2|02",135
"Morris|Twp 3 - Dwight City  417, Bd 2|01",175
"Morris|Twp 4 - 417, Bd 2|03",57
"Morris|Twp 4 - 481, Bd 1|06",57
"Morris|Twp 4 - Parkerville-417, Bd 2|01",7
"Morris|Twp 4 - Parkerville-481, Bd 1|05",27
"Morris|Twp 5 - 481, Bd 1|01",116
"Morris|Twp 5 - White City - 481, Bd 1|04",317
"Morris|Twp 6 - 481, Bd 1|01",13
Morris|Twp 6 - 487  At Large|03,47
"Morris|Twp 6 - Latimer - 481, Bd 1|04",18
"Morris|Twp 7 - 397, Bd 1|01",17
"Morris|Twp 7 - 417, Bd 2|02",77
Morris|Twp 7 - 487  At Large|03,78
"Morris|Twp 8 - 284, Bd 1|01",1
"Morris|Twp 8 - 397, Bd 1|02",122
"Morris|Twp 8 - 417, Bd 2|03",8
"Morris|Twp 9 - 417, Bd 2|02",120
"Morris|Twp 9 - Wilsey - 417, Bd 2|01",119
Morton|01.1 Cimarron Twp/C-1/218|01,45
Morton|02.1 Elkhart/W-2/C-2|01,200
Morton|02.2 Elkhart/W-2/C-3|02,92
Morton|02.3 Elkhart/W-3/C-2|03,227
Morton|02.4 Elkhart/W-3/C-3|04,188
Morton|02.5 Elkhart/W-1/C-2|05,40
Morton|02.6 Elkhart/W-2/C-1|06,147
Morton|02.7 Elkhart/W-1/C-3|07,378
Morton|02.8 Elkhart/W-1/C-1|08,94
Morton|03.1 Jones/C-2/218|01,8
Morton|04.1 Richfield/C-2/217|01,32
Morton|05.1 Richfield East/C-2/217|01,52
Morton|06.1 Richfield West/C-2/218|01,17
Morton|06.2 Richfield West/C-2/217|02,36
Morton|07.1 Rolla Twp/C-1/217|01,88
Morton|08.1 Rolla City/C-1/217|01,252
Morton|09.1 Taloga Twp/C-1/218|01,66
Morton|09.2 Taloga Twp/C-2/218|02,22
Morton|10.1 Westola Twp/C-2/218|01,46
Nemaha|Adams Twp - USD 113|02,16
Nemaha|Adams Twp - USD 115|03,122
Nemaha|Bern City|01,126
Nemaha|Berwick Twp - USD 113|01,283
Nemaha|Capioma Twp - USD 113|02,115
Nemaha|Center Twp - USD 115|01,77
Nemaha|Center Twp - USD 380|02,58
Nemaha|Centralia-Home|01,273
Nemaha|Centralia-Illinois|01,45
Nemaha|Clear Creek - USD 113|03,11
Nemaha|Clear Creek - USD 115|02,67
Nemaha|Corning City|01,144
Nemaha|Gilman Twp - USD 113|03,29
Nemaha|Gilman Twp - USD 115|02,87
Nemaha|Goff City|01,63
Nemaha|Granada Twp - USD 113|01,33
Nemaha|Granada Twp - USD 335|02,42
Nemaha|Harrison-Goff - USD 115|04,2
Nemaha|Harrison-Goff - USD 380|02,50
Nemaha|Harrison-Kelly - USD 115|02,80
Nemaha|Harrison Goff - USD 335|03,6
Nemaha|Home Twp - USD 380 Mbr 2-5|01,101
Nemaha|Home Twp - USD 380 Mbr 3-6|02,8
Nemaha|Illinois Twp - USD 115|03,46
Nemaha|Illinois Twp - USD 380 Mbr 3-6|02,121
Nemaha|Marion Twp - Bailley Imp Dist|06,128
Nemaha|Marion Twp - USD 115|02,155
Nemaha|Mitchell Twp - USD 115|03,241
Nemaha|Mitchell Twp - USD 380|02,15
Nemaha|Nemaha Twp - USD 113 Mbr 5|01,77
Nemaha|Nemaha Twp - USD 115|02,28
Nemaha|Neuchatel Twp - USD 322|02,20
Nemaha|Neuchatel Twp - USD 380|03,62
Nemaha|Oneida City|01,33
Nemaha|Red Vermillion Twp - USD 322|02,18
Nemaha|Red Vermillion Twp - USD 380|03,70
Nemaha|Reilly Twp - USD 335|02,35
Nemaha|Reilly Twp - USD 380|03,43
Nemaha|Richmond Twp - USD 115|01,414
Nemaha|Rock Creek Twp - USD 113 Mbr 4|01,144
Nemaha|Rock Creek Twp - USD 113 Mbr 5|02,185
Nemaha|Sabetha City - Ward 1 (113/3)|01,374
Nemaha|Sabetha City - Ward 1 (113/4)|02,74
Nemaha|Sabetha City - Ward 2 (113/3)|01,287
Nemaha|Sabetha City - Ward 2 (113/4)|02,196
Nemaha|Sabetha City - Ward 2 (113/5)|03,8
Nemaha|Sabetha City - Ward 3 (113/2)|01,309
Nemaha|Sabetha City - Ward 3 (113/5)|02,139
Nemaha|Sabetha City - Ward 4 (113/2)|01,331
Nemaha|Sabetha City - Ward 4 (113/5)|02,2
Nemaha|Seneca City - Ward 1 (115/2)|01,193
Nemaha|Seneca City - Ward 1 (115/3)|02,160
Nemaha|Seneca City - Ward 2 (115/1)|01,305
Nemaha|Seneca City - Ward 2 (115/2)|02,249
Nemaha|Seneca City - Ward 2 (115/3)|03,10
Nemaha|Seneca City - Ward 3 (115/1)|01,348
Nemaha|Seneca City - Ward 3 (115/2)|02,10
Nemaha|Seneca City - Ward 3 (115/3)|03,245
Nemaha|Washington Twp 113|01,184
Nemaha|Wetmore City|01,192
Nemaha|Wetmore Twp - USD 335|02,99
Neosho|Big Creek (101/3)|01,179
Neosho|Big Creek (413)|02,205
Neosho|Canville H2 (413)|02,145
Neosho|Canville Part A H7 (101/1)|01,5
Neosho|Canville Part A H7 (413)|03,263
Neosho|Canville Part B H7 (413)|01,5
Neosho|Centerville (101/1)|01,231
Neosho|Centerville (101/2)|02,77
Neosho|Chanute  P1 Ward 3 (413)|01,1306
Neosho|Chanute  P2 Ward 2 (413)|01,669
Neosho|Chanute  P3 Ward 3 H2 (413)|01,201
Neosho|Chanute P1 Ward 2 (413)|01,629
Neosho|Chanute P1 Ward 3 EX (413)|01,1
Neosho|Chanute P1 Ward 4 (413)|01,746
Neosho|Chanute P2 Ward 3 (413)|01,553
Neosho|Chanute P2 Ward 4 A H2 (413)|01,8
Neosho|Chanute P2 Ward 4 B H2 (413)|01,1
Neosho|Chanute P2 Ward 4 H7 (413)|01,493
Neosho|Chanute P3 Ward 3 EX (413)|01,4
Neosho|Chanute P3 Ward 3 H7 (413)|01,931
Neosho|Chanute P3 Ward 4  H2 (413)|01,48
Neosho|Chanute P3 Ward 4 EX C (413)|01,5
Neosho|Chanute P3 Ward 4 H7 (413)|01,444
Neosho|Chanute Ward 1 (413)|01,214
Neosho|Chetopa H13 (101/1)|01,1
Neosho|Chetopa H13 (447)|02,143
Neosho|Chetopa H2 (101/1)|01,1
Neosho|Chetopa H9 (101/1)|01,113
Neosho|Chetopa H9 (413)|02,5
Neosho|Chetopa H9 (447)|03,30
Neosho|Earlton City (413)|02,37
Neosho|East Erie City  (101/2)|06,4
Neosho|East Erie City  (101/3)|05,3
Neosho|East Erie City (101/2)|03,258
Neosho|East Erie City (101/3)|04,182
Neosho|East Erie TWP (101/3)|02,2
Neosho|Galesburg City (101/1)|03,96
Neosho|Grant (101/3)|01,228
Neosho|Ladore (101/1)|01,272
Neosho|Ladore (101/2)|02,22
Neosho|Lincoln (101/2)|01,121
Neosho|Lincoln (247)|02,26
Neosho|Lincoln (505/3)|03,62
Neosho|Mission (101/2)|01,11
Neosho|Mission (505)|02,206
Neosho|North Tioga (413)|01,352
Neosho|S Tioga W Enclave H2 (413)|01,18
Neosho|S Tioga W Part A H2 (413)|01,18
Neosho|S Tioga West Enclave B (413)|01,11
Neosho|S Tioga West Enclave C (413)|01,1
Neosho|S Tioga West Enclave H7 (413)|01,2
Neosho|S Tioga West H7 (413)|01,88
Neosho|Shiloh (101/1)|01,113
Neosho|Shiloh (447)|02,110
Neosho|South Tioga East (413)|01,204
Neosho|St Paul City (505)|04,430
Neosho|Stark City (101/3)|02,56
Neosho|Thayer City (447)|03,343
Neosho|Walnut Grove  (101/2)|01,29
Neosho|Walnut Grove (101/3)|02,132
Neosho|Walnut Grove (248)|03,45
Neosho|Walnut Grove (505)|04,57
Neosho|West Erie City  (101/2)|05,336
Neosho|West Erie TWP (101/1)|01,8
Neosho|West Erie TWP (101/2)|02,90
Neosho|West Erie TWP (101/3)|03,50
Neosho|West Erie TWP (413)|04,27
Ness|Bazine City H2/106/1|10,180
Ness|Bazine Twp H1/106/1|01,19
Ness|Bazine Twp H1/395/1|05,1
Ness|Bazine Twp H2/106/1|04,67
Ness|Eden H1/303/1|01,18
Ness|Eden H2/303/1|03,36
Ness|Forrester City H2/303/1|10,18
Ness|Forrester H1/106/2|02,9
Ness|Forrester H1/303/1|103,8
Ness|Forrester H2/303/1|03,32
Ness|Franklin H2/303/1|03,81
Ness|Highpoint H2/106/1|04,29
Ness|Johnson H2/303/1|03,39
Ness|N Center City H2/303/1|10,573
Ness|N Center Twp H2/303/1|03,18
Ness|Nevada City H1/106/2|10,209
Ness|Nevada Twp H1/106/2|02,82
Ness|Ohio City H1/106/2|10,95
Ness|Ohio H1/106/2|02,51
Ness|Ohio H1/303/1|01,10
Ness|S Center City H2/303/1|10,311
Ness|S Center Twp H2/303/1|03,6
Ness|Waring City H1/106/2|10,20
Ness|Waring H1/106/2|02,36
Ness|Waring H1/395/1|05,8
Norton|1.1 Ward One|01,624
Norton|10.1 Belle Plain Twp|01,19
Norton|10.2 Belle Plain Twp|02,6
Norton|10.3 Edmond City|03,34
Norton|10.4 SandCreek Twp|04,7
Norton|10.5 SandCreek Twp|05,8
Norton|10.6 SandCreek Twp|06,5
Norton|10.7 Solomon Twp|07,9
Norton|11.1 Lincoln Twp|01,13
Norton|11.2 West Union Twp|02,22
Norton|2.2 Ward Two|02,683
Norton|3.2 Ward Three|02,663
Norton|4.1 Almena City|01,246
Norton|4.10 Almena Twp (Har)|10,1
Norton|4.11 Almena Twp (Har)|11,8
Norton|4.2 Almena Twp|02,21
Norton|4.3 Almena Twp|03,47
Norton|4.5 Almena Twp|05,1
Norton|4.6 Grant Twp|06,28
Norton|4.7 Grant Twp|07,9
Norton|4.8 Grant Twp|08,1
Norton|5.1 Center Twp|01,48
Norton|5.2 Center Twp|02,126
Norton|5.3 Center Twp|03,127
Norton|5.4 Center Twp|04,63
Norton|5.5 Emmett Twp|05,53
Norton|5.6 Emmett Twp|06,29
Norton|6.1 Crystal Twp|01,11
Norton|6.2 Crystal Twp|02,6
Norton|6.3 Crystal Twp|03,4
Norton|6.4 Garfield Twp|04,43
Norton|6.5 Rockbranch Twp|05,12
Norton|6.6 Rockwell Twp|06,6
Norton|6.7 Rockwell Twp|07,7
Norton|6.8 Rockwell Twp|08,7
Norton|7.1 Almelo Twp|01,55
Norton|7.2 Lenora City|02,178
Norton|7.3 Highland Twp|03,18
Norton|7.4 Lenora Twp|04,19
Norton|7.5 Modell Twp|05,23
Norton|7.6 Modell Twp|06,5
Norton|8.1 Clayton City|01,39
Norton|8.2 Clayton Twp|02,10
Norton|8.3 Clayton Twp|03,21
Norton|8.4 Noble Twp|04,4
Norton|8.5 Noble Twp|05,10
Norton|9.1 Leota Twp|01,45
Norton|9.2 Orange Twp|02,38
Osage|Agency 421 MD 2-4|02,2
Osage|Agency 421 MD 3-4|01,8
Osage|Agency 456 MD 147|05,5
Osage|Agency 456 MD 257|03,23
Osage|Agency 456 MD 367|04,76
Osage|Arvonia 243 MD 147|01,52
Osage|Arvonia 243 MD 257|02,9
Osage|Arvonia 251 MD__ RF1|03,32
Osage|Arvonia 420 MD 147|04,3
Osage|Barclay 251 MD 147_RF1|01,18
Osage|Barclay 420 MD 147|02,137
Osage|Bulingame SO 454 MD 367 WS|05,40
Osage|Burlingame NO 330 MD 257 WS|05,35
Osage|Burlingame NO 330 MD 257|01,96
Osage|Burlingame NO 434 MD 257|02,50
Osage|Burlingame NO 437 MD 257|03,45
Osage|Burlingame NO 454 MD 147 WS|06,184
Osage|Burlingame NO 454 MD 147|04,107
Osage|Burlingame SO 454 MD 257 WS|04,23
Osage|Burlingame SO 454 MD 257|02,15
Osage|Burlingame SO 454 MD 367|03,44
Osage|City of B'Game South MD257 WS|02,127
Osage|City of B'Game South MD367 WS|03,366
Osage|City of Burlingame North WS|01,199
Osage|City of Carbondale North|01,504
Osage|City of Carbondale South|01,505
Osage|City of Lyndon North 1-4|01,600
Osage|City of Lyndon North 2-4|02,7
Osage|City of Lyndon South 1-4|01,132
Osage|City of Lyndon South 2-4|02,95
Osage|City of Melvern|01,295
Osage|City of Olivet|01,55
Osage|City of Overbrook|02,747
Osage|City of Quenemo|01,257
Osage|City of Scranton|01,477
Osage|Dragoon 420 MD 147|01,27
Osage|Dragoon 434 MD 367|02,23
Osage|Dragoon 454 MD 257 WS|04,13
Osage|Dragoon 454 MD 257|03,110
Osage|Elk 434 MD 147|01,637
Osage|Elk 434 MD 367|02,18
Osage|Elk 450 MD 367|03,41
Osage|Fairfax  434 MD 367 H54|02,250
Osage|Fairfax 421 MD 2-4 H54|01,135
Osage|Fairfax 421 MD 2-4|01,29
Osage|Fairfax 421 MD 3-4|02,84
Osage|Fairfax 434 MD 367|03,2
Osage|Grant H54|01,33
Osage|Grant H76|01,209
Osage|Lincoln 287 MD 367|01,35
Osage|Lincoln 456 MD 147|03,91
Osage|Lincoln 456 MD 257|02,4
Osage|Melvern 421 MD 2-4|01,8
Osage|Melvern 456 MD 147|03,167
Osage|Melvern 456 MD 257|02,102
Osage|Michigan Valley 287 MD 147 H54|01,7
Osage|Michigan Valley 287 MD 147|01,223
Osage|Michigan Valley 287 MD 257|02,19
Osage|Michigan Valley 434 MD 147 H54|02,72
Osage|Michigan Valley 434 MD 147|03,84
Osage|Olivet 420 MD 147|02,44
Osage|Olivet 421 MD 2-4|03,42
Osage|Olivet 456 MD 147|04,69
"Osage|Osage City Ward 1 (420, 147)|01",341
"Osage|Osage City Ward 1 (420, 257)|02",263
"Osage|Osage City Ward 1 (420, 367)|03",21
"Osage|Osage City Ward 2 (420, 367)|01",475
"Osage|Osage City Ward 3 (420, 257)|02",25
"Osage|Osage City Ward 3 (420, 367)|01",587
"Osage|Osage City Ward 4 (420, 257)|01",485
Osage|Ridgeway NO 434 MD 257|02,155
Osage|Ridgeway NO 434 MD 367|01,269
Osage|Ridgeway NO 450 MD 367|03,5
Osage|Ridgeway SO 434 MD 257|02,30
Osage|Ridgeway SO 434 MD 367|01,401
Osage|Scranton 434 MD 257|01,182
Osage|Scranton 434 MD 367|02,121
Osage|Scranton 454 MD 257|03,67
Osage|Superior 420 MD 147|01,113
Osage|Superior 420 MD 147H54|01,30
Osage|Superior 420 MD 367|04,43
Osage|Superior 421 MD 2-4|02,20
Osage|Valley Brook NO 420 MD 147|01,10
Osage|Valley Brook NO 421 MD 2-4|02,211
Osage|Valley Brook NO 421 MD 3-4|03,60
Osage|Valley Brook SO 421 MD 2-4|01,140
Osage|Valley Brook SO 456 MD 3-6|02,4
Osage|Vassar 287 MD 147|01,14
Osage|Vassar 287 MD 257|02,7
Osage|Vassar 421 MD 3-4|03,585
"Osborne|Alton City/392, 3|01",79
"Osborne|Bethany Twp/272, 1-4|01",14
"Osborne|Bethany Twp/392, 3|02",42
"Osborne|Bloom Twp/272, 3-6|01",52
"Osborne|Bloom Twp/392, 3|02",1
"Osborne|Corinth Twp/272, 2-5|01",25
"Osborne|Corinth Twp/272, 3-6|02",14
"Osborne|Corinth Twp/392, 3|03",4
Osborne|Covert Twp/299|03,2
"Osborne|Covert Twp/392, 3|01",5
Osborne|Covert Twp/399|02,1
Osborne|Delhi Twp/299|01,20
"Osborne|Delhi Twp/392, 3|02",2
"Osborne|Downs City/272, 1-4|01",434
"Osborne|Downs City/272, 2-5|02",192
Osborne|Grant Twp/271|01,2
"Osborne|Grant Twp/392, 3|02",25
"Osborne|Hancock Twp/392, 3|01",15
"Osborne|Hawkeye Twp/392, 3|01",20
"Osborne|Independence Twp/392, 3|01",15
Osborne|Jackson Twp/299|02,12
"Osborne|Jackson Twp/392, 3|01",11
"Osborne|Kill Creek Twp/392, 3|01",3
"Osborne|Lawrence Twp/392, 3|01",20
Osborne|Liberty Twp/399|01,16
"Osborne|Mt. Ayr Twp/392, 3|01",14
Osborne|Mt. Ayr Twp/399|02,9
Osborne|Natoma City|01,218
Osborne|Natoma Twp/399|01,13
"Osborne|Osborne Ward 1/392, 1|01",325
"Osborne|Osborne Ward 2/392, 2|01",398
"Osborne|Osborne Ward 3/392, 1|01",159
"Osborne|Osborne Ward 3/392, 2|02",69
"Osborne|Penn Twp/392, 2|01",43
