polling_place_text_name,Count
Senior Citizen - Cofv Building - Pct 8,309
Senior Citizen - Cofv Building - Pct 9,79
Senior Citizen - Cvale Building,744
Senior Citizen Bldg in Galena,1116
Senior Citizen Ctr,1089
Senior Citizens Center,698
Severy Methodist Church,701
Seward County Activity Center,10936
Shawnee Bible Church,1579
Shawnee Community Christian Church,1504
Shawnee Library,4393
Shawnee Presbyterian Church,1457
Shawnee Town Hall,5392
Sheriff Firing Range,976
Silver Lake UMC,1380
SM Smolan Community Bldg,569
Smoky Hill Country Club,3097
SN Heights ES,1183
SN Heights MS,1515
SNCO Fire District 1,732
SNCO Fire District 4,501
SO Kipp Community Bldg,263
Soldier Community Center,393
Solomon City Building,1384
South Haven Community Bldg,559
South High School,3276
South Hutch United Methodist,772
South Rock Christian Church,4115
South Room 4-H Building,2164
Southeast High School,4191
Southminster Presbyterian Church,1818
Southwoods Christian Church,3777
Spring Hill Community Center,3280
Srader Center,1524
St Aloysius Church,2167
St Aloysius Church - WFV,578
St Andrew's Episcopal Derby,1399
St Andrew's Lutheran,3643
St Andrews Presb Ch,1938
St Anne Catholic Church,3148
St Catherine of Siena,4231
St Elizabeth Ann Seton,4440
St John's Evangelist Catholic Church,2727
St Joseph Parish Center,1916
St Luke's Episcopal Church,2991
St Matthew's Church,1734
St Michael the Archangel Catholic Church,8059
St Nicholas Church,2864
St Paul's United Methodist Church,4103
St Thomas the Apostle Episcopal Church,2056
St. Andrew Missionary Baptist Church,3040
St. Francis De Sales,3608
St. Francis Xavier Hall,1787
St. John's Parish Center Sc,998
St. John Lutheran Hall,3217
St. Johns Hall,730
"St. Joseph Catholic Hall Arma, Ks",3099
St. Lawrence Hall,854
St. Malachy's Church Hall,323
St. Michael Catholic Hall,3179
St. Teresa Catholic Church,450
St. Thomas More Church,2224
Stanton County Courthouse,1070
Sterling Evangelical Church,279
Sterling Methodist Church Fellowship Hall,2084
Sternberg Museum,2406
STFD 72,830
Stilwell United Methodist Church,1751
Stockton City Hall,1490
Storehouse Fairlawn Plaza,1989
Stranger Twp Fire Station,1042
Summerfield Community Ctr,247
Sunflower Center,231
Sunrise Acres,552
Sunrise Optimist Club,1613
Sunset Hills Christian Church,2883
Susanna Wesley UMC,2352
Sycamore Township Hall,650
Sycamore Township Hall West Cherry Township,223
Sylvan Grove Fire Station,528
Sylvester Powell Jr Community Center,2183
Talmage Community & Senior Center,990
Tampa Senior Center,453
Tecumseh Pk Shelter,904
Temple Beth Sholom,784
Thayer Community Building,859
The Benton Church,2250
The Coffee Campus,1120
The Light KC,779
The Links Clubhouse,1968
The Phyllis Jackson Meeting Room,989
The Sandbox,2645
Tipton Community Building,218
Tomahawk Creek Condos,1236
Tomahawk Hills Golf Course,1602
Tomahawk Ridge Community Center,4592
Topeka Baptist Ch,1275
Topeka Bible Ch,936
Topeka Ch of Brethren,1330
Topeka Civic Theatre,1281
Toronto Township Comm. Bldg.,368
Towanda First Baptist Church,2384
Town Cntry Christian Ch,2367
Trinity Lutheran Church,7553
Trinity Methodist Church,2452
Trinity Presbyterian,1409
Troy Community Building-WY,140
Troy Community Building - Troy City,1159
Turon Community Center,313
Twelfth Avenue Baptist Church,2754
Tyro Christian Church Caney Township Tyro Pct,517
Tyro Christian Church Fawn Crk Twp Tyro Pct,357
Udall Community Building,1431
Umc Education Building (USD 496),235
Umc Fellowship Hall,283
Unger Complex,995
Uniontown City Hall,627
United Methodist Church,2518
United Methodist Church of De Soto,1321
University Christian Church,2652
Urban League,2448
USD 298 Lincoln Jr Sr High School Storm Shelter,1598
USD 309 Administration,262
USD 449 Board Office,1542
USD 473 District Office,1927
USD 501 Admin Bldg,659
USD 501 Natatorium,1456
UUFT Ch,1588
V.F.W. Hall,2058
Valley Center Community Center,2998
Valley Center UMC,3272
Valley Heights High School - B.R.,748
Valley Heights High School - Wtvl,664
Valley Township Building,600
Veteran's Memorial Building,1710
Veterans Bldg,606
Veterans Building,1367
VFW (Ellis),1883
VFW (Hays),3304
VFW (Victoria),1357
VFW 6654 of De Soto,3212
VFW 7397 of Lenexa,2105
VFW Bldg,1117
VFW Building,2826
Villa Ro Community Rm,571
Village on Antioch,2866
Vineyard Comm Church,2007
Vineyard Community Church,4299
Viola Community Hall,450
Wakarusa Presb,732
Wakefield United,1303
Waldo Senior Center,349
Wall Family Center,2230
Walton FD1 Fire Station,648
Wanamaker Woods Ch Naz,1362
Washburn Rural HS,1451
Wathena Community Center,1053
Wathena Community Center - Bl,175
Wathena Community Center - Bo,116
Wathena Community Center - Ma,174
Waverly Commun. Bldg. 1,801
Wayside Christian Church,263
Wea Catholic School,541
Weir Civic Club Bldg.,1157
Welda Community Building,600
Wells Comm Center,316
Wellsville Community Building,2294
Wesleyan Church,1785
West Evangelical Free Church,4355
West Haven Bapt. Church,1316
West High School,4151
West Lenexa SDA Church,3434
West Ridge Mall,2143
Westbrooke Church,2091
Western Hills Ch,2159
Westlink Church of Christ,4257
Westminister Presbyterian Chu,1789
Westminster Presb Ch,1105
Westmoreland Community Center,1263
Westside Church of the Nazarene,4184
Westside Family Church,3473
Westview Baptist Church,3617
Westview Comm Church,1284
Westwood City Hall,2632
Westwood Presbyterian,4757
Wetmore American Legion - Granada,75
Wetmore American Legion - Wetmore City,192
Wetmore American Legion - Wetmore Township,99
Wgtn Knights of Columbus Hall,1100
White City Community Bldg - Hi,71
White City Community Bldg - Ov,61
White City Community Bldg - Twp 5,433
White City Community Bldg - Twp 6,78
Whitewater Community Church,1738
Whiting Community Building,378
Wichita County Community Building,1230
Wichita United Church of Christ,3194
Williamsburg Community Bldg,950
Wilmore Community Center,53
Wilson County Courthouse,1148
Wilson Senior Center.,659
Winchester City Hall/Community Building,837
Windom Fire Station,126
Winona,326
WL Southeast of Saline Sch,424
WLW Civic Auditorium,2396
Wm Carpenter Building 1,149
Wm Carpenter Building 10,647
Wm Carpenter Building 11,851
Wm Carpenter Building 2,63
Wm Carpenter Building 3,76
Wm Carpenter Building 4,51
Wm Carpenter Building 5,61
Wm Carpenter Building 6,206
Wm Carpenter Building 7,136
Wm Carpenter Building 8,518
Wm Carpenter Building 9,753
Wolak Building,3754
Womans Club of Topeka,1852
Woodbine United Methodist Church,357
Woodland Lakes Community Church,3386
Woodland United Methodist Church,4342
Woodlawn Methodist Church,1793
Woodson Avenue Bible Church,4205
Woodson County Ambulance Bldg,900
Word of Life Church,3270
WSU Metropolitan Complex,3464
WTech East,863
WU Alumni Ctr,1227
Wyandotte Tabernacle Church,4149
Zeandale Community Church,680
Zenda City Hall,451
Zenda Community Center,72
Zion United Church of Christ,2746
Zurich City Building,121
