text_election_code_10,Count
,1203758
11691,2
12897,8
22503,5
3204,2
4103,62
4202,1
4291,4
4296,8
4301,17
4495,7
4505,59
4604,2
4699,5
4792,5
51804,28
82791,1
CG,585
CG 201,1
CG0003,28
CG0004,13
CG0005,49
CG0007,46
CG0008,16
CG0009,70
CG0010,297
CG0011,161
CG005,18
CG0104,37
CG012,12
CG021,2
CG0304,52
CG033,11
CG0404,2
CG0406,2
CG0408,13
CG0410,7
CG0413,13
CG042,5
CG0489,1
CG0491,2
CG0493,6
CG0495,8
CG0497,3
CG0504,127
CG052,2
CG06,8
CG08,4
CG10,1
CG1019,13
CG1024,1
CG1029,1
CG1030,3
CG1068,5
CG11,71
CG1179,9
CG12,38
CG1229,2
CG1279,1
CG13,59
CG1319,3
CG14,129
CG15,202
CG1520,19
CG16,28
CG19,106
CG1985,1
CG1987,4
CG1989,18
CG1990,3
CG1991,29
CG1993,96
CG1994,59
CG1995,158
CG1996,12
CG1997,246
CG1998,14
CG1999,221
CG20,3
CG2000,9
CG2001,482
CG2002,19
CG2003,943
CG2004,111
CG2005,4010
CG2006,176
CG2007,3067
CG2008,173
CG2009,3520
CG2010,278
CG2011,4438
CG2012,383
CG2013,5672
CG2014,524
CG2015,11743
CG2016,308
CG2017,27644
CG2019,44535
CG2021,2553
CG21,1
CG2209,3
CG2250,65
CG2259,24
CG2260,6
CG2269,10
CG2270,43
CG2279,2
CG2288,10
CG2289,36
CG2290,3
CG2299,3
CG245,2
CG3105,66
CG3188,1
CG3204,14
CG3209,1
CG3210,4
CG3293,13
CG3299,50
CG334C,1
CG3387,3
CG400,3
CG401,9
CG402,1
CG403,10
CG404,2
CG405,83
CG4103,432
CG4186,1
CG4197,154
CG4202,23
CG4290,1
CG4291,28
CG4296,18
CG4301,250
CG4390,3
CG44,3
CG4400,64
CG4406,1
CG4489,23
CG4495,101
CG4505,1627
CG4594,4
CG4604,38
CG4693,58
CG4699,178
CG4787,8
CG4792,24
CG4798,21
CG48,40
CG496,6
CG497,9
CG498,7
CG499,7
CG510,24
CG5229,1
CG5404,4
CG5702,5
CG5704,15
CG604,2
CG6139,2
CG6219,4
CG6259,1
CG6279,2
CG6290,6
CG6491,1
CG6496,4
CG6705,30
CG6992,1
CG7139,1
CG7189,4
