Registered,Count
-0.257534246575343,1
0.26027397260274,22
0.263013698630137,94
0.265753424657534,29
0.268493150684932,87
0.271232876712329,609
0.273972602739726,8
0.276712328767123,7
0.279452054794521,314
0.282191780821918,303
0.284931506849315,98
0.287671232876712,241
0.29041095890411,790
0.293150684931507,7
0.295890410958904,3
0.298630136986301,295
0.301369863013699,260
0.304109589041096,79
0.306849315068493,203
0.30958904109589,807
0.312328767123288,7
0.315068493150685,14
0.317808219178082,277
0.320547945205479,330
0.323287671232877,226
0.326027397260274,184
0.328767123287671,628
0.331506849315069,6
0.334246575342466,9
0.336986301369863,292
0.33972602739726,312
0.342465753424658,124
0.345205479452055,105
0.347945205479452,665
0.350684931506849,5
0.353424657534247,11
0.356164383561644,265
0.358904109589041,258
0.361643835616438,79
0.364383561643836,247
0.367123287671233,717
0.36986301369863,8
0.372602739726027,5
0.375342465753425,246
0.378082191780822,131
0.380821917808219,61
0.383561643835616,217
0.386301369863014,752
0.389041095890411,5
0.391780821917808,10
0.394520547945205,897
0.397260273972603,567
0.4,569
0.402739726027397,466
0.405479452054795,777
0.408219178082192,9
0.410958904109589,31
0.413698630136986,195
0.416438356164384,248
0.419178082191781,90
0.421917808219178,98
0.424657534246575,558
0.427397260273973,4
0.43013698630137,8
0.432876712328767,207
0.435616438356164,230
0.438356164383562,86
0.441095890410959,103
0.443835616438356,444
0.446575342465753,4
0.449315068493151,2
0.452054794520548,132
0.454794520547945,198
0.457534246575342,180
0.46027397260274,136
0.463013698630137,132
0.465753424657534,7
0.468493150684932,3
0.471232876712329,248
0.473972602739726,186
0.476712328767123,75
0.479452054794521,86
0.482191780821918,520
0.484931506849315,1
0.487671232876712,7
0.49041095890411,196
0.493150684931507,201
0.495890410958904,55
0.498630136986301,315
0.501369863013699,731
0.504109589041096,8
0.506849315068493,6
0.50958904109589,245
0.512328767123288,272
0.515068493150685,104
0.517808219178082,163
0.520547945205479,648
0.523287671232877,13
0.526027397260274,9
0.528767123287671,256
0.531506849315069,100
0.534246575342466,100
0.536986301369863,685
0.53972602739726,16
0.542465753424658,6
0.545205479452055,9
0.547945205479452,230
0.550684931506849,264
0.553424657534247,68
0.556164383561644,85
0.558904109589041,427
0.561643835616438,8
0.564383561643836,6
0.567123287671233,97
0.56986301369863,88
0.572602739726027,204
0.575342465753425,295
0.578082191780822,29
0.580821917808219,6
0.583561643835616,4
0.586301369863014,249
0.589041095890411,289
0.591780821917808,11
0.594520547945205,353
0.597260273972603,690
0.6,19
0.602739726027397,9
0.605479452054794,475
0.608219178082192,552
0.613698630136986,129
0.616438356164384,973
0.619178082191781,8
0.621917808219178,9
0.624657534246575,867
0.627397260273973,1203
0.63013698630137,969
0.632876712328767,1388
0.635616438356164,1549
0.638356164383562,9
0.641095890410959,8
0.643835616438356,1200
0.646575342465753,1192
0.649315068493151,1190
0.652054794520548,1254
0.654794520547945,1297
0.657534246575342,5
0.66027397260274,6
0.663013698630137,978
0.665753424657534,1282
0.668493150684932,1820
0.671232876712329,1648
0.673972602739726,1585
0.676712328767123,5
0.679452054794521,8
0.682191780821918,7
0.684931506849315,4
0.687671232876712,1116
0.69041095890411,1379
0.693150684931507,2232
0.695890410958904,3
0.701369863013699,2098
0.704109589041096,1912
0.706849315068493,1192
0.70958904109589,721
0.712328767123288,831
0.715068493150685,28
0.717808219178082,17
0.720547945205479,513
0.723287671232877,439
0.726027397260274,711
0.728767123287671,581
0.731506849315068,110
0.734246575342466,81
0.736986301369863,166
0.73972602739726,697
0.742465753424657,708
0.745205479452055,2125
0.747945205479452,2339
0.750684931506849,106
0.753424657534247,5
0.756164383561644,57
0.758904109589041,187
0.761643835616438,237
0.764383561643836,119
0.767123287671233,166
0.76986301369863,90
0.772602739726027,37
0.775342465753425,26
0.778082191780822,70
0.780821917808219,77
0.783561643835616,83
0.786301369863014,80
0.789041095890411,135
0.791780821917808,30
0.794520547945205,26
0.797260273972603,117
0.8,84
0.802739726027397,108
0.805479452054795,13697
0.808219178082192,2668
0.810958904109589,434
0.813698630136986,1193
0.816438356164384,2316
0.819178082191781,2637
0.821917808219178,1921
0.824657534246575,2273
0.827397260273973,1484
0.83013698630137,131
0.832876712328767,444
0.835616438356164,1447
0.838356164383562,1825
0.841095890410959,1462
0.843835616438356,699
0.846575342465753,1276
0.849315068493151,155
0.852054794520548,159
0.854794520547945,1587
0.857534246575342,1609
0.86027397260274,1792
0.863013698630137,1243
0.865753424657534,1868
0.868493150684931,89
0.871232876712329,166
0.873972602739726,1994
0.876712328767123,2000
0.879452054794521,1718
0.882191780821918,1781
0.884931506849315,2663
0.887671232876712,308
0.89041095890411,368
0.893150684931507,1806
0.895890410958904,1738
0.898630136986301,1802
0.901369863013699,1138
0.904109589041096,1426
0.906849315068493,28
0.90958904109589,73
0.912328767123288,1080
0.915068493150685,1491
0.917808219178082,1358
0.920547945205479,1799
0.923287671232877,1218
0.926027397260274,319
0.928767123287671,645
0.931506849315068,1229
0.934246575342466,1353
0.936986301369863,1987
0.93972602739726,1595
0.942465753424658,1689
0.945205479452055,382
0.947945205479452,611
0.950684931506849,1787
0.953424657534247,1515
0.956164383561644,1094
0.958904109589041,837
0.961643835616438,782
0.964383561643836,28
0.967123287671233,22
0.96986301369863,489
0.972602739726027,562
0.975342465753425,375
0.978082191780822,332
0.980821917808219,339
0.983561643835616,21
0.986301369863014,21
0.989041095890411,329
0.991780821917808,289
0.994520547945206,1006
0.997260273972603,326
1,118
1.0027397260274,17
1.00547945205479,15
1.00821917808219,114
1.01095890410959,88
1.01369863013699,139
1.01643835616438,65
1.01917808219178,129
1.02191780821918,13
1.02465753424658,44
1.02739726027397,91
1.03013698630137,131
1.03287671232877,77
1.03561643835616,68
1.03835616438356,99
1.04109589041096,23
1.04383561643836,17
1.04657534246575,48
1.04931506849315,129
1.05205479452055,119
1.05479452054795,4666
1.05753424657534,1793
1.06027397260274,118
1.06301369863014,250
1.06575342465753,1127
1.06849315068493,820
1.07123287671233,572
1.07397260273973,518
1.07671232876712,930
1.07945205479452,19
1.08219178082192,26
