text_res_unit_nbr,Count
5214,9
5215,4
5216,8
5217,5
5218,3
5219,2
521D,1
522,102
5220,3
5221,1
5222,1
5223,1
5224,3
5226,1
5227,3
5228,2
522A,1
523,67
5230,2
5231,2
5232,4
5233,1
5234,2
5236,2
5237,1
5239,2
524,84
5240,4
5241,3
5242,2
5244,4
5245,4
5246,2
5247,3
5248,2
5249,2
525,55
5250,3
5251,1
5252,1
5253,1
5255,1
5257,1
526,53
5261,3
5264,2
527,47
528,46
528A,2
529,18
52B,3
52L,1
53,147
530,12
5300,3
5301,18
5302,15
5303,24
5304,26
5304A,1
5305,13
5306,22
5307,17
5308,13
5309,10
531,37
5310,11
5311,18
5312,6
5313,5
5314,8
5315,1
5316,8
5317,3
5318,4
5319,1
532,35
5320,2
5324,1
5326,2
5327,3
5328,3
533,28
5330,2
5332,2
5334,1
5336,1
5338,2
534,29
5341,2
5342,3
5343,4
5344,1
5345,1
5348,2
5349,2
535,25
5350,1
5352,1
5356,1
5357,1
5359,1
536,23
5360,1
5361,1
5363,1
537,28
538,17
539,19
53B,2
54,135
540,20
5400,1
5401,9
5402,15
5403,6
5404,8
5405,5
5406,12
5407,8
5408,7
5409,12
541,14
5410,9
5411,8
5412,2
5413,2
5414,2
5415,3
5416,2
5417,1
542,23
5420,1
5426,1
5427,1
543,8
5430,1
5431,1
5432,1
5434,1
5436,1
5438,1
543A,1
544,9
5440,1
5441,1
5443,2
5444,3
5446,1
5448,1
545,8
5454,1
5456,1
5457,2
546,10
5460,1
5461,1
5462,2
5463,2
5464,2
547,9
548,10
549,6
54B,2
55,134
550,4
551,14
551S OSW,1
552,5
5527B,1
552A,1
553,10
554,17
554 STOUFF,1
555,6
556,10
5562,1
557,8
558,5
559,6
559-A,1
55A,1
55B,1
55W,2
56,111
560,5
561,11
562,7
563,4
564,5
565,7
566,8
567,6
568,2
568B,1
569,9
5691,1
56B,1
57,118
570,1
571,4
572,1
573,6
574,3
575,4
576,3
577,3
578,9
579,3
58,116
580,3
5800,1
581,4
582,8
583,2
584,1
585,2
586,3
587,3
588,3
589,3
58B,1
58D,1
59,95
590,2
591,4
592,2
594,2
595,5
596,3
597,2
5989,1
599,1
59B,1
59D,1
5A,82
5A1,2
5B,86
5B9,2
5C,27
5D,31
5E,24
5F,13
5G,7
5H,7
5I,5
5J,3
5K,3
5L,2
5N,1
5O,1
5P,3
5Q,2
5R,2
5T,1
5V,1
5W,2
6,2359
6-101,1
6-102,2
6-103,1
6-104,6
6-106,5
6-108,1
6-1D,1
6-201,5
6-203,3
6-204,2
6-205,3
6-206,2
6-207,2
6-301,2
6-302,1
6-303,1
6-305,3
6-307,1
6-626A,1
6-628C,1
6-635B,1
6-B,2
6-D,1
6-E,1
6-G,1
6 - 207,1
6 #202,1
60,99
600,24
6002,1
6004,3
6006,1
6007,1
6008,3
601,234
601 S D,1
6010,2
6012,1
602,230
602D,1
603,185
6031,1
603A,1
604,205
605,185
6053,1
605F,1
606,160
60611C,1
607,154
608,136
609,110
609A,1
60A,1
60B,3
60D,1
61,118
610,110
6100,2
6101,20
6102,28
6103,18
6104,27
6105,22
6106,30
6107,12
6108,26
6109,8
610A,1
610D,1
611,132
6110,11
6111,4
6112,5
6113,4
6114,4
6115,2
6116,2
6119,3
611A,2
611B,1
611C,1
612,162
612 HASH,1
6123,2
613,105
613B,1
614,115
6140,1
615,98
616,93
617,74
618,50
619,27
62,105
620,44
6200,1
6201,32
6202,31
6203,32
6204,14
6205,25
6206,29
6207,17
6208,16
6209,12
621,52
621 C,1
6210,12
6211,7
6212,12
6213,7
6214,4
6215,1
6216,4
6217,4
6218,2
622,49
6221,1
623,48
6231,1
6233,1
624,50
625,45
625-A,1
625B,1
626,44
627,23
627B,1
628,37
629,7
63,93
630,11
6300,1
6301,20
6302,18
6303,15
6303A,1
6304,20
6305,14
6306,19
6307,11
6308,11
6309,8
631,19
6310,9
6311,7
6312,12
6314,3
6316,4
6317,2
6318,1
6319,2
631A,1
632,23
6321,1
632A,1
632B,1
633,14
634,17
635,25
635B,1
636,20
637,11
6373,1
638,20
639,6
64,99
640,8
6400,2
6401,5
6402,6
6403,1
6404,6
6405,5
6406,8
6407,3
6408,8
6409,4
641,5
6410,6
6411,3
6412,8
6413,4
6414,1
6415,2
6416,2
6417,2
642,3
643,3
644,4
6442H,1
646,1
647,1
648,2
65,98
650,2
651,1
651A,1
652,2
654,1
656,4
657,1
659,1
66,102
66-1,1
66-B,1
661,2
6617,1
66202,1
66215,1
663,1
6635,1
664,1
6647,1
665,3
666,1
6661,1
6669,1
67,86
670,1
671,1
674,1
67B,2
68,79
682,1
689,1
69,79
697,1
6A,59
6A1,1
6A2,1
6B,71
6B10,1
6B3,1
6B9,1
6C,27
6C12,1
6C6,1
6D,17
6E,13
6F,9
6G,5
6H,8
6I,2
6IK,3
6J,1
6K,2
6L,3
6M,1
6N,4
6Q,3
6R,1
6S,1
6T,1
6W,3
6X,1
6Y,1
7,1909
7-1,1
7-101,4
7-102,3
7-103,1
7-104,4
7-105,1
7-106,3
7-107,1
7-202,3
7-203,4
7-204,4
7-205,2
7-206,4
7-207,2
7-301,1
7-305,1
7-306,1
7-308,1
7-704,1
7-714,1
7-722,1
7-724A,1
7-725,1
7-734,1
7-A,1
7-K,1
70,67
700,17
700-1,1
7001A,1
7001B,1
700A,1
700B,1
701,195
702,197
702G,1
703,199
703-2,1
704,161
705,151
706,162
707,120
708,140
709,103
709E,2
70A,1
70B,4
71,94
710,103
7101,15
7102,31
7103,23
7104,23
7105,14
7106,24
7107,12
7108,15
7109,12
711,132
7110,8
7111,9
7112,6
7113,2
7114,3
7115,3
7117,3
7119,2
712,117
712-2,1
7121,3
7124,1
712A,1
713,94
7131,1
714,83
714-A,1
714A,1
715,74
715B,1
716,79
7160-2,1
717,58
717B,1
718,58
719,36
72,82
720,36
7200,1
7201,18
7202,22
7203,16
7204,24
7205,22
7206,12
7207,13
7208,8
7209,7
721,72
721 C,1
7210,8
7211,11
7212,12
7213,4
7214,2
7216,2
7217,4
7218,4
7219,2
721D,1
722,71
7220,1
7221,1
7222,3
7224,2
723,60
7234,1
724,55
725,24
725C,1
726,28
7262B,1
727,27
728,35
729,7
729B,1
73,75
730,7
7300,1
7301,10
7302,11
7303,12
7304,12
7305,11
7306,26
7307,7
7308,8
7309,7
731,24
7310,6
7311,6
7312,10
7313,7
7314,5
7315,2
7316,2
7317,3
7318,3
7319,2
732,30
7321,1
733,16
733-B,1
734,21
734-B,1
735,13
736,22
737,20
738,16
739,2
73A,1
74,85
740,7
7400,1
7401,5
7402,4
7403,4
7404,7
7405,3
7406,6
7407,4
7408,4
7409,4
741,2
7410,2
7411,5
7412,3
7413,2
7414,1
7415,1
742,2
743,2
744A,1
745,1
746,2
747,3
748,2
749,1
7494,1
74A,2
75,85
751,1
751 B,1
752,1
753,1
754,1
754-3,1
755,2
756,1
757,1
758,1
759,1
75A,1
75B,2
76,81
760,2
7627,1
764,1
76A,1
76B,1
77,52
774,1
778,1
77A,2
77B,3
78,66
783,1
78B,2
79,61
792,1
795,1
7A,46
7A2,1
7A5,1
7B,63
7C,30
7D,23
7E,16
7F,12
7G,4
7H,7
7I,3
7J,3
7K,1
7M,4
7N,3
7O,1
7P,4
7Q,4
7R,1
7U,1
7W,2
7Z,1
8,1879
8-101,2
8-102,3
8-103,1
8-104,1
8-105,1
8-106,1
8-107,1
8-108,1
8-11,1
8-201,1
8-203,3
8-204,4
8-206,4
8-301,3
8-302,1
8-303,1
8-304,3
8-305,1
8-306,1
8-307,1
8-308,1
8-31,1
8-814,1
8-838C,1
8-B,2
8-I,1
8 B,2
80,62
800,18
801,192
802,169
802-14,1
8022,4
802A,1
803,182
804,144
8048,2
805,138
806,123
807,131
808,105
809,85
809B,1
81,80
810,82
8100,1
8101,14
8102,22
8103,19
8104,15
8105,18
8106,28
8107,11
8108,17
8109,4
811,117
8110,9
8111,4
8112,7
8113,7
8115,1
8116,1
8118,3
8119,3
812,106
8120,1
8121,2
8123,4
813,83
8131,1
8133,1
814,96
815,62
816,77
817,46
818,43
819,24
82,72
820,24
8201,20
8202,18
8203,20
8204,16
8205,17
8206,23
8207,8
8208,18
8209,8
821,64
821-13,1
8210,5
8211,9
8212,7
8213,6
8214,1
8215,1
8217,2
8218,2
822,56
822-A,1
8221,2
8222,1
8223,1
822A,1
822C,1
823,56
8233,1
824,67
825,28
8252,1
825A,1
826,22
827,22
828,26
828A,1
829,6
83,74
830,4
8300,3
8301,4
8302,8
8303,6
8304,8
8305,11
8306,12
8307,7
8308,9
8309,9
831,15
8310,5
8311,5
8312,4
8313,3
8314,8
8315,1
8316,1
8318,1
8319,1
832,24
8320,2
8321,1
833,16
834,14
835,12
836,16
836A,1
837,16
838,13
839,3
83B,2
84,68
8401,3
8402,7
8403,1
8404,6
8405,2
8406,6
8409,4
8410,4
8411,1
8412,3
8413,2
8414,3
842,2
8420,1
8421,1
844,2
846,3
847,2
849,4
8490C,1
84B,1
85,63
850,1
852,2
853,2
854,1
858,1
859,2
86,62
865,1
87,60
8708,1
8719,1
872,1
8737,1
8745,1
8748,1
8749,1
8755,1
8757,1
8759,2
8765,1
8767,1
877,1
8783,1
88,57
8801,1
8807,1
8823C,1
8829,1
885,1
88A,1
89,67
8902,1
895,1
897,1
899,1
8A,49
8A1,1
8A2,1
8A8,1
8B,65
8C,31
8C12,1
8C5,1
8C6,1
8D,17
8E,11
8F,11
8G,5
8H,3
8I,3
8J,1
8K,2
8L,1
8N,1
8R,1
8U,1
8W,2
8X,1
9,1363
9-101,6
9-102,1
9-103,4
9-104,2
9-105,1
9-106,2
9-1A,1
9-201,3
9-202,1
9-203,3
9-204,1
9-205,1
9-206,1
9-301,2
9-302,1
9-306,1
9-308,1
9-906,1
9-931,1
9-931C,1
9-B,1
9-G,1
9 APT 4,1
90,46
900,16
900A,2
900B,1
901,173
902,154
903,138
904,147
905,109
906,112
906B,1
907,83
908,90
908A,1
909,68
91,64
910,50
9101,18
9102,16
9103,10
9104,17
9105,15
9106,18
9107,11
9108,11
9109,4
910B,1
911,93
9110,7
9111,7
9112,5
9113,1
9114,5
9115,3
9117,2
9118,2
9119,1
912,103
9120,1
9122,1
9123,2
912A,1
913,76
913-B,1
9134,2
914,76
915,64
916,54
917,41
917-B,1
918,29
919,23
91B,1
92,55
920,25
9201,19
9202,20
9203,17
9204,20
9205,13
9206,11
9207,11
9208,10
9209,5
921,52
921 C,1
9210,7
9211,4
9212,5
9213,4
9214,4
9215,1
9216,1
9217,2
9218,1
9219,1
921B,1
922,54
9221,3
9222,1
9223,2
923,48
9231,1
924,57
925,15
925A,1
926,24
927,20
928,20
929,8
93,79
930,1
9301,5
9302,10
9303,6
9304,7
9305,9
9306,4
9307,4
9308,1
9309,5
931,17
9310,3
9311,4
9312,5
9313,2
9314,4
9315,4
9316,3
9317,4
9318,2
932,20
9320,1
9321,3
9322,2
932C,1
933,16
934,14
934B,1
935,15
9357,2
936,13
937,10
937B,1
938,13
939,3
94,60
940,3
9401,1
9402,1
9405,2
9409,1
941,2
9410,1
9412,1
9415,1
942,1
943,2
944,1
946,5
946A,1
95,66
951,1
958,1
9584,2
95A,2
95B,2
96,57
961,2
96B,2
97,75
98,64
989,1
99,47
9909,1
99A,2
99B,1
99C,1
9A,51
9A-1,1
9A8,1
9B,39
9B4,1
9B5,1
9B9,1
9BC,2
9C,22
9D,11
9E,8
9EF,1
9F,9
9G,4
9H,2
9I,2
9IK,1
9J,2
9K,1
9L,1
9M,1
9N,2
9P,3
9Q,1
9R,2
9U,4
9W,5
A,5848
A-02,3
A-03,2
A-04,1
A-06,1
A-07,2
A-08,1
A-09,1
A-1,11
A-10,4
A-101,1
A-103,1
A-104,3
A-105,1
A-106,1
A-107,1
A-108,1
A-11,2
A-12,1
A-13,2
A-14,3
A-15,1
A-2,10
A-201,2
A-202-D,1
A-205,1
A-24,1
A-3,11
A-3040,1
A-349,1
A-38,1
A-39,1
A-4,7
A-405,1
A-407,1
A-4090,1
A-42,1
A-48,1
A-49,1
A-5,5
A-6,5
A-63,1
A-64,1
A-7,4
A-8,3
A-87,1
A-UPPER,1
A 1,1
A 103,1
A 13,1
A 15,1
A 204,1
A 204-B,1
A 206,1
A 301,1
A 308,1
A 402,1
A 5,1
A BOX7,1
A/13,1
A/30,2
A001,2
A002,1
A003,1
A004,2
A01,2
A03,2
A04,1
A05,3
A06,2
A07,1
A08,4
A1,148
A1-201,1
A1-202,2
A1-203,1
A1-301,1
A1-302,2
A1-304,1
A10,25
A1001,1
A1002,1
A1003,1
A1004,1
A1005,1
A1009,1
A101,20
A1010,1
A102,20
A103,18
A104,19
A105,20
A105A,1
A106,17
A107,7
A108,6
A109,3
A11,32
A110,4
A1102,1
A1107,1
A1108,1
A111,5
A112,6
A113,5
A11301,1
A12,30
A120,1
A1201,1
A1202,1
A1203,1
A1204,1
A1205,1
A1206,1
A1207,1
A1208,1
A1209,1
A124,1
A127,1
A13,10
A1301,1
A1302,1
A1306,1
A14,32
A1404,2
A1405,4
A1406,2
A15,18
A1501,1
A1503,1
A1504,1
A1505,1
A16,15
A165,1
A17,10
A18,14
A19,10
A2,129
A2-3,1
A20,13
A200,3
A201,15
A2012,1
A202,16
A2020,1
A2020.1,1
A203,21
A204,16
A2040,1
A204A,1
A205,20
A206,15
A207,17
A207B,1
A208,15
A20812,1
A209,3
A21,9
A210,3
A21001,1
A211,2
A212,4
A213,3
A214B,1
A215,1
A218,1
A2190,1
A22,13
A23,5
A2302,1
A2303,1
A2306,1
A24,11
A2402,1
A2405,1
A25,12
A2501,3
A2504,2
A2505,2
A253,1
A26,8
A27,4
A28,8
A29,3
A2B,1
A3,124
A30,5
A300,2
A301,21
A3011,1
A301A,1
A302,12
A30202,1
A303,18
A304,15
A3040,1
A304C,1
A305,10
A3052,1
A306,10
A3060,1
A306A,1
A307,9
A308,11
A309,4
A3090,1
A31,7
A310,8
A311,6
A312,4
A313,2
A314,1
A3190,1
A32,5
A320,1
A321,1
A32101,1
A322,1
A328,1
A33,4
A34,4
A35,9
A353,1
A36,6
A37,2
A38,5
A39,2
A4,107
A40,7
A400,1
A401,5
A401B,1
A402,1
A4020,1
A403,1
A404,3
A405,3
A4052,1
A406,2
A407,4
A40722,1
A408,1
A409,1
A41,2
A410,4
A411,4
A412,2
A41202,1
A42,4
A42102,1
A43,1
A44,3
A45,2
A46,3
A48,1
A49,1
A5,71
A50,2
A5011,1
A503,1
A504,1
A5082,1
A509,2
A510,2
A5100,1
A516,1
A519,1
A53,1
A54,2
A546,1
A55,7
A552,1
A559,1
A56,3
A57,4
A58,4
A59,5
A6,75
A60,4
A601,1
A602,1
A603,1
A604,1
A606,1
A607,1
A61,5
A610,1
A63,1
A64,1
A65,1
A66,1
A67,1
A68,2
A69,1
A7,63
A701,1
A702,1
A705,1
A707,1
A71,3
A710,1
A72,1
A720,1
A73,1
A74,4
A75,3
A76,2
A78,3
A79,4
A8,36
A80,3
A801,1
A802,2
A805,1
A806,1
A808,1
A809,1
A81,2
A810,1
A82,1
A84,2
A85,2
A86,2
A87,1
A88,1
A9,26
A90,1
A903,1
A909,1
A910,1
A92,2
A93,1
A935,1
A94,2
AA,2
AA-3,1
AA-6,2
AA-7,1
AA1,3
AA11,2
AA12,1
AA15,1
AA17,1
AA2,4
AA3,2
AA5,5
AA6,2
AA7,1
AA9,1
AB,1
ABC1,1
AC,2
AD,2
AG1,1
AL-26,1
AL-D11,1
AL114,1
AL14,2
AL21,2
AL310,1
ALPHA,1
AP-10,1
AP49,1
APT,3
APT #1,1
APT 0,1
APT 1,7
APT 10,1
APT 103,1
APT 105,1
APT 106,1
APT 109,1
APT 113,1
APT 114,1
APT 12,1
APT 121,1
APT 15,2
APT 1A,1
APT 2,3
APT 201,2
APT 202,1
APT 203,3
APT 207,2
APT 209,2
APT 212,2
APT 215,2
APT 2A6,1
APT 2D,1
APT 3,3
APT 321,1
APT 322,1
APT 3A,1
APT 4,2
APT 407,1
APT 41,1
APT 4D,1
APT 5,2
APT 6,1
APT 7,6
APT 8,3
APT A,2
APT C,1
APT E4,1
APTD,1
ASPEN12,1
b,2
B,5628
B-01,1
B-02,1
B-04,1
B-05,1
B-06,1
B-09,1
B-1,8
B-1-7,1
B-10,3
B-101,3
B-102,2
B-103,2
B-107,1
B-108,1
B-12,4
B-13,1
B-15,2
B-18,1
B-19,1
B-2,4
B-202,2
B-203,1
B-204,2
B-206,1
B-208,2
B-21,1
B-210,1
B-23,1
B-3,8
B-301,1
B-302,2
B-310,1
B-33,1
B-34,1
B-39,1
B-4,9
B-5,5
B-6,3
B-7,1
B-8,4
B-9,1
B-UPSTAIRS,1
B 101,1
B 108,1
B 11,1
B 202,1
B 226,1
B 3,1
B 40,2
B 401,1
B 706,1
B 909,1
B UPPR,1
B!,1
B#23,1
B/APT 2,1
B0,1
B0020,1
B0031,1
B0032,1
B007,1
B01,4
B012,2
B013,1
B0150,1
B0161,1
B0192,1
B02,2
B03,3
B04,2
B05,1
B06,2
B07,1
B08,2
B09,2
B1,150
B10,32
B1003,1
B1006,1
B1007,1
B101,25
B1010,1
B102,23
B103,29
B104,23
B105,14
B1050,1
B106,13
B107,8
B108,14
B1081,1
B10821,1
B109,6
B11,43
B110,8
B1101,1
B1106,1
B111,5
B1110,1
B11101,1
B1112,2
B112,2
B11222,1
B113,4
B1130,1
B1130-1,1
B114,1
B115,1
B116,1
B119,1
B12,41
B120,1
B1203,1
B1205,1
B1206,2
B1207,1
B1210,1
B1211,1
B1212,1
B13,27
B14,15
B15,21
B16,15
B17,15
B18,15
B19,15
B2,129
B20,9
B200,3
B201,32
B202,19
B20202,2
B203,25
B204,11
B205,16
B206,14
B207,12
B208,11
B209,7
B20A4,1
B21,11
B210,6
B211,4
B212,6
B2121,1
B213,5
B214,3
B214E,1
B215,2
B216,2
B2162,1
B218,1
B22,14
B221,1
B222,1
B223,2
B23,6
B24,16
B25,8
B26,7
B27,9
B28,6
B29,3
B3,117
B30,6
B300,2
B301,15
B302,11
B302A,1
B303,18
B3031-3,1
B3032,1
B304,14
B305,6
B306,10
B3061,2
B307,5
B308,7
B309,10
B31,4
B310,7
B311,5
B312,5
B313,1
B3141,1
B315,1
B316,1
B31611,1
B3162,1
B319,1
B32,8
B33,5
B33121,1
B34,1
B35,4
B36,2
B37,2
B38,2
B39,1
B4,123
B400,3
B401,2
B402,2
B40201,1
B403,4
B40321,1
B404,2
B405,4
B406,2
B4061,1
B407,2
B408,4
B409,2
B41,2
B410,1
B411,1
B412,1
B4121,1
B4122,1
B413,4
B4130,2
B4142,1
B430,1
B45,2
B46,2
B49,3
B5,81
B501,1
B502,1
B503,1
B504,1
B507,1
B51,1
B510,1
B512,1
B52,1
B54,1
B562,1
B6,94
B601,1
B602,1
B603,2
B607,1
B609,1
B610,2
B611,1
B612,1
B642,1
B7,68
B701,1
B702,1
B703,1
B704,1
B706,1
B707,1
B708,1
B709,1
B710,1
B711,1
B8,51
B802,1
B803,1
B807,1
B808,1
B810,1
B811,1
B812,1
B9,41
B904,1
B906,1
B907,1
B91,1
B910,1
B911,2
B912,1
B9150,1
BA,1
BASE,1
BASEMENT,3
BB,1
BB2,3
BB4,2
BB5,1
BB6,1
BB8,2
BC,1
BE,1
BE 319,1
BE223,1
BE336,1
BH1,1
BIRCH COTT,1
BSMT,4
BW,1
BX162,1
BX3,1
BX7,1
C,2831
C-00422,1
C-07,2
C-1,9
C-101,3
C-103,2
C-104,1
C-106,2
C-108,1
C-11,2
C-12,3
C-13,1
C-14,1
C-15,2
C-16,1
C-17,2
C-19,2
C-2,12
C-20,1
C-203,1
C-206,2
C-207,1
C-21,1
C-213,1
C-219,1
C-22,2
C-221,1
C-23,1
C-24,2
C-27,1
C-3,5
C-302,2
C-31,1
C-35,1
C-39,1
C-4,7
C-40,1
C-5,7
C-6,3
C-7,7
C-8,6
C-9,1
C-C04,2
C-C405,1
C 1,1
C 10,1
C 108,1
C 18,1
C 2,1
C 204,1
C 205,1
C 21,1
C 300,1
C 407,1
C001,2
C001-A,1
C00201,1
C003,1
C003B,1
C004,1
C005,1
C006,1
C0060,1
C006A,1
C006B,1
C007,1
C01,2
C01001,1
C010A,1
C02,3
C03,1
C035,1
C04,1
C05,1
C06,5
C07,3
C08,3
C09,2
C09011,1
C1,119
C10,43
C100,1
C1001,2
C1002,2
C1004,1
C101,15
C1012,1
C101C,1
C101D,1
C102,12
C10202,1
C103,8
C104,15
C105,10
C10502,1
C106,15
C106B,1
C107,18
C108,13
C109,2
C11,36
C110,4
C1105-12,1
C111,2
C112,2
C113,2
C115,2
C116,1
C117,2
C118,1
C119,3
C12,41
C120,1
C121,2
C122,1
C124,1
C13,24
C14,21
C143,1
C15,15
C16,13
C17,13
C18,9
C19,10
C2,119
C20,10
C200,1
C201,22
C202,15
C20201,1
C203,15
C203A,1
C204,15
C2042,1
C204A,1
C205,21
C206,11
C207,14
C208,12
C209,5
C21,14
C210,3
C211,3
C212,3
C213,3
C214,2
C215,1
C216,1
C217,2
C218,1
C219,1
C22,7
C220,2
C221,2
C222,1
C222B,1
C23,10
C233,1
C237,1
C24,12
C25,8
C26,3
C27,8
C28,6
C29,3
C3,99
C30,4
C300,1
C301,11
C302,12
C303,14
C304,13
C3041,2
C305,11
C306,11
C306B,1
C307,6
C308,9
C308A,1
C309,3
C31,6
C310,5
C311,1
C312,3
C313,3
C316,2
C317,1
C318,1
C319,1
C32,13
C320,1
C321,1
C322,2
C324,1
C326,1
C33,6
C330,1
C34,4
C343,1
C35,4
C36,7
C37,3
C38,4
C39,5
C4,92
C40,1
C401,4
C402,3
C404,1
C4041,1
C405,3
C406,3
C407,3
C408,4
C409,1
C41,3
C410,2
C412,2
C415,1
C42,1
C43,1
C44,1
C45,3
C46,1
C47,1
C48,1
C5,68
C50,2
C51,1
C510,1
C52,3
C521,1
C53,1
C54,4
C55,4
C56,1
C58,1
C59,1
C6,61
C608,1
C60B,1
C61,4
C7,58
C8,55
C8 A,1
C9,32
C9C,1
CA,1
CB,1
CC,3
CC4,1
CC6,1
CC7,1
CC8,1
CD,2
CH202,1
CH204,1
CLUB,2
CO2,1
CT,3
D,2323
D-01,1
D-03,1
D-05,1
D-06,1
D-1,6
D-101,1
D-103,2
D-109,1
D-11,2
D-12,2
D-13,1
D-15,2
D-16,2
D-18,4
D-19,1
D-2,5
D-20,1
D-201,1
D-202,1
D-206,1
D-208,1
D-23,2
D-25,1
D-27,1
D-28,1
D-29,1
D-3,5
D-312,1
D-4,9
D-403,1
D-41,1
D-5,3
D-607A,1
D-65,1
D-68,1
D-69,1
D-7,3
D-8,3
D-D,1
D-D02,1
D #309D,1
D 10,1
D 18,1
D 2,1
D 22,1
D 3,1
D 304,1
D 5,1
D 6,2
D006,1
D01,4
D02,3
D03,3
D04,1
D04010,1
D04A,1
D05,2
D06,5
D08,3
D09,2
D1,103
D10,20
D101,9
D102,11
D103,16
D104,13
D104B,1
D105,7
D106,12
D107,9
D108,5
D109,1
D11,28
D110,3
D1106,1
D111,2
D112,1
D113,1
D11602,1
D117,1
D12,25
D125,1
D126,3
D127,2
D128,1
D129,1
D12A,1
D13,18
D130,2
D135,1
D14,20
D15,15
D156,1
D16,11
D17,10
D18,5
D19,7
D2,122
D20,10
D200,1
D201,15
D202,8
D203,7
D20311,1
D204,18
D205,5
D206,8
D207,9
D208,11
D21,10
D210,1
D211,1
D214,1
D2140,1
D216,1
D217,2
D218,1
D22,12
D224,1
D225,1
D226A,1
D228,2
D23,7
D230,2
D231,1
D231C,1
D233A,1
D234A,1
D239,1
D24,10
D240,1
D249,1
D25,6
D26,5
D27,9
D28,10
D29,5
D3,94
D30,4
D301,9
D302,7
D303,5
D304,5
D304B,1
D305,5
D306,3
D306A,1
D307,7
D3071,1
D3072,1
D308,6
D309,1
D31,5
D310,3
D311,2
D316,1
D317,1
D32,3
D324,2
D325,1
D326,1
D327,2
D329,1
D33,3
D330,1
D333,1
D3336,1
D34,3
D35,3
D36,1
D37,5
D38,2
D39,4
D4,93
D40,3
D401,2
D402,3
D404,1
D405,2
D40504,1
D406,3
D407,2
D408,3
D4082,1
D409,1
D410,3
D412,2
D4122,1
D413,2
D414,1
D415,1
D416,1
D416A,1
D417,2
D418,2
D419,1
D42,2
D420,1
D421,2
D43,5
D434A,1
D44,1
D45,2
D46,3
D47,1
D48,1
D5,64
D50,3
D501,1
D50201,1
D503,1
D504,1
D50422,1
D505,1
D506,1
D507,1
D508,1
D509,2
D5090.2,1
D51,1
D510,2
D59,1
D6,51
D609,1
D61,1
D62,1
D63,1
D65,2
D67,1
D68,1
D69,1
D7,45
D70,1
D74,1
D75,1
D76,1
D78,1
D79,2
D8,41
D80,2
D81,1
D8101,1
D85,1
D9,23
DC,1
DD1,1
DD2,1
DD4,3
DD5,1
DD6,1
DD7,2
DD8,1
DH-202,1
DL717,1
DL719,1
DOOR,1
DORM A,1
DOWNS-336,1
DOWNSTAIRS,1
DW4,1
DWN465,1
E,931
E-02,1
E-1,5
E-10,2
E-101,1
E-106,2
E-11,2
E-12,2
E-120,2
E-131,1
E-14,2
E-15,1
E-151,1
E-15D,1
E-16,2
E-18,1
E-1A,1
E-2,5
E-20,2
E-201,2
E-204,1
E-21,1
E-23,1
E-24,1
E-29,1
E-3,5
E-36,1
E-4,5
E-5,3
E-510,1
E-6,3
E-7,5
E-8,4
E-9,1
E 144,1
E 18,2
E 205,1
E 5,1
E 6,1
E001,1
E002,1
E003,1
E007,1
E01,1
E02,3
E04,3
E057,1
E06,2
E07,1
E08,1
E09,2
E1,78
E10,28
E100,1
E101,22
E102,11
E103,11
E104,16
E105,13
E106,12
E107,10
E108,10
E109,3
E11,23
E110,1
E111,2
E112,4
E113,1
E114,3
E115,3
E116,1
E117,1
E118,7
E119,1
E12,16
E120,1
E1202,1
E1206,1
E1207,1
E121,2
E1214,1
E1215,2
E1218,2
E1219,2
E122,1
E1220,1
E1222,2
E1225,3
E1226,2
E123,2
E124,4
E126,6
E127,1
E129,2
E13,16
E130,4
E131,4
E132,2
E133,2
E134,1
E135,2
E136,2
E137,3
E138,1
E139,1
E14,15
E142,1
E144,1
E149,1
E15,18
E150,1
E151,2
E152,1
E153,3
E154,3
E156,3
E157,1
E159,2
E16,12
E17,3
E18,7
E19,5
E1B,1
E1C,1
E1E,1
E1F,1
E1W,1
E2,116
E20,17
E201,9
E202,13
E202A,1
E203,12
E204,11
E205,14
E206,8
E207,7
E208,9
E208B,1
E209,2
E21,10
E210,2
E211,2
E212,2
E213,1
E214,1
E216,2
E217,1
E218,1
E219,1
E22,9
E220,2
E2201,5
E2203,2
E2204,2
E2206,1
E2210,1
E2211,1
E2213,1
E2216,1
E222,1
E2220,1
E2224,2
E224,1
E225,4
E226,3
E229,2
E23,9
E230,2
E231,2
E232,1
E234,1
E236,1
E24,9
E25,7
E26,5
E27,4
E28,1
E29,2
E2A,1
E2B,1
E2C,1
E2D,1
E2E,1
E2G,2
E2H,1
E3,72
E30,1
E301,2
E302,6
E303,4
E303B,1
E304,4
E305,7
E306,1
E307,3
E308,7
E309,2
E31,2
E310,3
E312,4
E313,2
E317,2
E319,1
E32,2
E321,1
E322,2
E323,2
E324,2
E327,2
E33,6
E330,2
E331,2
E333,1
E334,1
E335,1
E336,2
E34,2
E35,2
E36,2
E37,4
E3A,1
E3B,1
E3C,1
E3F,1
E3G,2
E4,75
E40,2
E41,1
E414,1
E417,1
E42,2
E46,1
E47,2
E49,2
E4A,1
E4B,1
E4D,2
E4E,1
E4G,1
E5,57
E50,8
E501,1
E503,1
E504,2
E505,1
E506,3
E508,1
E509,1
E51,2
E510,1
E512,1
E513,1
E514,1
E515,2
E517,2
E518,1
E519,3
E52,4
E520,1
