text_election_code_4,Count
,780890
12897,3
22503,2
4103,22
4197,1
4296,5
4301,6
4495,7
4505,30
4693,1
4699,5
4792,4
51804,20
CG,223
CG0003,12
CG0004,10
CG0005,16
CG0007,17
CG0008,7
CG0009,14
CG0010,146
CG0011,52
CG0023,73
CG005,6
CG0104,17
CG012,4
CG021,1
CG0304,18
CG033,6
CG0408,7
CG0410,1
CG0413,4
CG042,5
CG0491,1
CG0495,2
CG0497,2
CG0504,78
CG06,5
CG08,4
CG1019,2
CG1030,6
CG1068,2
CG11,18
CG1123,451
CG1179,5
CG12,10
CG1279,2
CG13,20
CG1319,1
CG14,33
CG15,50
CG1520,7
CG16,10
CG19,56
CG1974,1
CG1978,1
CG1987,1
CG1989,8
CG1991,13
CG1993,48
CG1994,9
CG1995,52
CG1996,2
CG1997,90
CG1998,7
CG1999,82
CG2000,6
CG2001,169
CG2002,6
CG2003,357
CG2004,24
CG2005,1298
CG2006,49
CG2007,984
CG2008,53
CG2009,1224
CG2010,115
CG2011,1312
CG2012,106
CG2013,1492
CG2014,112
CG2015,2488
CG2016,60
CG2017,4736
CG2019,12990
CG2021,53422
CG2023,80258
CG21,1790
CG21A,251
CG2209,3
CG2250,27
CG2259,11
CG2260,1
CG2269,2
CG2270,20
CG2288,4
CG2289,13
CG23,1319
CG294B,179
CG3105,22
CG3204,11
CG3210,4
CG3293,2
CG3299,16
CG334C,2
CG3398,1
CG400,5
CG401,3
CG403,5
CG405,36
CG4103,219
CG4197,72
CG4202,11
CG4291,10
CG4296,5
CG4301,129
CG4390,3
CG44,1
CG4400,33
CG4489,7
CG4495,39
CG4505,615
CG4594,2
CG4604,17
CG4693,30
CG4699,85
CG4787,2
CG4792,11
CG4798,12
CG48,14
CG496,3
CG497,3
CG498,2
CG499,4
CG510,8
CG5404,3
CG5702,5
CG5704,10
CG5923,633
CG604,1
CG6139,3
CG6219,1
CG6290,5
CG6496,3
CG6705,9
CG6992,1
CG7139,1
CG7189,2
CG8249,1
CG9104,1
CG9149,1
CG9304,7
CG9504,2
CG956,6
CG964,3
CG9702,6
CG9704,14
CG973,6
CG985,1
CG9904,6
CG993,10
CGAP,21
CGCG,3
CGCG10,1
CGFR,1
CGG,2
CGHB06,3
CGHE06,1
CGHE08,1
CGLC14,1
CGLC16,2
CGNE,2
CGS,57
CGS06,5
CGS103,1
CGSG,204
CGSP06,2
CGST10,1
CP 23,125
CP0002,7
CP0004,1
CP0005,10
CP0006,1
CP0007,3
CP0008,18
CP0009,4
CP0010,54
CP0102,4
CP0302,3
CP0408,11
CP07,3
CP09,1
CP15,2
CP17,10
CP1989,1
CP1991,4
CP1993,8
CP1994,5
CP1995,15
CP1996,1
CP1997,30
CP1998,1
CP1999,15
CP2000,2
CP2001,29
CP2003,107
CP2005,133
CP2006,15
CP2007,228
CP2008,2
CP2009,111
CP201,3
CP2010,23
CP2011,117
CP2012,4
CP2013,152
CP2014,1
CP2015,278
CP2016,1
CP2017,621
CP2019,1124
CP2021,3555
CP2023,23795
CP203,1
CP23,20
CP287,1
CP305,1
CP381,43
CP398,1
CP399,1
CP9204,1
CP9702,3
CPCH07,1
CPFR10,1
CPG 21,73
CPMN06,2
CPNC15,2
GN1129,1
GN1148,1
GN1149,4
GN1160,20
GN1180,11
GN1982,2
GN1984,5
GN1986,47
GN1988,158
GN1990,179
GN1992,1213
GN1994,538
GN1996,2361
GN1998,958
GN2000,4376
GN2002,2281
GN2004,11099
GN2006,4400
GN2007,1
GN2008,21318
GN2010,7585
GN2012,29870
GN2014,15973
GN2016,66591
GN2018,83973
GN2020,245144
GN2022,160494
GN4197,10
GN4202,2
GN4301,9
GN4495,4
GN4693,7
GN4699,17
GN4798,1
MB#383,148
MB/SP,12
MB/WC,2
MB0108,167
MB0110,14
MB0112,247
MB0114,1
MB0115,214
MB0116,172
MB0120,1302
MB0121,6762
MB0123,6622
MB0211,9
MB0215,10
MB0216,88
MB0219,10
MB0315,28
MB0320,61
MB0322,3565
MB0412,2949
MB0414,219
MB0416,8
MB0423,4298
MB0424,1
MB0506,47
MB0508,37
MB0513,8
MB0516,69
MB0517,388
MB0518,895
MB0519,1319
MB0607,21
MB0611,35
MB0613,364
MB0615,64
MB0616,422
MB0618,188
MB0619,148
MB0622,194
MB0623,8907
MB0711,14
MB0719,34
MB0807,7
MB0823,792
MB0830,67
MB0907,60
MB0915,71
MB0916,131
MB0917,63
MB0918,496
MB0919,809
MB0921,174
MB0922,465
MB1007,151
MB1013,375
MB1107,85
MB1109,9
MB1113,325
MB1205,266
MB1211,14
MB1213,17
