text_election_code_7,Count
,1034445
12897,3
22503,3
3188,1
4103,37
4197,3
4202,5
4291,3
4296,6
4301,8
4390,1
4495,2
4505,36
4604,1
4693,5
4699,5
4792,2
51804,22
CG,885
CG 201,1
CG0003,19
CG0004,9
CG0005,24
CG0007,30
CG0008,6
CG0009,41
CG0010,215
CG0011,96
CG005,7
CG0104,19
CG012,7
CG021,1
CG0304,26
CG033,11
CG0408,15
CG0410,2
CG0413,7
CG042,6
CG0491,2
CG0493,3
CG0495,4
CG0497,2
CG0504,83
CG052,1
CG06,5
CG08,5
CG10,2
CG1019,8
CG1029,1
CG1030,4
CG1068,4
CG11,35
CG1179,13
CG12,24
CG1279,3
CG13,21
CG14,69
CG15,108
CG1520,10
CG16,19
CG19,173
CG1987,3
CG1989,9
CG1990,1
CG1991,12
CG1993,65
CG1994,19
CG1995,95
CG1996,4
CG1997,151
CG1998,12
CG1999,158
CG20,2
CG2000,12
CG2001,304
CG2002,10
CG2003,602
CG2004,56
CG2005,2377
CG2006,92
CG2007,1648
CG2008,106
CG2009,2109
CG2010,172
CG2011,2324
CG2012,175
CG2013,3133
CG2014,238
CG2015,6175
CG2016,146
CG2017,14474
CG2019,45359
CG2021,64831
CG2023,1
CG21,1027
CG21A,270
CG2209,1
CG2250,47
CG2259,20
CG2260,4
CG2269,7
CG2270,16
CG2279,1
CG2288,2
CG2289,16
CG2290,1
CG2299,2
CG2398,1
CG24,2
CG3105,36
CG3204,7
CG3210,5
CG3293,4
CG3299,33
CG3387,1
CG3398,2
CG400,1
CG401,4
CG402,3
CG403,8
CG404,1
CG405,47
CG4103,294
CG4197,98
CG4202,22
CG4291,17
CG4296,13
CG4301,180
CG4390,2
CG44,1
CG4400,51
CG4406,1
CG4489,13
CG4495,56
CG4505,1002
CG4594,1
CG4604,21
CG4693,58
CG4699,154
CG4787,7
CG4792,12
CG4798,19
CG48,23
CG496,6
CG497,5
CG498,6
CG499,5
CG510,14
CG5229,2
CG5404,2
CG5702,3
CG5704,8
CG604,1
CG6139,4
CG6219,2
CG6229,2
CG6259,1
CG6279,1
CG6290,2
CG6292,2
CG6705,16
CG6992,1
CG7139,6
CG7189,3
CG8249,1
CG8288,2
CG8895,1
CG9104,5
CG9149,4
CG9304,6
CG9504,6
CG956,10
CG964,8
CG9702,1
CG9704,17
CG973,17
CG9804,2
CG985,3
CG9904,13
CG993,19
CGAP,63
CGCE06,3
CGCG,9
CGCG10,2
CGFR,1
CGG,2
CGHB06,3
CGHE06,1
CGHE08,1
CGLC10,1
CGNE,3
CGS,116
CGS06,13
CGS103,1
CGSP06,2
CGST08,2
CP0002,6
CP0004,3
CP0005,17
CP0006,1
CP0007,3
CP0008,13
CP0009,14
CP0010,100
CP0102,6
CP0295,1
CP0297,2
CP0302,6
CP0408,12
CP0492,1
CP07,8
CP09,6
CP15,5
CP17,20
CP1982,1
CP1987,4
CP1989,2
CP1991,5
CP1992,2
CP1993,13
CP1994,1
CP1995,22
CP1997,47
CP1998,1
CP1999,31
CP2000,5
CP2001,49
CP2003,210
CP2004,2
CP2005,233
CP2006,20
CP2007,365
CP2008,4
CP2009,167
CP201,1
CP2010,45
CP2011,210
CP2012,23
CP2013,250
CP2014,4
CP2015,601
CP2016,5
CP2017,1595
CP2019,3433
CP2021,13884
CP2023,103
CP203,4
CP2250,1
CP287,1
CP305,4
CP399,1
CP9102,1
CP9204,1
CP9702,5
CP9903,1
CPCH07,3
CPCP06,1
CPFR10,4
CPG 21,102
CPMN06,2
CPNC15,4
CPST08,2
GN1129,2
GN1149,9
GN1160,27
GN1180,28
GN1982,1
GN1984,19
GN1986,62
GN1988,251
GN1990,261
GN1992,1621
GN1994,820
GN1996,3624
GN1998,1676
GN2000,6932
GN2002,4040
GN2004,16878
GN2006,8462
GN2008,32632
GN2010,17203
GN2012,50885
GN2014,46279
GN2016,94877
GN2018,110247
GN2020,105165
GN2022,13411
GN4197,16
GN4202,2
GN4291,3
GN4301,18
GN4495,4
GN4693,2
GN4699,21
GN4798,3
MB#383,356
MB/SP,9
MB/WC,5
MB0108,336
MB0110,36
MB0112,598
MB0114,2
MB0115,506
MB0116,325
MB0120,2829
MB0121,7652
MB0123,75
MB0211,22
MB0215,34
MB0216,208
MB0219,32
MB0315,110
MB0320,177
MB0322,4331
MB0324,1
MB0412,950
MB0414,444
MB0416,34
MB0423,14
MB0506,78
MB0508,107
MB0513,22
MB0516,107
MB0517,1075
MB0518,2541
MB0519,1896
MB0607,32
MB0611,73
MB0613,805
MB0615,178
MB0616,1162
MB0618,324
MB0619,206
MB0622,174
MB0623,4
MB0711,17
MB0719,49
MB0807,6
MB0823,2
MB0907,124
MB0915,109
MB0916,304
MB0917,144
MB0918,1118
MB0919,1207
MB0921,300
MB0922,3
MB1007,319
MB1013,808
MB109,1
MB1107,140
MB1109,12
MB1113,656
MB112,1
MB1205,463
MB1211,35
MB1213,32
MB1301,39
MB1302,93
MB1501,131
MB15B,11
MB1601,60
MB17,385
MB1701,151
MB17LA,135
MB1901,208
MB1995,9
MB1999,1
MB2000,1
MB2005,22
MB2006,66
MB2007,210
MB2008,71
MB2009,294
MB2010,61
MB2011,35
MB2012,52
MB2013,274
MB2014,555
MB2015,1626
MB2016,656
MB2017,392
MB2018,262
MB2019,956
MB2020,1108
MB229,875
MB231,144
MB232,285
MB233,880
MB240,1
MB242,9
MB263,44
MB274,1
MB293,18
MB305,547
MB3408,63
MB360,14
MB368,136
MB383,38
MB394,76
MB396,39
MB398,1
MB402,164
MB415,14
MB416,115
MB437,491
MB4604,25
MB464,125
MB468,3
MB490,136
MB501,682
MB509,6
MB5116,189
MB512,1366
MB5398,33
MB5410,46
MB5411,39
MB6115,499
MB615,53
MB6215,65
MB9373,2
MB9410,3
MBAL06,8
MBAU06,19
MBAUG,101
MBBE07,71
MBBE09,13
MBD423,108
MBHD07,16
MBM,1
MBMV06,19
MBNCO,4
MBOCA,7
MBPC09,20
MBREC,10
MBS615,3
MBSB09,3
MBSD07,68
MBSE09,4
MBSLS,4
MBST06,76
MBST17,16
PP0001,5
PP1992,26
PR0001,3
PR004,3
PR031,6
PR041,2
PR051,2
PR1984,1
PR1986,6
PR1988,9
PR1990,50
PR1992,146
PR1994,185
PR1996,488
PR1998,472
PR2000,693
PR2002,788
PR2004,1878
PR2006,883
PR2007,7
PR2008,2045
PR2010,3188
PR2012,4429
PR2014,4607
PR2016,13078
PR2018,40989
PR2020,93129
PR2022,35547
PR2250,30
PR2259,6
PR2270,4
PR2289,4
PR3105,17
PR320,2
PR3204,2
PR3293,3
PR3299,8
PR3398,3
PR8200,1
PR8229,1
PR8288,17
PR8784,1
PR955,3
PR971,3
