text_mail_zip4,Count
,1973771
-571,1
0,1
0000,438
0001,55
0002,63
0003,87
0004,91
0005,58
0006,70
0007,69
0008,62
0009,21
0010,15
0011,70
0012,88
0013,92
0014,83
0015,58
0016,37
0017,22
0018,19
0019,16
0020,15
0021,63
0022,72
0023,73
0024,82
0025,68
0026,66
0027,46
0028,32
0029,24
003,1
0030,11
0031,61
0032,73
0033,75
0034,73
0035,77
0036,60
0037,57
0038,33
0039,29
0040,18
0041,81
0042,66
0043,75
0044,79
0045,57
0046,30
0047,24
0048,20
0049,14
0050,10
0051,64
0052,60
0053,87
0054,60
0055,67
0056,61
0057,39
0058,33
0059,13
0060,9
0061,57
0062,75
0063,78
0064,82
0065,64
0066,57
0067,39
0068,53
0069,28
0070,8
0071,76
0072,68
0073,81
0074,72
0075,65
0076,27
0077,27
0078,11
0079,8
0080,12
0081,57
0082,61
0083,69
0084,73
0085,54
0086,51
0087,43
0088,28
0089,8
009,1
0090,10
0091,48
0092,67
0093,87
0094,77
0095,65
0096,52
0097,54
0098,29
0099,15
0100,12
0101,39
0102,64
0103,84
0104,78
0105,56
0106,25
0107,23
0108,11
0109,23
0110,22
0111,58
0112,73
0113,64
0114,65
0115,61
0116,38
0117,44
0118,29
0119,16
0120,11
0121,54
0122,65
0123,78
0124,72
0125,70
0126,49
0127,56
0128,36
0129,11
0130,17
0131,57
0132,62
0133,71
0134,65
0135,41
0136,26
0137,13
0138,15
0139,14
0140,2
0141,47
0142,61
0143,74
0144,52
0145,60
0146,58
0147,35
0148,25
0149,17
0150,4
0151,52
0152,59
0153,76
0154,46
0155,58
0156,44
0157,35
0158,27
0159,19
0160,15
0161,41
0162,73
0163,62
0164,71
0165,30
0166,28
0167,18
0168,15
0169,8
0170,2
0171,57
0172,55
0173,52
0174,50
0175,52
0176,40
0177,22
0178,13
0179,10
0180,8
0181,48
0182,53
0183,41
0184,57
0185,56
0186,34
0187,44
0188,36
0189,11
0190,9
0191,51
0192,59
0193,50
0194,38
0195,27
0196,12
0197,11
0198,13
0199,3
0200,3
0201,45
0202,50
0203,44
0204,49
0205,60
0206,34
0207,20
0208,28
0209,13
0210,12
0211,46
0212,47
0213,57
0214,38
0215,39
0216,43
0217,32
0218,33
0219,11
0220,15
0221,41
0222,54
0223,49
0224,51
0225,34
0226,28
0227,17
0228,13
0229,2
0230,1
0231,21
0232,57
0233,49
0234,52
0235,38
0236,31
0237,26
0238,7
0239,13
024,1
0240,8
0241,37
0242,38
0243,54
0244,41
0245,33
0246,43
0247,27
0248,20
0249,11
0250,5
0251,34
0252,50
0253,36
0254,39
0255,22
0256,20
0257,9
0258,13
0259,1
0260,1
0261,45
0262,40
0263,40
0264,38
0265,36
0266,30
0267,21
0268,13
0269,7
0270,2
0271,27
0272,38
0273,42
0274,48
0275,31
0276,29
0277,25
0278,20
0279,8
0280,7
0281,28
0282,54
0283,45
0284,36
0285,25
0286,20
0287,10
0288,7
0289,3
0290,6
0291,32
0292,40
0293,38
0294,35
0295,34
0296,30
0297,22
0298,12
0299,8
0300,4
0301,21
0302,32
0303,30
0304,42
0305,30
0306,28
0307,21
0308,13
0309,9
0310,14
0311,30
0312,33
0313,25
0314,34
0315,11
0316,7
0317,9
0318,6
0319,2
0320,1
0321,25
0322,27
0323,33
0324,42
0325,17
0326,26
0327,8
0328,12
0329,2
0330,1
0331,33
0332,25
0333,26
0334,31
0335,25
0336,26
0337,21
0338,26
0339,5
0340,8
0341,35
0342,38
0343,31
0344,36
0345,23
0346,10
0347,18
0348,8
0351,26
0352,22
0353,32
0354,29
0355,19
0356,12
0357,9
0358,10
0359,3
0360,2
0361,21
0362,33
0363,28
0364,42
0365,20
0366,24
0367,24
0368,13
0369,6
0370,2
0371,23
0372,23
0373,34
0374,33
0375,22
0376,12
0377,10
0378,7
0379,5
0380,2
0381,16
0382,28
0383,27
0384,23
0385,15
0386,13
0387,14
0388,15
0389,9
0390,1
0391,26
0392,26
0393,26
0394,22
0395,27
0396,16
0397,14
0398,11
0399,8
0400,4
0401,40
0402,27
0403,33
0404,26
0405,17
0406,12
0407,11
0408,6
0409,3
0410,4
0411,26
0412,28
0413,38
0414,25
0415,26
0416,26
0417,12
0418,9
0419,12
0420,5
0421,32
0422,22
0423,45
0424,14
0425,24
0426,20
0427,27
0428,7
0429,9
0430,13
0431,34
0432,19
0433,24
0434,25
0435,11
0436,10
0437,7
0438,11
0439,3
0440,2
0441,27
0442,31
0443,25
0444,26
0445,20
0446,21
0447,20
0448,12
0449,9
0450,2
0451,21
0452,24
0453,27
0454,30
0455,22
0456,18
0457,13
0458,2
0459,12
046,1
0460,9
0461,34
0462,26
0463,24
0464,23
0465,19
0466,18
0467,7
0468,8
0469,4
0470,5
0471,24
0472,13
0473,15
0474,21
0475,16
0476,17
0477,13
0478,7
0479,9
0480,2
0481,18
0482,20
0483,18
0484,19
0485,17
0486,20
0487,10
0488,7
0489,4
0490,3
0491,24
0492,23
0493,25
0494,14
0495,13
0496,7
0497,4
0498,6
0499,3
0500,5
0501,34
0502,22
0503,23
0504,26
0505,19
0506,16
0507,10
0508,8
0509,7
0510,2
0511,10
0512,16
0513,23
0514,23
0515,15
0516,15
0517,9
0518,15
0519,6
0520,6
0521,21
0522,18
0523,20
0524,21
0525,15
0526,7
0527,9
0528,13
0529,6
0530,6
0531,12
0532,14
0533,20
0534,24
0535,19
0536,10
0537,10
0538,1
0539,9
0540,8
0541,11
0542,24
0543,14
0544,10
0545,12
0546,17
0547,10
0548,11
0549,9
0550,9
0551,19
0552,20
0553,15
0554,17
0555,5
0556,15
0557,4
0558,8
0559,6
0560,6
0561,15
0562,10
0563,16
0564,17
0565,8
0566,11
0567,12
0568,3
0569,3
0570,2
0571,13
0572,11
0573,23
0574,19
0575,11
0576,10
0577,8
0578,11
0579,2
0580,6
0581,15
0582,27
0583,17
0584,13
0585,10
0586,12
0587,5
0588,5
0589,7
0590,5
0591,9
0592,16
0593,12
0594,17
0595,18
0596,6
0597,5
0598,6
0599,1
0600,4
0601,23
0602,15
0603,6
0604,16
0605,16
0606,10
0607,10
0608,11
0609,6
0610,7
0611,17
0612,10
0613,15
0614,11
0615,17
0616,13
0617,7
0618,7
0619,9
0620,5
0621,16
0622,14
0623,11
0624,12
0625,6
0626,4
0627,7
0628,7
0629,3
0630,2
0631,11
0632,11
0633,16
0634,22
0635,15
0636,5
0637,7
0638,4
0639,3
0640,7
0641,15
0642,12
0643,18
0644,7
0645,9
0646,13
0647,9
0648,10
0649,6
0650,2
0651,9
0652,6
0653,18
0654,14
0655,6
0656,5
0657,4
0658,5
0660,1
0661,16
0662,19
0663,11
0664,12
0665,12
0666,4
0667,5
0668,2
0669,3
0670,10
0671,8
0672,5
0673,4
0674,14
0675,5
0676,5
0677,4
0678,2
0679,2
0680,1
0681,12
0682,15
0683,11
0684,7
0685,6
0686,8
0687,10
0688,7
0689,20
0690,4
0691,9
0692,10
0693,6
0694,11
0695,8
0696,6
0697,1
0698,2
0700,3
0701,12
0702,10
0703,12
0704,14
0705,10
0706,12
0707,4
0708,8
0709,3
0710,6
0711,14
0712,11
0713,12
0714,15
0715,5
0716,6
0717,3
0718,1
0719,2
0720,2
0721,8
0722,4
0723,9
0724,11
0725,8
0726,7
0727,9
0728,3
0729,3
0731,12
0732,11
0733,10
0734,8
0735,12
0736,6
0737,2
0738,6
0739,2
0740,1
0741,10
0742,10
0743,11
0744,8
0745,10
0746,5
0747,12
0748,3
0749,5
0750,1
0751,6
0752,10
0753,9
0754,14
0755,10
0756,8
0757,5
0758,4
0759,1
0761,7
0762,4
0763,6
0764,4
0765,8
0766,6
0767,5
0768,6
0769,4
0770,4
0771,7
0772,3
0773,11
0774,13
0775,3
0776,4
0777,11
0778,3
0779,4
0780,5
0781,8
0782,2
0783,5
0784,16
0785,5
0786,5
0787,7
0788,4
0789,2
0790,5
0791,6
0792,8
0793,7
0794,7
0795,7
0796,6
0797,7
0798,10
0799,2
0800,4
0801,15
0802,12
0803,8
0804,8
0805,9
0806,8
0807,4
0808,6
0809,2
0810,1
0811,4
0812,10
0813,15
0814,11
0815,12
0816,7
0817,1
0819,4
082,1
0820,4
0821,5
0822,11
0823,8
0824,14
0825,13
0826,7
0827,5
0828,7
0829,2
0830,2
0831,4
0832,19
0833,10
0834,11
0835,15
0836,5
0837,3
0838,2
0839,3
0840,4
0841,4
0842,4
0843,4
0844,19
0845,7
0846,5
0847,5
0848,7
0849,3
0850,4
0851,8
0852,3
0853,10
0854,5
0855,10
0856,5
0857,1
0858,4
0859,8
0861,11
0862,8
0863,4
0864,4
0865,6
0866,7
0867,2
0868,3
0869,2
0870,3
0871,6
