polling_place_text_zip4,Count
,1946344
0053,600
0128,152
0148,488
0400,1321
0768,1141
1443,1089
1451,6014
1510,1749
1648,1414
1962,682
2360,852
2729,1606
2844,1678
3227,3434
3234,6603
3353,1816
3422,3105
3723,3528
3750,3245
4253,1597
4307,1183
4363,2339
4442,1115
4718,852
7158,1261
7320,1005
8910,689
9405,3051
9458,308
9513,746
9762,424
