text_election_code_9,Count
,1153234
12897,5
22503,5
22895,2
3204,1
4103,31
4197,3
4202,2
4291,3
4296,7
4301,11
4495,2
4505,53
4604,2
4693,3
4699,5
4792,3
51804,23
8791,1
CG,845
CG 201,1
CG0003,29
CG0004,11
CG0005,47
CG0007,34
CG0008,15
CG0009,56
CG0010,255
CG0011,137
CG005,22
CG0104,16
CG012,6
CG021,1
CG0304,38
CG033,22
CG0404,2
CG0406,1
CG0408,21
CG0410,2
CG0413,5
CG042,2
CG0489,3
CG0495,3
CG0497,5
CG0504,121
CG052,2
CG06,12
CG08,2
CG1019,4
CG1030,4
CG1068,1
CG11,55
CG1179,4
CG12,40
CG1279,1
CG1289,1
CG13,57
CG1319,1
CG14,109
CG15,155
CG1520,11
CG16,24
CG19,133
CG1976,1
CG1985,1
CG1987,1
CG1989,9
CG1990,2
CG1991,27
CG1993,103
CG1994,26
CG1995,108
CG1996,12
CG1997,188
CG1998,21
CG1999,185
CG20,2
CG2000,15
CG2001,401
CG2002,14
CG2003,784
CG2004,84
CG2005,3310
CG2006,97
CG2007,2357
CG2008,165
CG2009,2966
CG2010,256
CG2011,3662
CG2012,308
CG2013,4886
CG2014,398
CG2015,9795
CG2016,273
CG2017,23398
CG2019,52294
CG2021,13134
CG21,92
CG2209,5
CG2250,57
CG2259,12
CG2260,3
CG2268,1
CG2269,7
CG2270,25
CG2279,3
CG2288,5
CG2289,29
CG2290,1
CG2299,4
CG2398,1
CG3105,56
CG3188,2
CG3204,18
CG3209,1
CG3210,4
CG3293,14
CG3299,50
CG3387,3
CG3398,2
CG400,1
CG401,7
CG403,15
CG404,3
CG405,84
CG4103,352
CG4119,2
CG4197,155
CG4202,17
CG4285,2
CG4290,2
CG4291,28
CG4296,19
CG4301,220
CG4390,1
CG44,1
CG4400,67
CG4489,23
CG4495,79
CG4505,1379
CG4588,1
CG4594,6
CG4604,26
CG4693,52
CG4699,162
CG4781,1
CG4787,9
CG4792,24
CG4798,19
CG48,27
CG496,8
CG497,5
CG498,2
CG499,11
CG510,20
CG5229,3
CG5404,4
CG5704,15
CG6139,6
CG6219,4
CG6229,1
CG6290,5
CG6491,1
CG6496,1
CG6705,15
CG6992,1
CG7139,7
CG7189,3
CG8288,1
CG8299,2
CG8597,1
CG8895,2
CG9104,7
CG9149,1
CG9198,1
CG9304,9
CG9404,1
CG9504,5
CG956,17
CG9604,1
CG964,6
CG9702,4
CG9704,39
CG973,19
CG985,11
CG9904,14
CG993,14
CGAP,108
CGCE06,5
CGCG,22
CGCG10,7
CGFR,6
CGHB06,4
CGHE08,2
CGNE,11
CGS06,20
CGST08,2
CP,5
CP0002,15
CP0004,3
CP0005,21
CP0006,4
CP0007,4
CP0008,39
CP0009,29
CP0010,104
CP0102,10
CP0302,11
CP0408,21
CP0492,1
CP07,19
CP09,6
CP15,10
CP17,18
CP1987,2
CP1989,5
CP1990,1
CP1991,11
CP1992,1
CP1993,22
CP1994,1
CP1995,31
CP1996,1
CP1997,66
CP1998,4
CP1999,36
CP2000,4
CP2001,80
CP2003,330
CP2004,2
CP2005,321
CP2006,33
CP2007,497
CP2008,11
CP2009,251
CP201,2
CP2010,49
CP2011,333
CP2012,32
CP2013,326
CP2014,6
CP2015,936
CP2016,12
CP2017,2701
CP2019,6142
CP2021,11744
CP203,4
CP2250,3
CP287,3
CP296,2
CP304,1
CP305,4
CP399,2
CP9102,2
CP9204,2
CP9303,1
CP9702,5
CP9903,1
CPCH07,3
CPHE06,1
CPMN06,3
CPMN08,2
CPNC15,11
CPST08,2
GN1129,4
GN1149,11
GN1160,41
GN1180,27
GN1980,1
GN1982,2
GN1984,35
GN1986,96
GN1988,299
GN1990,325
GN1992,2038
GN1994,1117
GN1996,4594
GN1998,2260
GN2000,9312
GN2002,5799
GN2004,21608
GN2006,13321
GN2007,1
GN2008,40694
GN2010,28504
GN2012,57688
GN2014,53993
GN2016,83356
GN2018,83384
GN2020,39540
GN2022,5
GN4197,16
GN4202,7
GN4291,1
GN4296,1
GN4301,37
GN4495,15
GN4693,7
GN4699,33
GN4798,3
MB#383,416
MB/SP,26
MB/WC,21
MB0108,508
MB0110,43
MB0112,854
MB0114,1
MB0115,743
MB0116,316
MB0120,3316
MB0121,2996
MB0211,26
MB0215,75
MB0216,223
MB0219,2
MB0315,124
MB0320,181
MB0322,2097
MB0412,42
MB0414,626
MB0416,53
MB0506,122
MB0508,167
MB0513,36
MB0516,122
MB0517,1279
MB0518,3034
MB0519,1858
MB0607,59
MB0611,100
MB0613,1048
MB0615,176
MB0616,1341
MB0618,317
MB0619,180
MB0711,36
MB0719,54
MB0807,15
MB0907,191
MB0915,133
MB0916,330
MB0917,172
MB0918,1077
MB0919,1069
MB0921,197
MB1007,466
MB1013,1093
MB1107,209
MB1109,16
MB1113,951
MB112,5
MB1205,736
MB1211,40
MB1213,53
MB1301,50
MB1302,115
MB1501,110
MB15B,18
MB1601,71
MB17,425
MB1701,119
MB17LA,151
MB1901,170
MB1995,10
MB2000,1
MB2005,32
MB2006,68
MB2007,288
MB2008,85
MB2009,387
MB2010,80
MB2011,66
MB2012,97
MB2013,419
MB2014,753
MB2015,2043
MB2016,822
MB2017,441
MB2018,253
MB2019,981
MB2020,979
MB229,1194
MB231,182
MB232,390
MB233,1145
MB240,2
MB242,7
MB263,25
MB293,34
MB305,657
MB3408,95
MB360,9
MB368,193
MB383,40
MB394,59
MB396,29
MB398,3
MB402,174
MB415,22
MB416,113
MB437,590
MB4604,39
MB464,168
MB468,6
MB490,193
MB501,724
MB509,5
MB5116,212
MB512,2006
MB5398,31
MB5410,67
MB5411,52
MB5460,2
MB6115,554
MB615,91
MB6215,87
MB9410,9
MBAL06,3
MBAU06,31
MBAUG,106
MBBE07,117
MBBE09,20
MBD423,96
MBHD07,16
MBM,1
MBMV06,24
MBNCO,1
MBOCA,17
MBPC09,33
MBREC,16
MBS437,1
MBS615,2
MBSB09,14
MBSD07,86
MBSLS,4
MBST06,103
MBST17,35
PP0001,4
PP1992,34
PR0001,13
PR011,1
PR031,3
PR051,1
PR1986,8
PR1988,8
PR1990,84
PR1992,193
PR1994,221
PR1996,687
PR1998,602
PR2000,883
PR2002,1132
PR2004,2559
PR2006,1279
PR2007,8
PR2008,3015
PR2010,5219
PR2012,7525
PR2014,8627
PR2016,24009
PR2018,52430
PR2020,62619
PR2022,223
PR2250,33
PR2259,10
PR2270,17
PR2289,11
PR3105,34
PR3204,5
PR3293,3
PR3299,8
PR3398,1
PR4792,1
PR8200,1
PR8229,2
PR8288,11
PR8784,1
PR971,3
PR991,5
PRHC06,6
PRPC06,1
SP,180
SP'16,11
SP 389,122
SP#447,1
SP000,18
SP0002,4
SP0003,3
SP0004,7
SP0006,20
SP0007,37
SP001,32
SP0012,26
SP0014,6
SP002,18
SP0041,4
SP0051,1
SP01,21
SP0101,40
SP0103,25
SP0105,2
SP011,32
SP0111,6
SP0112,215
SP012,12
SP0121,6
SP0125,184
SP013,10
SP015,7
SP0197,10
SP02,4
SP0201,3
SP0202,5
SP0204,1
SP021,30
SP0212,3
SP0217,3
SP0218,151
SP0219,8
SP024,3
SP0291,7
SP0293,1
SP0296,3
SP0297,2
SP0299,7
SP0301,6
SP0302,61
SP0304,9
SP0305,11
SP0306,8
SP031,6
SP0316,31
SP0319,25
SP033,266
SP034,25
SP0388,28
SP0396,1
SP0399,1
SP0401,3
SP0402,1
SP0403,8
SP0405,71
SP0406,19
SP0408,16
SP041,13
SP0410,81
SP0412,2
SP0417,71
SP0419,227
SP0421,120
SP0423,4
SP0425,4
SP043,226
SP0489,198
SP0493,24
SP0494,1
SP0495,3
SP0497,3
SP0498,1
SP05,1
SP0501,3
SP0503,22
SP0505,59
SP051,338
SP0510,147
SP0512,21
SP0514,9
SP0517,144
SP052,31
SP053,4
SP054,65
SP057,72
SP058,1
SP0583,1
SP0599,10
SP06,12
SP0601,1
SP0604,2
SP0606,34
SP0607,245
SP0609,4
SP0614,50
SP0616,26
SP0693,8
SP0696,1
SP0699,11
SP06AT,1
SP0709,9
SP0711,9
SP0717,23
SP0718,32
SP0792,2
SP0795,2
SP08,14
SP0801,35
SP0802,12
SP0805,25
SP0812,1
SP0813,17
SP0815,103
SP0819,382
SP0820,39
SP09,1
SP0901,58
SP0904,5
SP0905,8
SP0906,3
SP0911,2
SP0920,2
SP0997,4
SP0999,8
SP09EL,11
SP1,4
SP10,11
SP100,6
SP1009,12
SP101,8
SP1010,1
SP1014,115
SP1017,7
SP1018,36
SP1019,2
SP1020,147
SP1022,3
SP1027,2
SP1029,1
SP1031,5
SP1039,1
SP105,99
SP1059,3
SP1070,16
SP1079,5
SP1085,1
SP1090,4
SP11,3
SP1105,23
SP1106,1
SP1112,4
SP1113,34
SP1115,90
SP1116,2
SP1123,2
SP1129,18
SP1130,1
SP114,68
SP1140,2
SP1149,14
SP1159,2
SP1160,17
SP1179,1
SP1199,1
SP1205,7
SP1207,2
SP1209,7
SP1210,57
SP1213,4
SP1214,13
SP1215,12
SP1218,19
SP1219,1
SP1250,7
SP1269,3
SP1270,5
SP1279,1
SP1289,11
SP1297,3
SP1299,1
SP1300,8
SP1309,1
SP1312,2
SP1319,22
SP14,39
SP1401,4
SP14MU,2
SP1500,1
SP1609,6
SP1694,2
SP1697,1
SP17,3
SP1794,7
SP19,112
SP1988,1
SP1989,1
SP1993,1
SP1997,2
SP1999,26
SP20,2
SP2000,38
SP2001,20
SP2002,81
SP2003,29
SP2004,22
SP2005,55
SP2006,45
SP2007,2066
SP2008,50
SP2009,253
SP201,46
SP2010,64
SP2011,57
SP2012,416
SP2013,506
SP2014,504
SP2015,445
SP2016,403
SP2017,581
SP2018,688
SP2019,1640
SP2020,261
SP2021,672
SP203,12
SP206,11
SP2103,9
SP2104,12
SP2179,2
SP2191,1
SP2197,3
SP2209,1
SP2249,4
SP2260,3
SP2263,10
SP2299,8
SP2396,26
SP2398,1
SP2406,11
SP244,18
SP2489,1
SP2491,1
SP2492,1
SP2493,1
SP2495,1
SP2498,1
SP2503,4
SP2505,7
SP251,112
SP252,74
SP257B,247
SP264,3
SP267,1
SP2690,1
SP2691,1
SP2694,1
SP270,4
SP282,14
SP284B,2
SP285,3
SP289,1
SP2894,1
SP2895,2
SP2988,1
SP2997,3
SP3,10
SP306,55
SP312,48
SP3139,3
SP3188,1
SP3190,1
SP320,1
SP3260,8
SP327,2
SP331,2
SP3319,4
SP3353,26
SP3357,23
SP336,104
SP34,6
SP344,25
SP346,5
SP35,13
SP350,4
SP362,2
SP363,29
SP377,1
SP381,10
SP385,182
SP388,2
SP3895,1
SP39,13
SP396,41
SP3984,1
SP40,13
SP405,29
SP406,9
SP4103,39
SP4159,1
SP4179,1
SP418R,228
SP4197,12
SP420,34
SP4202,5
SP421,38
SP4219,7
SP4230,8
SP4234,1
SP4296,16
SP43,2
SP4301,18
SP4309,1
SP434,17
SP4400,33
SP443,78
SP4495,16
SP459,30
SP4594,1
SP4604,13
SP4610,28
SP462,1
SP4693,1
SP4699,21
SP47,3
SP476,2
SP4798,13
SP4814,26
SP482,22
SP487,6
SP49,49
SP5,15
