precinct_text_designation,Count
MV14,2
N100001,56
N100002,412
N101,1133
N102,1381
N103,1082
N104,407
N105,444
N106,1184
N107,1426
N108,1262
N109,698
N110,1516
N111,561
N112,1425
N113,901
N114,1138
N115,524
N116,991
N117,600
N118,829
N119,980
N120,566
N121,344
N122,327
N123,823
N124,272
N125,705
N126,213
N127,1185
N201,870
N202,972
N203,787
N204,1103
N205,779
N206,919
N207,698
N208,725
N209,939
N210,1949
N211,452
N212,733
N213,750
N214,687
N215,1152
N216,768
N217,1022
N218,1595
N219,700
N220,619
N221,682
N222,888
N223,806
N224,839
N225,677
N226,826
N227,541
N228,578
N229,987
N230,1116
N231,831
N232,911
N301,1467
N302,1134
N303,626
N304,1094
N305,1218
N306,1658
N307,1234
N308,1349
N309,1335
N310,690
N311,1061
N312,901
N313,1904
N314,1397
N315,851
N317,1540
N318,1886
N319,1279
N320,1131
N321,1024
N322,653
N401,1341
N402,1192
N403,1827
N404,1558
N405,1231
N406,985
N407,875
N408,1045
N409,940
N410,744
N411,1430
N412,1795
N413,1031
N414,652
N415,758
N416,2181
N417,1727
N418,435
N419,1464
N420,546
N421,839
N501,1256
N502,1032
N503,1226
N504,1538
N505,2079
N506,1375
N507,1556
N508,2101
N509,1538
N510,1086
N511,1569
N512,595
N513,1159
N514,102
N515,1814
N516,805
N517,502
N518,1174
N519,417
N601,1297
N602,86
N603,1182
N604,1485
N605,1576
N606,309
N607,455
N608,1316
N609,777
N610,357
N611,1374
N612,578
N613,1435
N614,1375
N615,1804
N616,828
N617,263
N618,1525
N619,941
N620,714
N621,808
N622,1467
N623,2105
NA603,13
NB013,58
NC,107
NELB,2
NEQ,291
NGT,403
NI,1968
NI00053,169
NI01,374
NK00069,269
NK0007,167
NK00071,207
NMH,105
NMV523,138
NMV537,342
NMV623,154
NMV637,253
NMVEN26,4
NMVEN5,8
NOR01,376
NOR02,36
NPE1,12
NPE2,79
NPW,393
NST,29
NT,495
NT000,327
NT00007,125
NUI,82
NW,541
NW000,161
O101,1426
O102,518
O103,1077
O201,1397
O202,691
O203,1042
O301,818
O302,1383
O303,853
O401,1062
O402,803
O403,1189
O404,416
O501,931
O502,1112
O503,1666
O601,884
O602,1355
O603,850
OA01,141
OA3601,58
OB,69
OC,1116
OC00001,1420
OC00002,1741
OC00003,648
OC00004,1890
OC00006,686
OC00007,1963
OC00008,1789
OC16,513
OC25,630
OC35,670
OC35EXB,5
OC45,39
OC46,558
OC80000,124
OG,122
OH,405
OH01,1015
OL,197
OR50003,31
OS0000,297
OSA5,455
OSA6A,1
OSA9,96
OSG,326
OT,673
OT10008,25
OT3201,25
OV,61
OV000OV,75
OZ102,128
P100001,281
P100014,206
P101,831
P102,476
P200016,19
P201,648
P202,781
P301,463
P302,449
P303,391
P310009,81
P401,376
P402,535
P403,580
P470015,54
PA,6225
PA0000,291
PA00007,461
PA00077,146
PA0013,145
PA01,200
PA02,272
PA05,2160
PA06,91
PA09,5
PA0PA,23
PA10,2
PA11,2
PA12,2
PA14,1989
PA15,376
PA16,21
PA17,1
PA3801,31
PA7,81
PAA0001,60
PBE,68
PC,590
PC1,1017
PC11,201
PC13,455
PC16,2
PC17,2
PC18,432
PC19,176
PC2,955
PC21,1167
PC23,374
PC3,875
PC31,1153
PC32,272
PC4,1286
PC41,696
PC43,494
PC44,72
PC45,272
PD8,43
PE,572
PE404,91
PEE,266
PG90000,41
PGB0002,131
PH000BB,34
PI00602,42
PI70003,62
Pioneer,41
PL,19
PL00078,68
PL00603,25
PL014,43
PL4001,18
PL4002,8
PL80001,101
PO,168
PO00008,292
PO00009,269
PO002A,477
PO302,22
PP000PP,97
PR,227
PR000,80
PR000W1,481
PR000W2,3
PR202,81
PR203,42
PRD0003,39
PT,317
PT00054,98
PUD00,237
PV000,152
PVC0001,59
PWW,389
PX00002,146
PY01,1136
PYW,84
Q101,1222
Q102,848
Q103,921
Q104,766
Q105,1586
Q106,1182
Q107,1479
Q108,2195
Q109,376
Q110,427
Q111,1156
Q112,10
Q113,859
Q201,756
Q202,1142
Q203,1298
Q204,1322
Q205,700
Q206,814
Q207,874
Q208,770
Q209,712
Q210,687
Q211,879
Q212,537
Q213,492
Q301,957
Q302,1071
Q303,1563
Q304,1492
Q305,134
Q306,1504
Q307,2033
Q308,1352
Q309,1559
Q310,953
Q311,1858
Q312,631
Q401,1355
Q402,874
Q403,768
Q404,833
Q405,1646
Q406,1103
Q407,1441
Q408,499
Q409,2102
Q411,938
Q412,289
Q413,265
QC01-01,34
QUA0000,100
R001,803
R002,623
R100001,35
R100010,22
RA,69
RC,122
RCJ,329
RE0000,89
RE402,215
RG0NO,429
RG0SO,431
RHS,178
RI,474
RI01,32
RI03,376
RI06,178
RI07,933
RI13,10
RI14,49
RI15,507
RI3401,165
RI502,208
RI90002,48
RICH,1584
RICH6,105
RIK,414
RIT,117
RLL,78
RM604,24
RN00055,1164
RO,11
RO00057,76
RO0027,139
RO01,677
RO02,21
RO03,467
RO04,16
RO703,73
RS00056,191
RS0RS,28
RSA0004,16
RT,263
RVM,88
S-CO,21
S-OG,68
S-WA,54
S001,339
S120010,75
S200009,31
SA,29
SA01,1584
SA02,782
SA03,57
SA04,36
SA05,389
SA70003,15
SAB0000,28
SBN,85
SC,370
SC00010,646
SC00058,262
SC10007,25
SC6,238
SC9,201
SCA0002,15
SCB00,81
SCC0000,99
SCNE000,260
SCNW000,411
SE,116
SE603,501
SE604,368
SFA0002,132
SH,1488
SH00011,197
SH00021,35
SH00066,552
SH00067,772
SH00068,481
SH0021A,255
SH002A6,59
SH002AA,117
SH002AB,8
SH002B,153
SH015,52
SH0A1,713
SH0B,616
SH0BA,964
SH126,2209
SH201,60
SH3601,81
SH3EXB6,172
SH70004,19
SHI,223
SHP,70
SHT,244
SHU,126
SL,202
SL00008,68
SM3801,34
SMV6,1138
SOC,127
SPD,66
SPE2,149
SPW,247
SR80002,59
SRA01,107
SRD0000,120
SS0000,1324
SS01003,35
SS01004,113
SSE0000,77
SST,64
ST,97
ST00012,139
ST0006,49
ST4001,34
STAN5,632
STAN6,54
STE,204
STF0001,205
STW,18
STWEB,11
STWEC,1
STWEH2,18
STWEH7,2
STWH7,88
SU,251
SU00059,481
SU106,42
SUC00,60
SUP,30
SUT,225
SVT,184
SW,1185
SW4201,23
SWENA,26
SY0008,132
T001,914
T100012,21
T1P1,230
T1P2,150
T2,542
T220001,38
T3,310
T4,148
T440003,170
T5,433
T6,78
T610001,163
T7,172
T8,131
T870001,10
T9,239
T980003,48
TC,78
TC80003,78
TCT,204
TGG0001,203
TH0000,120
TH00083,324
TH016,43
TI405,50
TM,1261
TR00061,97
TR017,33
TU00081,222
TW001,153
TW001A,49
TW003,99
TW003A,52
TW004,27
TW005,131
TWP01,124
TWP02,288
TWP03-1,72
TWP03-2,866
TWP04,22
TWP05,50
TWP06,68
TWP07,151
TWP08,229
TWP09,31
TWP10,121
TWP11-1,379
TWP11-2,1184
TWP12,119
TY000,98
UC000UC,65
UN00703,40
UN01,1820
UN02,371
UN10002,114
UN801,16
UNE,23
UNE000,208
UNT,146
UNV,118
V100011,15
VA,800
VA00013,93
VA021,61
VA4401,2
VA4402,41
VA4403,3
VA503,22
VAF,76
VAH101,4
VAH114,596
VB0NO,281
VB0SO,144
VC11,1205
VC21,1151
VC31,1145
VC32,43
VC33,9
VC41,1216
VC42,338
VC44,13
VCC0002,25
VE000,111
VI,374
VI605,14
Voorhee,122
W1 Lake,2
W100001,461
W100014,13
W1ILL,16
W200001,67
W3 Ind,5
W300001,123
WA,549
WA0000,87
WA00002,102
WA00063,82
WA0026,262
WA01,86
WA02,366
WA02002,83
WA03,19
WA05,1
WA08,2
WA09,3
WA11,2
WA13,43
WA20002,21
WA30002,189
WA302,293
WA40000,175
WA4601,38
WA80002,57
WAD00,60
WAJ,144
WB,316
WB000,20
WC,1350
WC000ML,130
WC024,532
WC30003,33
WCenter,103
WE04001,249
WE0WE,22
WE4801,41
WEG00,219
WET,511
WG,270
WH,111
WH00009,141
WHW,106
WI,371
WI00008,135
WI00082,82
WI0WI,47
WI504,17
WIC,75
WIX,208
WIX1,25
WL024,69
WM00064,75
WMC,619
WP10004,98
WR5001,22
WR70002,40
WR80002,120
WS0028,157
WS10002,184
WSA,49
WSF00,218
WT,267
WT702,143
WT80002,99
WV6,456
WV9,41
WVEX6,290
WYD0000,140
XX0001,623
YOH114,408
YY0002,428
ZZ0003,511
