polling_place_text_address2,Count
,1961918
1000 W Patterson,3818
1715 210 Road,1873
228 Main,1864
301 N. Main St.,1338
309 Lake Ave.,6643
403 S Pesavento Ave,1333
520 Washington St.,122
530 SW Tuffy Kellogg Dr,1456
616 2nd Street,897
"Chanute, KS 66720",5202
East Door,325
EMS Building,1624
Fire Building,326
Harveyville,423
Maple Hill,899
McFarland,265
Ness City,1956
NEW POLLING LOCATION!!,3171
North Entrance,2390
Paxico,765
Photo ID required when voting,439
PO Box 446,1521
South Main Doors,863
